ID	LABEL	Definition	def_xref	is_a	part_of	develops_from	has_muscle_origin	has_muscle_insertion	innervated_by	term_tracker_item	In_subset	Date	Contributor	Present_in_taxon	Wikipedia_image	xref
http://purl.obolibrary.org/obo/UBERON_9900025	lateral compartment of leg muscle	A skeletal muscle organ that is part of the lateral (fibular) fascial compartment of the leg, comprising the fibularis longus and fibularis brevis muscles, both arising from the lateral surface of the fibula and innervated by the superficial fibular nerve, acting to evert and weakly plantarflex the foot.	https://fipat.library.dal.ca/ta2/|ISBN:9780323393225|https://purl.org/ccf/ASCTB-TEMP_lateral-compartmet-of-leg-muscle|PMID:30137811	UBERON:0014892	UBERON:0000978		UBERON:0001446		UBERON:0035526	https://github.com/obophenotype/uberon/issues/3707	http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-11T00:00:00Z	https://orcid.org/0000-0002-7073-9172	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Lateral_compartment_of_leg
http://purl.obolibrary.org/obo/UBERON_9900026	lateral posterior cervical intertransversarii muscle	A muscle organ of the neck that arises from and inserts onto the posterior tubercles of the transverse processes of adjacent cervical vertebrae, lying lateral to the medial posterior cervical intertransversarii; together with its segmental fellows it laterally flexes the cervical vertebral column and is innervated by the ventral rami of the cervical spinal nerves.	https://fipat.library.dal.ca/ta2/|ISBN:9780323393225|https://purl.org/ccf/ASCTB-TEMP_lateral-posterior-cervical-intertransversarii-muscle	UBERON:0001630	UBERON:0000974		UBERON:0018143	UBERON:0018143	UBERON:0006838	https://github.com/obophenotype/uberon/issues/3707	http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-11T00:00:00Z	https://orcid.org/0000-0002-7073-9172	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Intertransversarii
http://purl.obolibrary.org/obo/UBERON_9900030	levatores costarum breves of levator costarum muscle	Short skeletal muscle fasciculi of the levator costarum muscle that arise from the tips of the transverse processes of the seventh cervical and upper eleven thoracic vertebrae and insert obliquely inferolaterally onto the external aspect of the superior border of the rib immediately below their origin, between the tubercle and the angle, elevating the ribs during forceful inspiration.	https://fipat.library.dal.ca/ta2/|ISBN:9780323393225|https://purl.org/ccf/ASCTB-TEMP_levatores-costarum-breves-of-levator-costarum-muscle|PMID:4972578|PMID:3630603	UBERON:0014892	UBERON:8410070		UBERON:0001077	UBERON:0002228	UBERON:0006839	https://github.com/obophenotype/uberon/issues/3707	http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-11T00:00:00Z	https://orcid.org/0000-0002-7073-9172	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Levatores_costarum_muscles|FMA:71437
http://purl.obolibrary.org/obo/UBERON_9900031	levatores costarum longi of levator costarum muscle	A muscle fasciculus that constitutes the longer subdivision of the four lower levatores costarum, arising from the tip of the transverse process of a thoracic vertebra (typically T8-T11) and passing obliquely downward and laterally to insert on the outer surface of the second rib below its vertebra of origin, between the tubercle and the angle.	https://fipat.library.dal.ca/ta2/|ISBN:9780323393225|https://purl.org/ccf/ASCTB-TEMP_levatores-costarum-longi-of-levator-costarum-muscle|PMID:13129167	UBERON:0014892	UBERON:8410070		UBERON:0001077	UBERON:0002228	UBERON:0006839	https://github.com/obophenotype/uberon/issues/3707	http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-11T00:00:00Z	https://orcid.org/0000-0002-7073-9172	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Levatores_costarum_muscles
http://purl.obolibrary.org/obo/UBERON_9900034	medial lumbar intertransversarii muscle	A skeletal muscle organ that is one of a paired series of short segmental muscles passing from the accessory process of one lumbar vertebra to the mammillary process of the vertebra below, innervated by dorsal rami of the lumbar spinal nerves and acting to stabilise and laterally flex the lumbar spine.	https://fipat.library.dal.ca/ta2/|ISBN:9780323393225|https://purl.org/ccf/ASCTB-TEMP_medial-lumbar-intertransversarii-muscle|PMID:7076562	UBERON:0014892	UBERON:0006074				UBERON:0001780	https://github.com/obophenotype/uberon/issues/3707	http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-11T00:00:00Z	https://orcid.org/0000-0002-7073-9172	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Intertransversarii
http://purl.obolibrary.org/obo/UBERON_9900035	medial posterior cervical intertransversarii muscle	A skeletal muscle organ that is the medial part of the posterior cervical intertransversarius, lying medial to the dorsal ramus of the cervical spinal nerve which pierces it, connecting the posterior tubercles of adjacent cervical vertebrae and acting to laterally flex the cervical spine.	https://fipat.library.dal.ca/ta2/|ISBN:9780323393225|https://purl.org/ccf/ASCTB-TEMP_medial-posterior-cervical-intertransversarii-muscle|PMID:7076562	UBERON:0014892	UBERON:0006072		UBERON:0002413	UBERON:0002413	UBERON:0001780	https://github.com/obophenotype/uberon/issues/3707	http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-11T00:00:00Z	https://orcid.org/0000-0002-7073-9172	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Intertransversarii
http://purl.obolibrary.org/obo/UBERON_9900037	multifidus cervicis muscle	A skeletal muscle of the deep layer of the back, forming the cervical portion of the multifidus and part of the transversospinales muscle group. It arises from the superior articular processes of the lower cervical vertebrae (C4-C7) and ascends superomedially to insert into the spinous processes of vertebrae two to five segments above (C2-C5), acting in extension, ipsilateral lateral flexion and contralateral rotation of the cervical vertebral column.	https://fipat.library.dal.ca/ta2/|ISBN:9780323393225|https://purl.org/ccf/ASCTB-TEMP_multifidus-cervicis-muscle|PMID:15706328	UBERON:0010990	UBERON:0006072		UBERON:0001077	UBERON:0001076	UBERON:0006839	https://github.com/obophenotype/uberon/issues/3707	http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-11T00:00:00Z	https://orcid.org/0000-0002-7073-9172	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Multifidus_muscle
http://purl.obolibrary.org/obo/UBERON_9900038	multifidus lumborum muscle	A skeletal muscle of the deep layer of the back, forming the lumbar portion of the multifidus and part of the transversospinales muscle group. It arises from the mammillary processes of the lumbar vertebrae and the posterior surface of the sacrum, and its fascicles ascend superomedially to insert into the spinous processes of vertebrae two to five segments above their origin, contributing to extension and segmental stabilisation of the lumbar vertebral column.	https://fipat.library.dal.ca/ta2/|ISBN:9780323393225|https://purl.org/ccf/ASCTB-TEMP_multifidus-lumborum-muscle|PMID:23915550|PMID:23915551	UBERON:0010990	UBERON:0006074		UBERON:0001077	UBERON:0001076	UBERON:0006839	https://github.com/obophenotype/uberon/issues/3707	http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-11T00:00:00Z	https://orcid.org/0000-0002-7073-9172	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Multifidus_muscle
http://purl.obolibrary.org/obo/UBERON_9900039	multifidus thoracis muscle	A skeletal muscle of the deep layer of the back, forming the thoracic portion of the multifidus and part of the transversospinales muscle group. It arises from the transverse processes of the thoracic vertebrae and ascends superomedially to insert into the spinous processes of vertebrae two to five segments above its origin, producing extension, ipsilateral lateral flexion and contralateral rotation of the thoracic vertebral column.	https://fipat.library.dal.ca/ta2/|ISBN:9780323393225|https://purl.org/ccf/ASCTB-TEMP_multifidus-thoracis-muscle|PMID:23915550	UBERON:0010990	UBERON:0006073		UBERON:0001077	UBERON:0001076	UBERON:0006839	https://github.com/obophenotype/uberon/issues/3707	http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-11T00:00:00Z	https://orcid.org/0000-0002-7073-9172	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Multifidus_muscle
http://purl.obolibrary.org/obo/UBERON_9900049	puboanalis muscle	A skeletal muscle of the pelvis that arises from the body of the pubis and descends to interdigitate with the longitudinal muscle of the anal canal, blending with fibres at the intersphincteric groove and perineal body. It forms the most medial component of the puborectalis sling of the levator ani and contributes to maintenance of the anorectal angle and faecal continence.	https://fipat.library.dal.ca/ta2/|ISBN:9780323393225|https://purl.org/ccf/ASCTB-TEMP_puboanalis-muscle|PMID:21801920|PMID:18256862	UBERON:0001325	UBERON:0001326		UBERON:0001275	UBERON:0006654	UBERON:0011390	https://github.com/obophenotype/uberon/issues/3707	http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-11T00:00:00Z	https://orcid.org/0000-0002-7073-9172	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Levator_ani
http://purl.obolibrary.org/obo/UBERON_9900050	puboperinealis muscle	A muscle of the pelvis that arises from the inner surface of the pubic bone and inserts into the perineal body, forming part of the pubovisceral component of the levator ani muscle and contributing to support of the pelvic floor and elevation of the perineal body.	https://fipat.library.dal.ca/ta2/|https://purl.org/ccf/ASCTB-TEMP_puboperineales-muscle|PMID:14990415	UBERON:0001325	UBERON:0001326		UBERON:0001275	UBERON:0006654		https://github.com/obophenotype/uberon/issues/3707	http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-11T00:00:00Z	https://orcid.org/0000-0002-7073-9172	http://purl.obolibrary.org/obo/NCBITaxon_9606		FMA:74028
http://purl.obolibrary.org/obo/UBERON_9900061	sternal part of diaphragm	An organ subunit of the diaphragm consisting of two small muscular slips that arise from the posterior aspect of the xiphoid process of the sternum and insert into the anterior margin of the central tendon, contributing the anterior portion of the diaphragmatic musculature.	https://fipat.library.dal.ca/ta2/|ISBN:9780323393225|https://purl.org/ccf/ASCTB-TEMP_sternal-part-of-respiratory-diaphragm-muscle|PMID:23586979	UBERON:0000063	UBERON:0001103		UBERON:0002207	UBERON:0006670	UBERON:0001884	https://github.com/obophenotype/uberon/issues/3707	http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-11T00:00:00Z	https://orcid.org/0000-0002-7073-9172	http://purl.obolibrary.org/obo/NCBITaxon_9606		FMA:58278
http://purl.obolibrary.org/obo/UBERON_9900062	sternocostal head of pectoralis major muscle	A muscle head that forms the larger inferior portion of the pectoralis major, originating from the anterior surface of the sternum, the superior six costal cartilages, and the aponeurosis of the external oblique muscle, and inserting together with the clavicular head onto the lateral lip of the intertubercular groove of the humerus.	https://fipat.library.dal.ca/ta2/|ISBN:9780323393225|https://purl.org/ccf/ASCTB-TEMP_sternocostal-head-of-pectoralis-major-muscle|Wikipedia:Pectoralis_major_muscle	UBERON:0011906	UBERON:0002381		UBERON:0000975	UBERON:0000976	UBERON:0003726	https://github.com/obophenotype/uberon/issues/3707	http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-11T00:00:00Z	https://orcid.org/0000-0002-7073-9172	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Pectoralis_major_muscle|FMA:32521
http://purl.obolibrary.org/obo/UBERON_9900064	superior head of lateral pterygoid muscle	A muscle head that constitutes the smaller, upper portion of the lateral pterygoid muscle, arising from the infratemporal surface of the greater wing of the sphenoid bone and inserting predominantly onto the articular disc and capsule of the temporomandibular joint; it acts mainly during closing and stabilises the disc during jaw movement.	https://fipat.library.dal.ca/ta2/|ISBN:9780323393225|https://purl.org/ccf/ASCTB-TEMP_superior-head-of-lateral-pterygoid-muscle|PMID:9656947|PMID:7798474	UBERON:0011906	UBERON:0006719		UBERON:0006721	UBERON:0011319	UBERON:0013647	https://github.com/obophenotype/uberon/issues/3707	http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-11T00:00:00Z	https://orcid.org/0000-0002-7073-9172	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Lateral_pterygoid_muscle
http://purl.obolibrary.org/obo/UBERON_9900067	thoracic intertransversarii muscle	A skeletal muscle organ that is one of a series of small segmental muscles, typically present only between the lower thoracic vertebrae and between the last thoracic and first lumbar vertebra, connecting adjacent transverse processes and innervated by the dorsal rami of the thoracic spinal nerves.	https://fipat.library.dal.ca/ta2/|ISBN:9780323393225|https://purl.org/ccf/ASCTB-TEMP_thoracic-intertransversarii-muscle|PMID:7076562	UBERON:0014892	UBERON:0006073		UBERON:0002347	UBERON:0002347	UBERON:0001780	https://github.com/obophenotype/uberon/issues/3707	http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-11T00:00:00Z	https://orcid.org/0000-0002-7073-9172	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Intertransversarii
http://purl.obolibrary.org/obo/UBERON_9900074	ventral part of intertransversarii laterales lumborum muscle	A skeletal muscle that is the anterior (ventral) division of the lateral lumbar intertransverse muscles, passing between the transverse processes of contiguous lumbar vertebrae in the lower back. Together with the dorsal part, it stabilises adjacent lumbar vertebrae and contributes to ipsilateral lateral flexion of the trunk; it is innervated by the ventral (anterior) rami of the lumbar spinal nerves.	https://fipat.library.dal.ca/ta2/|ISBN:9780323393225|https://purl.org/ccf/ASCTB-TEMP_ventral-part-of-intertransversarii-laterales-lumborum-muscle|PMID:6226119|PMID:7076562	UBERON:0014892	UBERON:0008242		UBERON:0018146	UBERON:0018146	UBERON:0009624	https://github.com/obophenotype/uberon/issues/3707	http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-11T00:00:00Z	https://orcid.org/0000-0002-7073-9172	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Intertransversarii
