ID	LABEL	Definition	def_xref	is_a	part_of	develops_from	In_subset	Date	Contributor	Present_in_taxon	Wikipedia_image	xref
http://purl.obolibrary.org/obo/UBERON_8930119	index finger medial lymphatic channel	A lymphatic vessel that is located on the medial aspect of the index finger and drains lymph from the medial side of the digit toward the dorsal lymphatic network of the hand.	https://purl.org/ccf/ASCTB-TEMP_index-finger-medial-lymphatic-channel|PMID:28844822|PMID:31636930	UBERON:0001473	UBERON:0003622		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-26T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		
http://purl.obolibrary.org/obo/UBERON_8930120	lateral lymphatic pathway of upper arm	A lymphatic vessel that is located along the lateral aspect of the upper arm which provides superficial lymphatic drainage, bypassing the axilla to drain to the deltopectoral, clavicular, and cervical lymph nodes.	https://purl.org/ccf/ASCTB-TEMP_lateral-lymphatic-pathway-of-upper-arm|PMID:40665199|PMID:40563073|PMID:7223234	UBERON:0001473	UBERON:0003822		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-26T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Lymphatic_vessel
http://purl.obolibrary.org/obo/UBERON_8930121	left anterior mediastinal lymph node	A lymph node located in the superior mediastinum on the left side, collecting lymph from mediastinal structures including portions of the pericardium and left side of the heart.	https://purl.org/ccf/ASCTB-TEMP_left-anterior-mediastinal-lymph-node	UBERON:0002524	UBERON:0003728		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-26T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		FMA:12775
http://purl.obolibrary.org/obo/UBERON_8930122	left collecting lymph trunk of lymphatics of ovary	A lymphatic collecting trunk that drains lymph from the left ovary, typically ascending along the ovarian vessels toward the left lateral aortic lymph nodes.	https://purl.org/ccf/ASCTB-TEMP_left-collecting-lymph-trunk-of-lymphatics-of-ovary|PMID:17321572	UBERON:0001473	UBERON:0000992		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-26T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		
http://purl.obolibrary.org/obo/UBERON_8930123	left lateral aortic lymph node	A lymph node of the paraaortic group positioned on the left lateral aspect of the abdominal aorta, typically between the renal vessels and the aortic bifurcation. These nodes receive lymph from pelvic organs, kidneys, gonads, and inferior mesenteric drainage areas.	https://purl.org/ccf/ASCTB-TEMP_left-lateral-aortic-lymph-node|PMID:29523410	UBERON:0016386	UNRESOLVABLE:left lateral aortic region		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-26T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		
http://purl.obolibrary.org/obo/UBERON_8930124	lymph node of superior lymphatic collecting vessel of left lung	A lymph node located in the mediastinum near the bronchi of the left lung that receives lymph from the superior lymphatic collecting vessels of the left lung and drains to the anterior mediastinal lymph nodes.	https://purl.org/ccf/ASCTB-TEMP_left-suprabronchial-lymph-node-of-superior-lymph-collecting-vessel-of-superior-inferior-lobe-of-left-lung|PMID:28844822|PMID:31636930	UBERON:0000029	UBERON:0035520		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-26T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		FMA:12775
http://purl.obolibrary.org/obo/UBERON_8930125	little finger lateral lymphatic channel	A lymphatic vessel that drains the lateral (radial) border of the little finger, which collects interstitial fluid from the lateral digital skin and subcutaneous tissue and conveys it to the dorsal lymphatic plexus of the hand.	https://purl.org/ccf/ASCTB-TEMP_little-finger-lateral-lymphatic-channel	UBERON:0001473	UBERON:0003625		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-26T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		
http://purl.obolibrary.org/obo/UBERON_8930126	little finger medial lymphatic channel	A lymphatic vessel that drains the medial (ulnar) border of the little finger, which collects interstitial fluid from the medial digital skin and subcutaneous tissue and conveys it to the palmar or dorsal lymphatic plexus of the hand.	https://purl.org/ccf/ASCTB-TEMP_little-finger-medial-lymphatic-channel	UBERON:0001473	UBERON:0003625		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-26T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		
http://purl.obolibrary.org/obo/UBERON_8930127	lymphatics of great omentum	A lymphatic vessel that is part of the greater omentum and drains lymph from the omental tissue to regional lymph nodes.	https://purl.org/ccf/ASCTB-TEMP_lymphatics-of-great-omentum|PMID:33606979|ISBN:9780323393225	UBERON:0001473	UBERON:0005448		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-26T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Greater_omentum
http://purl.obolibrary.org/obo/UBERON_8930130	medial lymph trunk of principal axillary lymph vessel	A lymphatic collecting trunk that represents the medial pathway within the principal axillary lymphatic drainage system, conveying lymph from the upper limb and thoracic wall toward the central axillary lymph nodes.	https://purl.org/ccf/ASCTB-TEMP_medial-lymph-trunk-of-principal-axillary-lymph-vessel	UBERON:0001473	UBERON:0009472		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-26T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		
http://purl.obolibrary.org/obo/UBERON_8930131	medial lymphatic pathway of upper arm	A lymphatic drainage route following the medial aspect of the upper arm, typically accompanying the basilic vein and conveying lymph from the medial forearm and hand toward the axillary lymph nodes.	https://purl.org/ccf/ASCTB-TEMP_medial-lymphatic-pathway-of-upper-arm	UBERON:0001473	UBERON:0003822		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-26T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		
http://purl.obolibrary.org/obo/UBERON_8930132	middle finger lateral lymphatic channel	A lymphatic vessel that is located on the lateral aspect of the middle finger and drains lymph from the lateral side of the digit toward the dorsal lymphatic network of the hand.	https://purl.org/ccf/ASCTB-TEMP_middle-finger-lateral-lymphatic-channel|PMID:28844822|PMID:31636930	UBERON:0001473	UBERON:0003623		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-26T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		
http://purl.obolibrary.org/obo/UBERON_8930133	middle finger medial lymphatic channel	A lymphatic vessel that drains the medial (ulnar) border of the middle finger, which collects interstitial fluid from the medial digital skin and subcutaneous tissue and conveys it to the palmar or dorsal lymphatic plexus of the hand.	https://purl.org/ccf/ASCTB-TEMP_middle-finger-medial-lymphatic-channel	UBERON:0001473	UBERON:0003623		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-26T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		
http://purl.obolibrary.org/obo/UBERON_8930134	lymphatic capillary of palmar arch	A lymphatic capillary that drains lymph from the palmar region of the hand, running in association with the superficial palmar arterial arch.	https://purl.org/ccf/ASCTB-TEMP_palmar-arch-lymphatic-channel|PMID:31181226	UBERON:0006842	UBERON:0008878		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-26T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Lymphatic_system
http://purl.obolibrary.org/obo/UBERON_8930135	posterior extrathoracic lymph node	A lymph node positioned in the posterior extrathoracic region, likely receiving lymph from posterior thoracic wall structures and draining toward mediastinal or axillary lymph node groups.	https://purl.org/ccf/ASCTB-TEMP_posterior-extrathoracic-lymph-node	UBERON:0000029	UNRESOLVABLE:posterior extrathoracic region		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-26T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		
http://purl.obolibrary.org/obo/UBERON_8930136	posterior interosseous lymphatic channel	A lymphatic vessel that drains lymph from the posterior compartment of the forearm and courses alongside the posterior interosseous artery between the radius and ulna.	https://purl.org/ccf/ASCTB-TEMP_posterior-interosseous-lymphatic-channel|PMID:31636930	UBERON:0001473	UBERON:0002386		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-26T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		
http://purl.obolibrary.org/obo/UBERON_8930137	radial lymphatic vessel	A lymphatic vessel that drains lymph from the radial (lateral) aspect of the forearm and upper limb, running along the superficial lymphatic pathways on the radial side of the upper extremity.	https://purl.org/ccf/ASCTB-TEMP_radial-lymphatic-channel|PMID:41406423|PMID:42010368	UBERON:0001473	UBERON:0002102		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-26T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		
http://purl.obolibrary.org/obo/UBERON_8930138	retropectoral lymph node	A lymph node located in the retropectoral space, deep to the pectoralis major muscle and receiving lymph from the breast and anterior thoracic wall structures.	https://purl.org/ccf/ASCTB-TEMP_retropectoral-lymph-vessel	UBERON:0000029	UBERON:0002381		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-26T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		
http://purl.obolibrary.org/obo/UBERON_8930139	right anterior mediastinal lymph node	A lymph node located in the anterior mediastinum on the right side, positioned anterior to the heart and great vessels. These nodes receive lymph from thymus, pericardium, and anterior thoracic structures.	https://purl.org/ccf/ASCTB-TEMP_right-anterior-mediastinal-lymph-node|PMID:37648781	UBERON:0000029	UBERON:0008820		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-26T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		
http://purl.obolibrary.org/obo/UBERON_8930140	right collecting lymph trunk of lymphatics of testicle	A lymphatic collecting trunk that drains lymph from the right testis, ascending along the testicular vessels toward the right lateral aortic and pre-aortic lymph nodes at the level of the renal vessels.	https://purl.org/ccf/ASCTB-TEMP_right-collecting-lymph-trunk-of-lymphatics-of-testicle|PMID:37648781	UBERON:0001473	UBERON:0000473		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-26T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		
http://purl.obolibrary.org/obo/UBERON_8930141	right lateral aortic lymph node	A lymph node of the paraaortic group positioned on the right lateral aspect of the abdominal aorta, typically between the renal vessels and the aortic bifurcation. These nodes receive lymph from pelvic organs, kidneys, gonads, and drainage from the inferior vena cava region.	https://purl.org/ccf/ASCTB-TEMP_right-lateral-aortic-lymph-node|PMID:29523410	UBERON:0016386	UNRESOLVABLE:right lateral aortic region		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-26T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		
http://purl.obolibrary.org/obo/UBERON_8930142	ring finger lateral lymphatic channel	A lymphatic vessel that drains the lateral (radial) border of the ring finger, which collects interstitial fluid from the lateral digital skin and subcutaneous tissue and conveys it to the dorsal lymphatic plexus of the hand.	https://purl.org/ccf/ASCTB-TEMP_ring-finger-lateral-lymphatic-channel	UBERON:0001473	UBERON:0003624		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-26T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		
http://purl.obolibrary.org/obo/UBERON_8930143	ring finger medial lymphatic channel	A lymphatic vessel that drains the medial (ulnar) border of the ring finger, which collects interstitial fluid from the medial digital skin and subcutaneous tissue and conveys it to the palmar or dorsal lymphatic plexus of the hand.	https://purl.org/ccf/ASCTB-TEMP_ring-finger-medial-lymphatic-channel	UBERON:0001473	UBERON:0003624		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-26T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		
http://purl.obolibrary.org/obo/UBERON_8930144	subclavicular lymph node	A lymph node located in the subclavicular region, beneath or adjacent to the clavicle, representing either a deep infraclavicular node or a component of the apical axillary group. These nodes receive lymph from upper limb and thoracic wall structures.	https://purl.org/ccf/ASCTB-TEMP_subclavicular-lymph-node	UBERON:0000029	UNRESOLVABLE:subclavicular region		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-26T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		
http://purl.obolibrary.org/obo/UBERON_8930145	superficial ulnar lymphatic channel	A lymphatic vessel that courses superficially along the ulnar (medial) aspect of the forearm, collecting lymph from the medial forearm and ulnar side of the hand, and draining toward the epitrochlear or cubital lymph nodes at the elbow.	https://purl.org/ccf/ASCTB-TEMP_superficial-ulnar-lymphatic-channel|PMID:17578977|PMID:15054407	UBERON:0001473	UBERON:0002386		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-26T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		
http://purl.obolibrary.org/obo/UBERON_8930146	superior ulnar lymph node	A lymph node positioned along the superior aspect of the ulnar vessels in the forearm or proximal arm, receiving lymph from the ulnar side of the hand and forearm.	https://purl.org/ccf/ASCTB-TEMP_superior-ulnar-lymph-node	UBERON:0000029	UBERON:0003822		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-26T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		
http://purl.obolibrary.org/obo/UBERON_8930147	suprascapular lymphatic channel	A lymphatic vessel that drains lymph from the suprascapular region, passing near or through the suprascapular foramen and contributing to lymphatic drainage of the shoulder and upper posterior thorax.	https://purl.org/ccf/ASCTB-TEMP_supraescapular-lymphatic-channel|PMID:28844822|PMID:31636930	UBERON:0001473	UBERON:0001467		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-26T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		
http://purl.obolibrary.org/obo/UBERON_8930149	thumb lateral lymphatic channel	A lymphatic vessel that is located on the lateral aspect of the thumb and drains lymph from the lateral side of the digit toward the dorsal lymphatic network of the hand.	https://purl.org/ccf/ASCTB-TEMP_thumb-lateral-lymphatic-channel|PMID:28844822|PMID:31636930	UBERON:0001473	UBERON:0001463		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-26T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		
http://purl.obolibrary.org/obo/UBERON_8930150	thumb medial lymphatic channel	A lymphatic vessel that is located on the medial aspect of the thumb and drains lymph from the medial side of the digit toward the dorsal lymphatic network of the hand.	https://purl.org/ccf/ASCTB-TEMP_thumb-medial-lymphatic-channel|PMID:28844822|PMID:31636930	UBERON:0001473	UBERON:0001463		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-26T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		
http://purl.obolibrary.org/obo/UBERON_8930151	transpectoral lymph vessel	A lymphatic vessel that traverses through the pectoralis major muscle, facilitating lymph drainage from the breast parenchyma and anterior thoracic wall toward the axillary lymph nodes.	https://purl.org/ccf/ASCTB-TEMP_transpectoral-lymph-vessel	UBERON:0001473	UBERON:0002381		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-26T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		
http://purl.obolibrary.org/obo/UBERON_8930152	transverse cervical lymph node	A cervical lymph node located along or near the transverse cervical artery in the lateral neck region, receiving lymphatic drainage from adjacent cervical structures.	https://purl.org/ccf/ASCTB-TEMP_transverse-cervical-lymph-node	UBERON:0002429	UBERON:0000974		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-26T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Cervical_lymph_nodes
