ID	LABEL	Definition	def_xref	is_a	part_of	develops_from	In_subset	Date	Contributor	Present_in_taxon	Wikipedia_image	xref
http://purl.obolibrary.org/obo/UBERON_8930216	inner uterine myometrium	An organ part of the myometrium that constitutes the inner one-third thickness of the uterine muscular wall, characterized by circularly oriented smooth muscle fibers and also termed the junctional or sub-endometrial layer.	https://doi.org/10.1093/molehr/gat083|https://doi.org/10.1186/1471-2393-13-S1-S7|https://purl.org/ccf/ASCTB-TEMP_inner-uterine-myometrium|PMID:10374119|PMID:20551073	UBERON:0000064	UBERON:0001296		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-26T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Myometrium
http://purl.obolibrary.org/obo/UBERON_8930218	left anterior body of uterus	The region of the body of uterus that is located on the left side of the anterior aspect of the uterine corpus, above the isthmus and below the orifices of the uterine tubes.	https://purl.org/ccf/ASCTB-TEMP_left-anterior-body-of-uterus|PMID:29262069	UBERON:0034944	UBERON:0009853		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-26T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Uterus
http://purl.obolibrary.org/obo/UBERON_8930219	left anterior fundus of uterus	A zone of organ that is located in the left lateral anterior region of the superior dome-shaped portion of the uterus, on the ventral aspect of the left side of the uterine fundus.	https://purl.org/ccf/ASCTB-TEMP_left-anterior-fundus-of-uterus|PMID:32567320	UBERON:0034944	UBERON:1200003		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-26T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Uterus
http://purl.obolibrary.org/obo/UBERON_8930220	left anterior lower uterine segment	A zone of organ that is located in the left lateral anterior region of the lower uterine segment, the narrowing transitional area between the uterine body and cervix on the ventral left side.	https://purl.org/ccf/ASCTB-TEMP_left-anterior-lower-uterine-segment|PMID:13131157|PMID:27342045	UNKNOWN	UNKNOWN		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-26T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Uterus
http://purl.obolibrary.org/obo/UBERON_8930221	left posterior body of uterus	The region of the body of uterus that is located on the left side of the posterior aspect of the uterine corpus, above the isthmus and below the orifices of the uterine tubes.	https://purl.org/ccf/ASCTB-TEMP_left-posterior-body-of-uterus|PMID:29262069	UBERON:0034944	UBERON:0009853		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-26T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Uterus
http://purl.obolibrary.org/obo/UBERON_8930222	left posterior fundus of uterus	A zone of organ that is located in the left lateral posterior region of the superior dome-shaped portion of the uterus, on the dorsal aspect of the left side of the uterine fundus.	https://purl.org/ccf/ASCTB-TEMP_left-posterior-fundus-of-uterus|PMID:32567320	UBERON:0034944	UBERON:1200003		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-26T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Uterus
http://purl.obolibrary.org/obo/UBERON_8930223	left posterior lower uterine segment	A zone of organ that is located in the left lateral posterior region of the lower uterine segment, the narrowing transitional area between the uterine body and cervix on the dorsal left side.	https://purl.org/ccf/ASCTB-TEMP_left-posterior-lower-uterine-segment|PMID:13131157|PMID:27342045	UNKNOWN	UNKNOWN		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-26T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Uterus
http://purl.obolibrary.org/obo/UBERON_8930224	lower uterine segment	A zone of the uterus that forms the inferior portion of the uterine body, located between the anatomic internal os and the uterine fundus, which becomes particularly distinct during pregnancy and labor.	https://purl.org/ccf/ASCTB-TEMP_lower-uterine-segment|PMID:13131157|PMID:27342045	UBERON:0034944	UBERON:0000995		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-26T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		
http://purl.obolibrary.org/obo/UBERON_8930225	mesothelium of the uterine serosa	A mesothelium that is part of a serosa of uterus. The mesothelium forms the simple squamous epithelial layer that covers the outer surface of the uterine serosa, also known as the perimetrium.	https://purl.org/ccf/ASCTB-TEMP_mesothelium-of-the-uterine-serosa|PMID:42152375|PMID:42116181	UBERON:0001136	UBERON:0001297		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-26T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Perimetrium
http://purl.obolibrary.org/obo/UBERON_8930226	outer uterine myometrium	An organ part of the myometrium that constitutes the thick outer layer of the uterine muscular wall, characterized by longitudinally oriented smooth muscle fibers and serving as the major contractile tissue during parturition and abortion.	https://doi.org/10.1101/2021.01.02.425073|https://purl.org/ccf/ASCTB-TEMP_outer-uterine-myometrium|PMID:20551073|PMID:32427986	UBERON:0000064	UBERON:0001296		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-26T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Myometrium
http://purl.obolibrary.org/obo/UBERON_8930227	right anterior body of uterus	The region of the body of uterus that is located on the right side of the anterior aspect of the uterine corpus, above the isthmus and below the orifices of the uterine tubes.	https://purl.org/ccf/ASCTB-TEMP_right-anterior-body-of-uterus|PMID:29262069	UBERON:0034944	UBERON:0009853		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-26T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Uterus
http://purl.obolibrary.org/obo/UBERON_8930228	right anterior fundus of uterus	A zone of organ that is located in the right lateral anterior region of the superior dome-shaped portion of the uterus, on the ventral aspect of the right side of the uterine fundus.	https://purl.org/ccf/ASCTB-TEMP_right-anterior-fundus-of-uterus|PMID:32567320	UBERON:0034944	UBERON:1200003		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-26T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Uterus
http://purl.obolibrary.org/obo/UBERON_8930229	right anterior lower uterine segment	A zone of organ that is located in the right lateral anterior region of the lower uterine segment, the narrowing transitional area between the uterine body and cervix on the ventral right side.	https://purl.org/ccf/ASCTB-TEMP_right-anterior-lower-uterine-segment|PMID:13131157|PMID:27342045	UNKNOWN	UNKNOWN		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-26T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Uterus
http://purl.obolibrary.org/obo/UBERON_8930230	right posterior body of uterus	The region of the body of uterus that is located on the right side of the posterior aspect of the uterine corpus, above the isthmus and below the orifices of the uterine tubes.	https://purl.org/ccf/ASCTB-TEMP_right-posterior-body-of-uterus|PMID:29262069	UBERON:0034944	UBERON:0009853		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-26T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Uterus
http://purl.obolibrary.org/obo/UBERON_8930231	right posterior fundus of uterus	A zone of organ that is located in the right lateral posterior region of the superior dome-shaped portion of the uterus, on the dorsal aspect of the right side of the uterine fundus.	https://purl.org/ccf/ASCTB-TEMP_right-posterior-fundus-of-uterus|PMID:32567320	UBERON:0034944	UBERON:1200003		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-26T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Uterus
http://purl.obolibrary.org/obo/UBERON_8930232	right posterior lower uterine segment	A zone of organ that is located in the right lateral posterior region of the lower uterine segment, the narrowing transitional area between the uterine body and cervix on the dorsal right side.	https://purl.org/ccf/ASCTB-TEMP_right-posterior-lower-uterine-segment|PMID:13131157|PMID:27342045	UNKNOWN	UNKNOWN		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-26T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Uterus
http://purl.obolibrary.org/obo/UBERON_8930233	superior uterine vein	A vein that drains blood from the upper portion of the uterus, typically arising from the uterine venous plexus near the uterine fundus and draining into the internal iliac vein or ovarian vein.	https://purl.org/ccf/ASCTB-TEMP_superior-uterine-vein|PMID:38493417|PMID:28669893	UBERON:0001638	UBERON:0000995		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-26T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		
