ID	LABEL	Definition	def_xref	is_a	part_of	develops_from	In_subset	Date	Contributor	Present_in_taxon	Wikipedia_image	xref
http://purl.obolibrary.org/obo/UBERON_8930049	inner muscle layer of fallopian tube isthmus	A circular smooth muscle layer that forms the innermost component of the muscular coat of the fallopian tube isthmus, contributing to peristaltic contractions that propel the oocyte toward the uterus.	https://purl.org/ccf/ASCTB-TEMP_inner-muscle-layer-of-fallopian-tube-isthmus	UBERON:0012368	UBERON:0016632		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-25T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Fallopian_tube
http://purl.obolibrary.org/obo/UBERON_8930050	intramural segment of fallopian tube	A subdivision of the fallopian tube that lies within the myometrium, the muscular wall of the uterus, connecting the isthmus to the uterine cavity. This is the narrowest and shortest segment of the fallopian tube, measuring approximately 0.7 mm in diameter and 1 cm in length.	https://purl.org/ccf/ASCTB-TEMP_intramural-segment-of-fallopian-tube|PMID:2565256|Wikipedia:Fallopian_tube	UBERON:0013515	UBERON:0003889		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-25T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Fallopian_tube
http://purl.obolibrary.org/obo/UBERON_8930051	lamina propria Fallopian tube ampulla	A lamina propria that is part of the mucosa of the fallopian tube ampulla, consisting of a thin layer of loose connective tissue underlying the luminal epithelium and containing blood vessels and immune cells.	https://doi.org/10.1016/j.celrep.2021.108978|PMID:25994820|PMID:16938110|https://purl.org/ccf/ASCTB-TEMP_lamina-propria-fallopian-tube-ampulla|PMID:7004702	UBERON:0000030	UBERON:0012648		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-25T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Fallopian_tube
http://purl.obolibrary.org/obo/UBERON_8930052	lamina propria of Fallopian tube fimbria	A connective tissue layer underlying the epithelium of the fimbria of the fallopian tube, providing structural support to the fimbrial fringes that extend toward the ovary.	https://doi.org/10.1016/j.celrep.2021.108978|PMID:25994820|PMID:16938110|https://purl.org/ccf/ASCTB-TEMP_lamina-propria-of-fallopian-tube-fimbria	UBERON:0000030	UBERON:8410010		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-25T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		
http://purl.obolibrary.org/obo/UBERON_8930053	lamina propria of Fallopian tube infundibulum	A lamina propria that is part of the uterine tube infundibulum, providing structural support to the mucosal layer of the funnel-shaped abdominal extremity of the fallopian tube.	https://doi.org/10.1016/j.celrep.2021.108978|PMID:25994820|PMID:16938110|https://purl.org/ccf/ASCTB-TEMP_lamina-propria-of-fallopian-tube-infundibulum	UBERON:0000030	UBERON:0003984		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-25T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		
http://purl.obolibrary.org/obo/UBERON_8930054	lamina propria of Fallopian tube intramural segment	A lamina propria that forms the connective tissue layer beneath the epithelium in the mucosa of the intramural segment of the fallopian tube, which is the portion of the uterine tube that passes through the wall of the uterus.	https://doi.org/10.1016/j.celrep.2021.108978|PMID:16938110|PMID:25994820|https://purl.org/ccf/ASCTB-TEMP_lamina-propria-of-fallopian-tube-intramural-segment	UBERON:0000030	UBERON:8930050		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-25T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		FMA:18319
http://purl.obolibrary.org/obo/UBERON_8930055	lamina propria of Fallopian tube isthmus	A lamina propria that is part of the isthmus of the fallopian tube, consisting of a thin layer of loose connective tissue underlying the luminal epithelium.	https://doi.org/10.1016/j.celrep.2021.108978|PMID:25994820|PMID:16938110|https://purl.org/ccf/ASCTB-TEMP_lamina-propria-of-fallopian-tube-isthmus	UBERON:0000030	UBERON:0016632		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-25T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Fallopian_tube
http://purl.obolibrary.org/obo/UBERON_8930056	lymphatic of mesosalpinx	A lymphatic vessel that drains lymph from the mesosalpinx, the serous mesenteric fold extending from the fallopian tube to the ovary.	https://purl.org/ccf/ASCTB-TEMP_lymphatic-of-mesosalpinx|PMID:29763118	UBERON:0001473	UBERON:0012331		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-25T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Mesosalpinx
http://purl.obolibrary.org/obo/UBERON_8930057	mesothelium of mesosalpinx	A mesothelium that forms the epithelial lining of the mesosalpinx, the portion of the broad ligament surrounding the fallopian tube.	https://doi.org/10.1016/B978-0-12-801238-3.64401-X|https://purl.org/ccf/ASCTB-TEMP_mesothelium-of-mesosalpinx|PMID:29763118	UBERON:0001136	UBERON:0012331		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-25T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Mesosalpinx
http://purl.obolibrary.org/obo/UBERON_8930058	middle muscle layer of fallopian tube ampulla	A smooth muscle layer that is part of the muscle coat of the ampulla of the fallopian tube, situated between the inner circular and outer longitudinal muscle layers. This intermediate layer contributes to the contractile function of the ampulla during gamete and early embryo transport.	https://purl.org/ccf/ASCTB-TEMP_middle-muscle-layer-of-fallopian-tube-ampulla|PMID:2409745|PMID:24176284	UBERON:0006660	UBERON:0006642		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-25T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Fallopian_tube
http://purl.obolibrary.org/obo/UBERON_8930060	middle muscle layer of fallopian tube intramural segment	A smooth muscle layer of the muscularis of the fallopian tube intramural part, located between the inner circular and outer longitudinal muscle layers.	https://purl.org/ccf/ASCTB-TEMP_middle-muscle-layer-of-fallopian-tube-intramural-segment|PMID:25866566		UBERON:0006660		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-25T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Fallopian_tube
http://purl.obolibrary.org/obo/UBERON_8930061	middle muscle layer of fallopian tube isthmus	A smooth muscle layer situated between the inner circular and outer longitudinal muscle layers of the fallopian tube isthmus, contributing to the muscular wall that facilitates peristalsis.	https://purl.org/ccf/ASCTB-TEMP_middle-muscle-layer-of-fallopian-tube-isthmus	UBERON:0006660	UBERON:0016632		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-25T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Fallopian_tube
http://purl.obolibrary.org/obo/UBERON_8930062	mucosa of fallopian tube ampulla	A mucosa that is part of an ampulla of fallopian tube. The mucosa of the ampulla is characterized by an extensive array of complex mucosal folds (plicae), and is composed of simple columnar epithelium containing ciliated cells, secretory cells, and peg cells overlying a thin lamina propria.	https://purl.org/ccf/ASCTB-TEMP_mucosa-of-fallopian-tube-ampulla|PMID:42032991	UBERON:0000344	UBERON:0012648		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-25T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Fallopian_tube
http://purl.obolibrary.org/obo/UBERON_8930063	mucosa of fallopian tube fimbria	A mucosal lining of the fimbria of the fallopian tube, comprising the epithelium and underlying lamina propria of the fimbrial fringes.	https://purl.org/ccf/ASCTB-TEMP_mucosa-of-fallopian-tube-fimbria|PMID:25994820	UBERON:0000344	UBERON:8410010		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-25T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		
http://purl.obolibrary.org/obo/UBERON_8930065	mucosa of intramural part of fallopian tube	A mucosa that is part of the intramural segment of the fallopian tube. The intramural (or interstitial) part of the fallopian tube is the narrowest segment that lies within the myometrium, the muscular wall of the uterus, extending from the uterine cavity to where it opens into the broader isthmus of the tube.	https://purl.org/ccf/ASCTB-TEMP_mucosa-of-fallopian-tube-intramural-segment|PMID:42123609|PMID:42088488	UBERON:0000344	UBERON:8930050		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-25T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Fallopian_tube
http://purl.obolibrary.org/obo/UBERON_8930066	mucosa of fallopian tube isthmus	A mucosa that forms the innermost epithelial layer lining the lumen of the isthmus of the fallopian tube, comprising epithelial cells and underlying lamina propria.	https://purl.org/ccf/ASCTB-TEMP_mucosa-of-fallopian-tube-isthmus|PMID:25595539|PMID:28413873	UBERON:0000344	UBERON:0016632		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-25T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Isthmus_of_uterine_tube
http://purl.obolibrary.org/obo/UBERON_8930067	muscle layer of fallopian tube ampulla	A muscular coat consisting of longitudinal outer and circular inner smooth muscle layers that is part of the ampulla of the fallopian tube and is responsible for rhythmic peristaltic contractions.	https://purl.org/ccf/ASCTB-TEMP_muscle-layer-of-oviduct-ampulla|PMID:33772852	UBERON:0006660	UBERON:0012648		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-25T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606	https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Histology_of_ciliated_columnar_epithelium_of_the_fallopian_tube.jpg/250px-Histology_of_ciliated_columnar_epithelium_of_the_fallopian_tube.jpg	Wikipedia:Fallopian_tube
http://purl.obolibrary.org/obo/UBERON_8930069	muscle layer of oviduct intramural segment	A muscular coat composed of smooth muscle tissue that surrounds the lumen of the intramural segment of the fallopian tube, the portion of the oviduct that traverses the uterine wall between the uterine cavity and the isthmus.	https://purl.org/ccf/ASCTB-TEMP_muscle-layer-of-oviduct-intramural-segment|PMID:7004702	UBERON:0006660	UBERON:0036441		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-25T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Fallopian_tube
http://purl.obolibrary.org/obo/UBERON_8930070	muscle layer of oviduct isthmus	A muscular coat that is part of the isthmus of the fallopian tube, consisting of outer longitudinal and inner circular layers of smooth muscle that are responsible for peristaltic contractions propelling the ovum toward the uterus.	https://purl.org/ccf/ASCTB-TEMP_muscle-layer-of-oviduct-isthmus|PMID:31613440|PMID:25866566	UBERON:0006660	UBERON:0016632		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-25T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Fallopian_tube|FMA:18306
http://purl.obolibrary.org/obo/UBERON_8930071	nerve of fallopian tube ampulla	A nerve that innervates the ampulla of the fallopian tube, providing sensory and autonomic innervation to regulate tubal function.	https://purl.org/ccf/ASCTB-TEMP_nerve-of-fallopian-tube-ampulla|PMID:7004702|PMID:34496720	UBERON:0001021	UBERON:0012648		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-25T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Fallopian_tube
http://purl.obolibrary.org/obo/UBERON_8930072	nerve of fallopian tube fimbria	A nerve that is part of the fimbria of the fallopian tube, providing sensory and autonomic innervation to the fimbrial region.	https://purl.org/ccf/ASCTB-TEMP_nerve-of-fallopian-tube-fimbria|PMID:16938110	UBERON:0001021	UBERON:8410010		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-25T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		
http://purl.obolibrary.org/obo/UBERON_8930073	nerve of fallopian tube infundibulum	A nerve that innervates or is located in the uterine tube infundibulum, providing sensory and autonomic innervation to the funnel-shaped opening of the fallopian tube.	https://purl.org/ccf/ASCTB-TEMP_nerve-of-fallopian-tube-infundibulum|PMID:16938110	UBERON:0001021	UBERON:0003984		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-25T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		
http://purl.obolibrary.org/obo/UBERON_8930074	nerve of fallopian tube intramural segment	A nerve that innervates the intramural segment of the fallopian tube, providing autonomic innervation to this portion of the uterine tube where it traverses the myometrium.	https://purl.org/ccf/ASCTB-TEMP_nerve-of-fallopian-tube-intramural-segment|PMID:16938110	UBERON:0001021	UBERON:8930050		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-25T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		
http://purl.obolibrary.org/obo/UBERON_8930075	nerve of fallopian tube isthmus	A nerve that innervates and is part of the isthmus of the fallopian tube.	https://purl.org/ccf/ASCTB-TEMP_nerve-of-fallopian-tube-isthmus|PMID:27875265	UBERON:0001021	UBERON:0016632		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-25T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		
http://purl.obolibrary.org/obo/UBERON_8930076	nerve of mesosalpinx	A nerve that innervates the mesosalpinx, providing sensory and autonomic innervation to the serous mesenteric fold connecting the fallopian tube to the ovary.	https://purl.org/ccf/ASCTB-TEMP_nerve-of-mesosalpinx|PMID:29763118	UBERON:0001021	UBERON:0012331		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-25T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Mesosalpinx
http://purl.obolibrary.org/obo/UBERON_8930077	outer muscle layer of fallopian tube ampulla	A longitudinal smooth muscle layer that is part of the muscle coat of the ampulla of the fallopian tube. This layer forms the outermost component of the muscularis and works in coordination with the inner circular layer to produce the peristaltic movements necessary for transporting the oocyte and early embryo toward the uterus.	https://purl.org/ccf/ASCTB-TEMP_outer-muscle-layer-of-fallopian-tube-ampulla|PMID:2409745|PMID:1964529	UBERON:0012369	UBERON:0006642		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-25T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Fallopian_tube
http://purl.obolibrary.org/obo/UBERON_8930078	outer muscle layer of fallopian tube infundibulum	An organ component layer composed primarily of longitudinally arranged smooth muscle tissue that forms the outermost layer of the muscular coat of the uterine tube infundibulum, contributing to peristaltic contractions that assist in gamete and embryo transport.	https://purl.org/ccf/ASCTB-TEMP_outer-muscle-layer-of-fallopian-tube-infundibulum|PMID:25866566|PMID:27875265	UBERON:0004923	UBERON:0007182		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-25T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Fallopian_tube|FMA:18336
http://purl.obolibrary.org/obo/UBERON_8930079	outer muscle layer of fallopian tube intramural segment	The outermost longitudinal smooth muscle layer of the muscularis of the fallopian tube intramural part, which lies within the uterine wall and contributes to peristaltic contractions that propel the ovum toward the uterus.	https://purl.org/ccf/ASCTB-TEMP_outer-muscle-layer-of-fallopian-tube-intramural-segment|PMID:25866566		UBERON:0006660		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-25T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Fallopian_tube
http://purl.obolibrary.org/obo/UBERON_8930080	outer muscle layer of fallopian tube isthmus	A longitudinal smooth muscle layer that forms the outermost component of the muscular coat of the fallopian tube isthmus, arranged parallel to the long axis of the tube.	https://purl.org/ccf/ASCTB-TEMP_outer-muscle-layer-of-fallopian-tube-isthmus	UBERON:0012369	UBERON:0016632		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-25T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Fallopian_tube
http://purl.obolibrary.org/obo/UBERON_8930081	plica of fallopian tube ampulla	An epithelial fold that is part of the mucosa of the fallopian tube ampulla, forming an extensive array of complex folds that increase the surface area for ciliated and secretory epithelial cells involved in oocyte transport and fertilization.	https://purl.org/ccf/ASCTB-TEMP_plica-of-fallopian-tube-ampulla|PMID:34496720|PMID:33167378	UBERON:0005157	UBERON:0012648		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-25T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Fallopian_tube
http://purl.obolibrary.org/obo/UBERON_8930082	plica of fallopian tube infundibulum	An epithelial fold that is part of the uterine tube infundibulum, comprising mucosal projections within the funnel-shaped abdominal extremity of the fallopian tube.	https://purl.org/ccf/ASCTB-TEMP_plica-of-fallopian-tube-infundibulum|PMID:25994820	UBERON:0005157	UBERON:0003984		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-25T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		
http://purl.obolibrary.org/obo/UBERON_8930083	plica of fallopian tube intramural segment	A mucosal fold that projects into the lumen of the intramural segment of the fallopian tube, formed by the elaborately folded endosalpinx characteristic of the fallopian tube mucosa.	https://purl.org/ccf/ASCTB-TEMP_plica-of-fallopian-tube-intramural-segment|PMID:16938110	UBERON:0018343	UBERON:8930050		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-25T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		
http://purl.obolibrary.org/obo/UBERON_8930084	plica of fallopian tube isthmus	A mucosal fold that is part of the isthmus of the fallopian tube, formed by infolding of the mucosa to increase surface area.	https://purl.org/ccf/ASCTB-TEMP_plica-of-fallopian-tube-isthmus|PMID:27875265	UBERON:0018343	UBERON:0016632		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-25T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Fallopian_tube
http://purl.obolibrary.org/obo/UBERON_8930085	serosa of fallopian tube ampulla	A serous membrane that forms the outermost layer of the ampulla of the fallopian tube, derived from the visceral peritoneum and continuous with the peritoneal covering.	https://purl.org/ccf/ASCTB-TEMP_serosa-of-fallopian-tube-ampulla|PMID:33772852	UBERON:0000042	UBERON:0012648		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-25T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Fallopian_tube
http://purl.obolibrary.org/obo/UBERON_8930087	serosa of fallopian tube intramural segment	A serous membrane that covers the external surface of the intramural segment of the fallopian tube, the portion of the oviduct that lies within the myometrium of the uterus.	https://purl.org/ccf/ASCTB-TEMP_serosa-of-fallopian-tube-intramural-segment|PMID:7004702	UBERON:0000042	UBERON:0036441		http://purl.obolibrary.org/obo/uberon/core#added_by_HRA	2026-05-25T00:00:00Z	https://orcid.org/0000-0002-2999-0103	http://purl.obolibrary.org/obo/NCBITaxon_9606		Wikipedia:Fallopian_tube
