#curie_map:
#  AAO: "http://purl.obolibrary.org/obo/AAO_"
#  AEO: "http://purl.obolibrary.org/obo/AEO_"
#  CARO: "http://purl.obolibrary.org/obo/CARO_"
#  CL: "http://purl.obolibrary.org/obo/CL_"
#  EHDAA2: "http://purl.obolibrary.org/obo/EHDAA2_"
#  EMAPA: "http://purl.obolibrary.org/obo/EMAPA_"
#  EV: "http://purl.obolibrary.org/obo/EV_"
#  FMA: "http://purl.obolibrary.org/obo/FMA_"
#  GO: "http://purl.obolibrary.org/obo/GO_"
#  KUPO: "http://purl.obolibrary.org/obo/KUPO_"
#  MA: "http://purl.obolibrary.org/obo/MA_"
#  NCIT: "http://purl.obolibrary.org/obo/NCIT_"
#  SCTID: "http://purl.obolibrary.org/obo/SCTID_"
#  VHOG: "http://purl.obolibrary.org/obo/VHOG_"
#  VSAO: "http://purl.obolibrary.org/obo/VSAO_"
#  WBbt: "http://purl.obolibrary.org/obo/WBbt_"
#  XAO: "http://purl.obolibrary.org/obo/XAO_"
#  ZFA: "http://purl.obolibrary.org/obo/ZFA_"
subject_id	subject_label	predicate_id	object_id	mapping_justification	mapping_cardinality
CL:0000148	melanocyte	semapv:crossSpeciesExactMatch	FMA:70545	semapv:UnspecifiedMatching	1:n
CL:0000150	glandular epithelial cell	semapv:crossSpeciesExactMatch	FMA:86494	semapv:UnspecifiedMatching	1:1
CL:0000151	secretory cell	semapv:crossSpeciesExactMatch	FMA:86916	semapv:UnspecifiedMatching	1:1
CL:0000152	exocrine cell	semapv:crossSpeciesExactMatch	FMA:16014	semapv:UnspecifiedMatching	1:1
CL:0000155	peptic cell	semapv:crossSpeciesExactMatch	FMA:62902	semapv:UnspecifiedMatching	1:1
CL:0000158	club cell	semapv:crossSpeciesExactMatch	FMA:14119	semapv:UnspecifiedMatching	1:1
CL:0000160	goblet cell	semapv:crossSpeciesExactMatch	FMA:13148	semapv:UnspecifiedMatching	1:1
CL:0000162	parietal cell	semapv:crossSpeciesExactMatch	FMA:62901	semapv:UnspecifiedMatching	1:1
CL:0000163	endocrine cell	semapv:crossSpeciesExactMatch	FMA:83809	semapv:UnspecifiedMatching	1:1
CL:0000164	enteroendocrine cell	semapv:crossSpeciesExactMatch	FMA:62930	semapv:UnspecifiedMatching	1:1
CL:0000165	neuroendocrine cell	semapv:crossSpeciesExactMatch	FMA:83810	semapv:UnspecifiedMatching	1:1
CL:0000166	chromaffin cell	semapv:crossSpeciesExactMatch	FMA:69263	semapv:UnspecifiedMatching	1:1
CL:0000169	type B pancreatic cell	skos:narrowMatch	EV:0200009	semapv:UnspecifiedMatching	1:n
CL:0000169	type B pancreatic cell	semapv:crossSpeciesExactMatch	FMA:70586	semapv:UnspecifiedMatching	1:n
CL:0000169	type B pancreatic cell	semapv:crossSpeciesExactMatch	MA:0002419	semapv:UnspecifiedMatching	1:n
CL:0000170	glucagon secreting cell	semapv:crossSpeciesExactMatch	FMA:84045	semapv:UnspecifiedMatching	1:1
CL:0000171	pancreatic A cell	semapv:crossSpeciesExactMatch	FMA:70585	semapv:UnspecifiedMatching	1:1
CL:0000173	pancreatic D cell	semapv:crossSpeciesExactMatch	FMA:70587	semapv:UnspecifiedMatching	1:1
CL:0000175	luteal cell	semapv:crossSpeciesExactMatch	FMA:18688	semapv:UnspecifiedMatching	1:1
CL:0000178	Leydig cell	semapv:crossSpeciesExactMatch	EMAPA:29655	semapv:UnspecifiedMatching	1:n
CL:0000178	Leydig cell	semapv:crossSpeciesExactMatch	FMA:72297	semapv:UnspecifiedMatching	1:n
CL:0000182	hepatocyte	semapv:crossSpeciesExactMatch	FMA:14515	semapv:UnspecifiedMatching	1:1
CL:0000185	myoepithelial cell	semapv:crossSpeciesExactMatch	FMA:67799	semapv:UnspecifiedMatching	1:1
CL:0000187	muscle cell	semapv:crossSpeciesExactMatch	FMA:67328	semapv:UnspecifiedMatching	1:n
CL:0000187	muscle cell	semapv:crossSpeciesExactMatch	WBbt:0003675	semapv:UnspecifiedMatching	1:n
CL:0000188	cell of skeletal muscle	semapv:crossSpeciesExactMatch	FMA:9727	semapv:UnspecifiedMatching	1:1
CL:0000192	smooth muscle cell	semapv:crossSpeciesExactMatch	FMA:14072	semapv:UnspecifiedMatching	1:1
CL:0000207	olfactory receptor cell	semapv:crossSpeciesExactMatch	FMA:67860	semapv:UnspecifiedMatching	1:1
CL:0000209	taste receptor cell	semapv:crossSpeciesExactMatch	FMA:67910	semapv:UnspecifiedMatching	1:1
CL:0000210	photoreceptor cell	semapv:crossSpeciesExactMatch	FMA:86740	semapv:UnspecifiedMatching	1:1
CL:0000216	Sertoli cell	skos:broadMatch	VHOG:0001348	semapv:UnspecifiedMatching	1:n
CL:0000216	Sertoli cell	semapv:crossSpeciesExactMatch	FMA:72298	semapv:UnspecifiedMatching	1:n
CL:0000218	myelinating Schwann cell	semapv:crossSpeciesExactMatch	FMA:62121	semapv:UnspecifiedMatching	1:1
CL:0000221	ectodermal cell	semapv:crossSpeciesExactMatch	FMA:72549	semapv:UnspecifiedMatching	1:1
CL:0000222	mesodermal cell	semapv:crossSpeciesExactMatch	FMA:72554	semapv:UnspecifiedMatching	1:1
CL:0000223	endodermal cell	semapv:crossSpeciesExactMatch	FMA:72555	semapv:UnspecifiedMatching	1:1
CL:0000225	anucleate cell	semapv:crossSpeciesExactMatch	FMA:68647	semapv:UnspecifiedMatching	1:1
CL:0000228	multinucleate cell	skos:exactMatch	AEO:0000203	semapv:UnspecifiedMatching	1:n
CL:0000228	multinucleate cell	semapv:crossSpeciesExactMatch	WBbt:0008074	semapv:UnspecifiedMatching	1:n
CL:0000232	erythrocyte	semapv:crossSpeciesExactMatch	FMA:81100	semapv:UnspecifiedMatching	1:1
CL:0000233	platelet	semapv:crossSpeciesExactMatch	FMA:62851	semapv:UnspecifiedMatching	1:1
CL:0000234	phagocyte	semapv:crossSpeciesExactMatch	FMA:83806	semapv:UnspecifiedMatching	1:1
CL:0000235	macrophage	semapv:crossSpeciesExactMatch	FMA:63261	semapv:UnspecifiedMatching	1:n
CL:0000235	macrophage	semapv:crossSpeciesExactMatch	FMA:83585	semapv:UnspecifiedMatching	1:n
CL:0000236	B cell	skos:broadMatch	VHOG:0001480	semapv:UnspecifiedMatching	1:n
CL:0000236	B cell	semapv:crossSpeciesExactMatch	FMA:62869	semapv:UnspecifiedMatching	1:n
CL:0000242	Merkel cell	semapv:crossSpeciesExactMatch	FMA:70548	semapv:UnspecifiedMatching	1:1
CL:0000244	transitional epithelial cell	semapv:crossSpeciesExactMatch	FMA:66778	semapv:UnspecifiedMatching	1:1
CL:0000247	Rohon-Beard neuron	skos:broadMatch	VHOG:0001484	semapv:UnspecifiedMatching	1:n
CL:0000247	Rohon-Beard neuron	semapv:crossSpeciesExactMatch	AAO:0010316	semapv:UnspecifiedMatching	1:n
CL:0000247	Rohon-Beard neuron	semapv:crossSpeciesExactMatch	ZFA:0009150	semapv:UnspecifiedMatching	1:n
CL:0000300	gamete	semapv:crossSpeciesExactMatch	FMA:18649	semapv:UnspecifiedMatching	1:1
CL:0000307	tracheal epithelial cell	semapv:crossSpeciesExactMatch	FMA:74793	semapv:UnspecifiedMatching	1:1
CL:0000312	keratinocyte	semapv:crossSpeciesExactMatch	FMA:62879	semapv:UnspecifiedMatching	1:1
CL:0000313	serous secreting cell	semapv:crossSpeciesExactMatch	FMA:62511	semapv:UnspecifiedMatching	1:1
CL:0000322	pneumocyte	semapv:crossSpeciesExactMatch	FMA:62499	semapv:UnspecifiedMatching	1:1
CL:0000333	migratory neural crest cell	semapv:crossSpeciesExactMatch	FMA:86667	semapv:UnspecifiedMatching	1:1
CL:0000336	adrenal medulla chromaffin cell	semapv:crossSpeciesExactMatch	FMA:69262	semapv:UnspecifiedMatching	1:1
CL:0000339	glioblast (sensu Vertebrata)	semapv:crossSpeciesExactMatch	FMA:70564	semapv:UnspecifiedMatching	1:1
CL:0000343	visual pigment cell (sensu Vertebrata)	semapv:crossSpeciesExactMatch	FMA:63846	semapv:UnspecifiedMatching	1:1
CL:0000351	trophoblast cell	semapv:crossSpeciesExactMatch	FMA:83028	semapv:UnspecifiedMatching	1:1
CL:0000353	blastoderm cell	semapv:crossSpeciesExactMatch	FMA:72551	semapv:UnspecifiedMatching	1:1
CL:0000355	multi-potent skeletal muscle stem cell	semapv:crossSpeciesExactMatch	FMA:86767	semapv:UnspecifiedMatching	1:1
CL:0000362	epidermal cell	semapv:crossSpeciesExactMatch	FMA:62411	semapv:UnspecifiedMatching	1:1
CL:0000365	animal zygote	semapv:crossSpeciesExactMatch	EHDAA2:0004546	semapv:UnspecifiedMatching	1:n
CL:0000365	animal zygote	semapv:crossSpeciesExactMatch	FMA:72395	semapv:UnspecifiedMatching	1:n
CL:0000411	Caenorhabditis hypodermal cell	semapv:crossSpeciesExactMatch	WBbt:0007846	semapv:UnspecifiedMatching	1:1
CL:0000415	diploid cell	semapv:crossSpeciesExactMatch	FMA:72300	semapv:UnspecifiedMatching	1:1
CL:0000418	arcade cell	semapv:crossSpeciesExactMatch	WBbt:0005793	semapv:UnspecifiedMatching	1:1
CL:0000421	coelomocyte	semapv:crossSpeciesExactMatch	WBbt:0005751	semapv:UnspecifiedMatching	1:1
CL:0000424	excretory cell	semapv:crossSpeciesExactMatch	WBbt:0005812	semapv:UnspecifiedMatching	1:1
CL:0000432	reticular cell	semapv:crossSpeciesExactMatch	FMA:62877	semapv:UnspecifiedMatching	1:1
CL:0000437	gonadtroph	semapv:crossSpeciesExactMatch	FMA:83100	semapv:UnspecifiedMatching	1:1
CL:0000442	follicular dendritic cell	semapv:crossSpeciesExactMatch	FMA:83037	semapv:UnspecifiedMatching	1:1
CL:0000446	chief cell of parathyroid gland	semapv:crossSpeciesExactMatch	FMA:69078	semapv:UnspecifiedMatching	1:1
CL:0000448	white fat cell	semapv:crossSpeciesExactMatch	FMA:83434	semapv:UnspecifiedMatching	1:1
CL:0000449	brown fat cell	semapv:crossSpeciesExactMatch	FMA:83435	semapv:UnspecifiedMatching	1:1
CL:0000451	dendritic cell	semapv:crossSpeciesExactMatch	FMA:83036	semapv:UnspecifiedMatching	1:1
CL:0000453	Langerhans cell	semapv:crossSpeciesExactMatch	FMA:63072	semapv:UnspecifiedMatching	1:1
CL:0000476	thyrotroph	semapv:crossSpeciesExactMatch	FMA:83099	semapv:UnspecifiedMatching	1:1
CL:0000492	CD4-positive helper T cell	semapv:crossSpeciesExactMatch	FMA:70572	semapv:UnspecifiedMatching	1:1
CL:0000498	inhibitory interneuron	semapv:crossSpeciesExactMatch	FMA:84776	semapv:UnspecifiedMatching	1:1
CL:0000499	stromal cell	semapv:crossSpeciesExactMatch	FMA:83624	semapv:UnspecifiedMatching	1:1
CL:0000501	granulosa cell	semapv:crossSpeciesExactMatch	FMA:18718	semapv:UnspecifiedMatching	1:1
CL:0000502	type D enteroendocrine cell	semapv:crossSpeciesExactMatch	FMA:62935	semapv:UnspecifiedMatching	1:1
CL:0000508	type G enteroendocrine cell	semapv:crossSpeciesExactMatch	FMA:67609	semapv:UnspecifiedMatching	1:1
CL:0000510	paneth cell	semapv:crossSpeciesExactMatch	FMA:62897	semapv:UnspecifiedMatching	1:1
CL:0000513	cardiac muscle myoblast	semapv:crossSpeciesExactMatch	FMA:84797	semapv:UnspecifiedMatching	1:1
CL:0000514	smooth muscle myoblast	semapv:crossSpeciesExactMatch	FMA:84798	semapv:UnspecifiedMatching	1:1
CL:0000515	skeletal muscle myoblast	semapv:crossSpeciesExactMatch	FMA:84799	semapv:UnspecifiedMatching	1:1
CL:0000516	perineuronal satellite cell	semapv:crossSpeciesExactMatch	FMA:54550	semapv:UnspecifiedMatching	1:1
CL:0000523	mononuclear cytotrophoblast cell	semapv:crossSpeciesExactMatch	FMA:83042	semapv:UnspecifiedMatching	1:1
CL:0000525	syncytiotrophoblast cell	semapv:crossSpeciesExactMatch	FMA:83043	semapv:UnspecifiedMatching	1:1
CL:0000526	afferent neuron	semapv:crossSpeciesExactMatch	FMA:87653	semapv:UnspecifiedMatching	1:1
CL:0000528	nitrergic neuron	semapv:crossSpeciesExactMatch	FMA:84792	semapv:UnspecifiedMatching	1:1
CL:0000540	neuron	skos:broadMatch	VHOG:0001483	semapv:UnspecifiedMatching	1:n
CL:0000540	neuron	semapv:crossSpeciesExactMatch	FMA:54527	semapv:UnspecifiedMatching	1:n
CL:0000540	neuron	semapv:crossSpeciesExactMatch	WBbt:0003679	semapv:UnspecifiedMatching	1:n
CL:0000541	melanoblast	semapv:crossSpeciesExactMatch	FMA:83377	semapv:UnspecifiedMatching	1:1
CL:0000542	lymphocyte	skos:broadMatch	VHOG:0001535	semapv:UnspecifiedMatching	1:n
CL:0000542	lymphocyte	semapv:crossSpeciesExactMatch	FMA:62863	semapv:UnspecifiedMatching	1:n
CL:0000545	T-helper 1 cell	semapv:crossSpeciesExactMatch	FMA:84382	semapv:UnspecifiedMatching	1:1
CL:0000546	T-helper 2 cell	semapv:crossSpeciesExactMatch	FMA:84385	semapv:UnspecifiedMatching	1:1
CL:0000547	proerythroblast	semapv:crossSpeciesExactMatch	FMA:83518	semapv:UnspecifiedMatching	1:1
CL:0000549	basophilic erythroblast	semapv:crossSpeciesExactMatch	FMA:83505	semapv:UnspecifiedMatching	1:1
CL:0000550	polychromatophilic erythroblast	semapv:crossSpeciesExactMatch	FMA:83506	semapv:UnspecifiedMatching	1:1
CL:0000552	orthochromatic erythroblast	semapv:crossSpeciesExactMatch	FMA:84646	semapv:UnspecifiedMatching	1:1
CL:0000553	megakaryocyte progenitor cell	semapv:crossSpeciesExactMatch	FMA:84235	semapv:UnspecifiedMatching	1:1
CL:0000556	megakaryocyte	semapv:crossSpeciesExactMatch	FMA:83555	semapv:UnspecifiedMatching	1:1
CL:0000559	promonocyte	semapv:crossSpeciesExactMatch	FMA:83551	semapv:UnspecifiedMatching	1:1
CL:0000561	amacrine cell	semapv:crossSpeciesExactMatch	FMA:67766	semapv:UnspecifiedMatching	1:1
CL:0000564	neutrophilic promyelocyte	semapv:crossSpeciesExactMatch	FMA:84196	semapv:UnspecifiedMatching	1:1
CL:0000568	amine precursor uptake and decarboxylation cell	semapv:crossSpeciesExactMatch	FMA:83114	semapv:UnspecifiedMatching	1:1
CL:0000570	parafollicular cell	skos:narrowMatch	SCTID:176770005	semapv:UnspecifiedMatching	1:n
CL:0000570	parafollicular cell	semapv:crossSpeciesExactMatch	FMA:68653	semapv:UnspecifiedMatching	1:n
CL:0000573	retinal cone cell	semapv:crossSpeciesExactMatch	FMA:67748	semapv:UnspecifiedMatching	1:1
CL:0000575	corneal epithelial cell	semapv:crossSpeciesExactMatch	FMA:70551	semapv:UnspecifiedMatching	1:1
CL:0000576	monocyte	semapv:crossSpeciesExactMatch	FMA:62864	semapv:UnspecifiedMatching	1:1
CL:0000577	type EC enteroendocrine cell	semapv:crossSpeciesExactMatch	FMA:62934	semapv:UnspecifiedMatching	1:n
CL:0000577	type EC enteroendocrine cell	semapv:crossSpeciesExactMatch	FMA:83132	semapv:UnspecifiedMatching	1:n
CL:0000580	neutrophilic myelocyte	semapv:crossSpeciesExactMatch	FMA:83540	semapv:UnspecifiedMatching	1:1
CL:0000581	peritoneal macrophage	semapv:crossSpeciesExactMatch	FMA:83025	semapv:UnspecifiedMatching	1:1
CL:0000582	neutrophilic metamyelocyte	semapv:crossSpeciesExactMatch	FMA:84197	semapv:UnspecifiedMatching	1:1
CL:0000583	alveolar macrophage	semapv:crossSpeciesExactMatch	FMA:83023	semapv:UnspecifiedMatching	1:1
CL:0000584	enterocyte	semapv:crossSpeciesExactMatch	FMA:62122	semapv:UnspecifiedMatching	1:1
CL:0000586	germ cell	skos:broadMatch	VHOG:0001534	semapv:UnspecifiedMatching	1:n
CL:0000586	germ cell	skos:narrowMatch	NCIT:C12597	semapv:UnspecifiedMatching	1:n
CL:0000586	germ cell	semapv:crossSpeciesExactMatch	WBbt:0006796	semapv:UnspecifiedMatching	1:n
CL:0000588	odontoclast	semapv:crossSpeciesExactMatch	FMA:83027	semapv:UnspecifiedMatching	1:1
CL:0000589	cochlear inner hair cell	semapv:crossSpeciesExactMatch	FMA:62365	semapv:UnspecifiedMatching	1:1
CL:0000592	large luteal cell	semapv:crossSpeciesExactMatch	FMA:18689	semapv:UnspecifiedMatching	1:1
CL:0000598	pyramidal neuron	semapv:crossSpeciesExactMatch	FMA:67310	semapv:UnspecifiedMatching	1:n
CL:0000598	pyramidal neuron	semapv:crossSpeciesExactMatch	FMA:86775	semapv:UnspecifiedMatching	1:n
CL:0000601	cochlear outer hair cell	semapv:crossSpeciesExactMatch	FMA:62366	semapv:UnspecifiedMatching	1:1
