#curie_map:
#  CARO: "http://purl.obolibrary.org/obo/CARO_"
#  CL: "http://purl.obolibrary.org/obo/CL_"
#  TAO: "http://purl.obolibrary.org/obo/TAO_"
#  VSAO: "http://purl.obolibrary.org/obo/VSAO_"
#  ZFA: "http://purl.obolibrary.org/obo/ZFA_"
#mapping_set_id: "http://purl.obolibrary.org/obo/uberon/mappings/zfa-mappings.sssom.tsv"
#license: "https://creativecommons.org/licenses/by/3.0/"
subject_id	subject_label	predicate_id	object_id	mapping_justification	mapping_cardinality
ZFA:0000102	dorsal fin fold	semapv:crossSpeciesExactMatch	TAO:0000102	semapv:UnspecifiedMatching	1:1
ZFA:0000105	epidermis	semapv:crossSpeciesExactMatch	TAO:0000105	semapv:UnspecifiedMatching	1:1
ZFA:0000106	extension	semapv:crossSpeciesExactMatch	TAO:0000106	semapv:UnspecifiedMatching	1:1
ZFA:0000107	eye	semapv:crossSpeciesExactMatch	TAO:0000107	semapv:UnspecifiedMatching	1:1
ZFA:0000108	fin	semapv:crossSpeciesExactMatch	TAO:0000108	semapv:UnspecifiedMatching	1:1
ZFA:0000109	forebrain	semapv:crossSpeciesExactMatch	TAO:0000109	semapv:UnspecifiedMatching	1:1
ZFA:0000110	fourth ventricle	semapv:crossSpeciesExactMatch	TAO:0000110	semapv:UnspecifiedMatching	1:1
ZFA:0000111	germ ring	semapv:crossSpeciesExactMatch	TAO:0000111	semapv:UnspecifiedMatching	1:1
ZFA:0000112	gut	semapv:crossSpeciesExactMatch	TAO:0000112	semapv:UnspecifiedMatching	1:1
ZFA:0000113	head mesenchyme	semapv:crossSpeciesExactMatch	TAO:0000113	semapv:UnspecifiedMatching	1:1
ZFA:0000114	heart	semapv:crossSpeciesExactMatch	TAO:0000114	semapv:UnspecifiedMatching	1:1
ZFA:0000115	heart rudiment	semapv:crossSpeciesExactMatch	TAO:0000115	semapv:UnspecifiedMatching	1:1
ZFA:0000116	macula lagena	semapv:crossSpeciesExactMatch	TAO:0000116	semapv:UnspecifiedMatching	1:1
ZFA:0000117	hypoblast	semapv:crossSpeciesExactMatch	TAO:0000117	semapv:UnspecifiedMatching	1:1
ZFA:0000118	hypophysis	semapv:crossSpeciesExactMatch	TAO:0000118	semapv:UnspecifiedMatching	1:1
ZFA:0000119	retinal inner nuclear layer	semapv:crossSpeciesExactMatch	TAO:0000119	semapv:UnspecifiedMatching	1:1
ZFA:0000120	lateral line ganglion	semapv:crossSpeciesExactMatch	TAO:0000120	semapv:UnspecifiedMatching	1:1
ZFA:0000121	lateral plate mesoderm	semapv:crossSpeciesExactMatch	TAO:0000121	semapv:UnspecifiedMatching	1:1
ZFA:0000122	lens placode	semapv:crossSpeciesExactMatch	TAO:0000122	semapv:UnspecifiedMatching	1:1
ZFA:0000123	liver	semapv:crossSpeciesExactMatch	TAO:0000123	semapv:UnspecifiedMatching	1:1
ZFA:0000124	liver primordium	semapv:crossSpeciesExactMatch	TAO:0000124	semapv:UnspecifiedMatching	1:1
ZFA:0000125	mandibular lateral line neuromast	semapv:crossSpeciesExactMatch	TAO:0000125	semapv:UnspecifiedMatching	1:1
ZFA:0000126	centrum	semapv:crossSpeciesExactMatch	TAO:0000126	semapv:UnspecifiedMatching	1:1
ZFA:0000128	midbrain	semapv:crossSpeciesExactMatch	TAO:0000128	semapv:UnspecifiedMatching	1:1
ZFA:0000130	olfactory pit	semapv:crossSpeciesExactMatch	TAO:0000130	semapv:UnspecifiedMatching	1:1
ZFA:0000131	neural keel	semapv:crossSpeciesExactMatch	TAO:0000131	semapv:UnspecifiedMatching	1:1
ZFA:0000132	neural plate	semapv:crossSpeciesExactMatch	TAO:0000132	semapv:UnspecifiedMatching	1:1
ZFA:0000133	neural rod	semapv:crossSpeciesExactMatch	TAO:0000133	semapv:UnspecifiedMatching	1:1
ZFA:0000135	notochord	semapv:crossSpeciesExactMatch	TAO:0000135	semapv:UnspecifiedMatching	1:1
ZFA:0000136	otic lateral line neuromast	semapv:crossSpeciesExactMatch	TAO:0000136	semapv:UnspecifiedMatching	1:1
ZFA:0000137	optic stalk	semapv:crossSpeciesExactMatch	TAO:0000137	semapv:UnspecifiedMatching	1:1
ZFA:0000138	otic placode	semapv:crossSpeciesExactMatch	TAO:0000138	semapv:UnspecifiedMatching	1:1
ZFA:0000140	pancreas	semapv:crossSpeciesExactMatch	TAO:0000140	semapv:UnspecifiedMatching	1:1
ZFA:0000141	pectoral fin bud	semapv:crossSpeciesExactMatch	TAO:0000141	semapv:UnspecifiedMatching	1:1
ZFA:0000142	peripheral nervous system	semapv:crossSpeciesExactMatch	TAO:0000142	semapv:UnspecifiedMatching	1:1
ZFA:0000143	retinal photoreceptor layer	semapv:crossSpeciesExactMatch	TAO:0000143	semapv:UnspecifiedMatching	1:1
ZFA:0000144	retinal pigmented epithelium	semapv:crossSpeciesExactMatch	TAO:0000144	semapv:UnspecifiedMatching	1:1
ZFA:0000146	presumptive brain	semapv:crossSpeciesExactMatch	TAO:0000146	semapv:UnspecifiedMatching	1:1
ZFA:0000148	presumptive midbrain	semapv:crossSpeciesExactMatch	TAO:0000148	semapv:UnspecifiedMatching	1:1
ZFA:0000149	primitive heart tube	semapv:crossSpeciesExactMatch	TAO:0000149	semapv:UnspecifiedMatching	1:1
ZFA:0000150	pronephric duct	semapv:crossSpeciesExactMatch	TAO:0000150	semapv:UnspecifiedMatching	1:1
ZFA:0000151	pronephros	semapv:crossSpeciesExactMatch	TAO:0000151	semapv:UnspecifiedMatching	1:1
ZFA:0000152	retina	semapv:crossSpeciesExactMatch	TAO:0000152	semapv:UnspecifiedMatching	1:1
ZFA:0000153	rhombomere 8	semapv:crossSpeciesExactMatch	TAO:0000153	semapv:UnspecifiedMatching	1:1
ZFA:0000154	sinus venosus	semapv:crossSpeciesExactMatch	TAO:0000154	semapv:UnspecifiedMatching	1:1
ZFA:0000155	somite	semapv:crossSpeciesExactMatch	TAO:0000155	semapv:UnspecifiedMatching	1:1
ZFA:0000156	somite 20	semapv:crossSpeciesExactMatch	TAO:0000156	semapv:UnspecifiedMatching	1:1
ZFA:0000157	somite 30	semapv:crossSpeciesExactMatch	TAO:0000157	semapv:UnspecifiedMatching	1:1
ZFA:0000158	urostyle	semapv:crossSpeciesExactMatch	TAO:0000158	semapv:UnspecifiedMatching	1:1
ZFA:0000159	tectal ventricle	semapv:crossSpeciesExactMatch	TAO:0000159	semapv:UnspecifiedMatching	1:1
ZFA:0000160	tegmentum	semapv:crossSpeciesExactMatch	TAO:0000160	semapv:UnspecifiedMatching	1:1
ZFA:0000161	third ventricle	semapv:crossSpeciesExactMatch	TAO:0000161	semapv:UnspecifiedMatching	1:1
ZFA:0000162	trigeminal placode	semapv:crossSpeciesExactMatch	TAO:0000162	semapv:UnspecifiedMatching	1:1
ZFA:0000163	renal system	semapv:crossSpeciesExactMatch	TAO:0000163	semapv:UnspecifiedMatching	1:1
ZFA:0000164	ventral mesenchyme	semapv:crossSpeciesExactMatch	TAO:0000164	semapv:UnspecifiedMatching	1:1
ZFA:0000165	inferior lobe	semapv:crossSpeciesExactMatch	TAO:0000165	semapv:UnspecifiedMatching	1:1
ZFA:0000166	lateral crista	semapv:crossSpeciesExactMatch	TAO:0000166	semapv:UnspecifiedMatching	1:1
ZFA:0000167	anal fin skeleton	semapv:crossSpeciesExactMatch	TAO:0000167	semapv:UnspecifiedMatching	1:1
ZFA:0000168	anterior macula	semapv:crossSpeciesExactMatch	TAO:0000168	semapv:UnspecifiedMatching	1:1
ZFA:0000170	basibranchial	semapv:crossSpeciesExactMatch	TAO:0000170	semapv:UnspecifiedMatching	1:1
ZFA:0000172	branchial muscle	semapv:crossSpeciesExactMatch	TAO:0000172	semapv:UnspecifiedMatching	1:1
ZFA:0000173	bulbus arteriosus	semapv:crossSpeciesExactMatch	TAO:0000173	semapv:UnspecifiedMatching	1:1
ZFA:0000174	cerebellovestibular tract	semapv:crossSpeciesExactMatch	TAO:0000174	semapv:UnspecifiedMatching	1:1
ZFA:0000175	posterior lateral line nerve	semapv:crossSpeciesExactMatch	TAO:0000175	semapv:UnspecifiedMatching	1:1
ZFA:0000176	lateral nucleus of ventral telencephalon	semapv:crossSpeciesExactMatch	TAO:0002204	semapv:UnspecifiedMatching	1:1
ZFA:0000177	caudal oblique	semapv:crossSpeciesExactMatch	TAO:0000177	semapv:UnspecifiedMatching	1:1
ZFA:0000178	caudal peduncle	semapv:crossSpeciesExactMatch	TAO:0000178	semapv:UnspecifiedMatching	1:1
ZFA:0000179	caudal root of abducens nerve	semapv:crossSpeciesExactMatch	TAO:0000179	semapv:UnspecifiedMatching	1:1
ZFA:0000180	caudal vein	semapv:crossSpeciesExactMatch	TAO:0000180	semapv:UnspecifiedMatching	1:1
ZFA:0000181	caudal zone of dorsal telencephalon	semapv:crossSpeciesExactMatch	TAO:0000181	semapv:UnspecifiedMatching	1:1
ZFA:0000182	central caudal thalamic nucleus	semapv:crossSpeciesExactMatch	TAO:0000182	semapv:UnspecifiedMatching	1:1
ZFA:0000183	central pretectum	semapv:crossSpeciesExactMatch	TAO:0000183	semapv:UnspecifiedMatching	1:1
ZFA:0000184	cleithrum	semapv:crossSpeciesExactMatch	TAO:0000184	semapv:UnspecifiedMatching	1:1
ZFA:0000185	commissura rostral, pars ventralis	semapv:crossSpeciesExactMatch	TAO:0000185	semapv:UnspecifiedMatching	1:1
ZFA:0000186	common cardinal vein	semapv:crossSpeciesExactMatch	TAO:0000186	semapv:UnspecifiedMatching	1:1
ZFA:0000188	corpus cerebelli	semapv:crossSpeciesExactMatch	TAO:0000188	semapv:UnspecifiedMatching	1:1
ZFA:0000189	otic region	semapv:crossSpeciesExactMatch	TAO:0000189	semapv:UnspecifiedMatching	1:1
ZFA:0000190	ganglion	semapv:crossSpeciesExactMatch	TAO:0000190	semapv:UnspecifiedMatching	1:1
ZFA:0000191	dentary	semapv:crossSpeciesExactMatch	TAO:0000191	semapv:UnspecifiedMatching	1:1
ZFA:0000192	descending trigeminal root	semapv:crossSpeciesExactMatch	TAO:0000192	semapv:UnspecifiedMatching	1:1
ZFA:0000193	diffuse nucleus inferior lobe	semapv:crossSpeciesExactMatch	TAO:0000193	semapv:UnspecifiedMatching	1:1
ZFA:0000194	dorsal accessory optic nucleus	semapv:crossSpeciesExactMatch	TAO:0000194	semapv:UnspecifiedMatching	1:1
ZFA:0000195	dorsal depressor	semapv:crossSpeciesExactMatch	TAO:0000195	semapv:UnspecifiedMatching	1:1
ZFA:0000196	dorsal hypohyal bone	semapv:crossSpeciesExactMatch	TAO:0000196	semapv:UnspecifiedMatching	1:1
ZFA:0000197	dorsal habenular nucleus	semapv:crossSpeciesExactMatch	TAO:0000197	semapv:UnspecifiedMatching	1:1
ZFA:0000199	dorsal periventricular hypothalamus	semapv:crossSpeciesExactMatch	TAO:0000199	semapv:UnspecifiedMatching	1:1
ZFA:0000200	dorsal root ganglion	semapv:crossSpeciesExactMatch	TAO:0000200	semapv:UnspecifiedMatching	1:1
ZFA:0000201	dorsal transverse	semapv:crossSpeciesExactMatch	TAO:0000201	semapv:UnspecifiedMatching	1:1
ZFA:0000202	efferent branchial artery	semapv:crossSpeciesExactMatch	TAO:0000202	semapv:UnspecifiedMatching	1:1
ZFA:0000204	esophagus	semapv:crossSpeciesExactMatch	TAO:0000204	semapv:UnspecifiedMatching	1:1
ZFA:0000205	external lateral ventral muscle	semapv:crossSpeciesExactMatch	TAO:0000205	semapv:UnspecifiedMatching	1:1
ZFA:0000206	facial nerve motor nucleus	semapv:crossSpeciesExactMatch	TAO:0000206	semapv:UnspecifiedMatching	1:1
ZFA:0000207	fin musculature	semapv:crossSpeciesExactMatch	TAO:0000207	semapv:UnspecifiedMatching	1:1
ZFA:0000208	gall bladder	semapv:crossSpeciesExactMatch	TAO:0000208	semapv:UnspecifiedMatching	1:1
ZFA:0000209	lateral preglomerular nucleus	semapv:crossSpeciesExactMatch	TAO:0000209	semapv:UnspecifiedMatching	1:1
ZFA:0000210	gigantocellular part of magnocellular preoptic nucleus	semapv:crossSpeciesExactMatch	TAO:0000210	semapv:UnspecifiedMatching	1:1
ZFA:0000211	gill lamella	semapv:crossSpeciesExactMatch	TAO:0000211	semapv:UnspecifiedMatching	1:1
ZFA:0000212	granular eminence	semapv:crossSpeciesExactMatch	TAO:0000212	semapv:UnspecifiedMatching	1:1
ZFA:0000213	habenula	semapv:crossSpeciesExactMatch	TAO:0000213	semapv:UnspecifiedMatching	1:1
ZFA:0000215	inferior olive	semapv:crossSpeciesExactMatch	TAO:0000215	semapv:UnspecifiedMatching	1:1
ZFA:0000216	infracarinalis	semapv:crossSpeciesExactMatch	TAO:0000216	semapv:UnspecifiedMatching	1:1
ZFA:0000217	inner ear	semapv:crossSpeciesExactMatch	TAO:0000217	semapv:UnspecifiedMatching	1:1
ZFA:0000219	intermediate reticular formation	semapv:crossSpeciesExactMatch	TAO:0000219	semapv:UnspecifiedMatching	1:1
ZFA:0000220	lateral semicircular canal	semapv:crossSpeciesExactMatch	TAO:0000220	semapv:UnspecifiedMatching	1:1
ZFA:0000221	internal levator	semapv:crossSpeciesExactMatch	TAO:0000221	semapv:UnspecifiedMatching	1:1
ZFA:0000222	isthmic primary nucleus	semapv:crossSpeciesExactMatch	TAO:0000222	semapv:UnspecifiedMatching	1:1
ZFA:0000223	infraorbital 1	semapv:crossSpeciesExactMatch	TAO:0000223	semapv:UnspecifiedMatching	1:1
ZFA:0000225	lateral crista primordium	semapv:crossSpeciesExactMatch	TAO:0000225	semapv:UnspecifiedMatching	1:1
ZFA:0000226	lateral ethmoid	semapv:crossSpeciesExactMatch	TAO:0000226	semapv:UnspecifiedMatching	1:1
ZFA:0000227	lateral hypothalamic nucleus	semapv:crossSpeciesExactMatch	TAO:0000227	semapv:UnspecifiedMatching	1:1
ZFA:0000228	lateral line primordium	semapv:crossSpeciesExactMatch	TAO:0000228	semapv:UnspecifiedMatching	1:1
ZFA:0000229	lateral olfactory tract	semapv:crossSpeciesExactMatch	TAO:0000229	semapv:UnspecifiedMatching	1:1
ZFA:0000230	longitudinal hypochordal	semapv:crossSpeciesExactMatch	TAO:0000230	semapv:UnspecifiedMatching	1:1
ZFA:0000231	lateral recess	semapv:crossSpeciesExactMatch	TAO:0000231	semapv:UnspecifiedMatching	1:n
ZFA:0000231	lateral recess	semapv:crossSpeciesExactMatch	TAO:0001799	semapv:UnspecifiedMatching	1:n
ZFA:0000232	otic vesicle lateral protrusion	semapv:crossSpeciesExactMatch	TAO:0000232	semapv:UnspecifiedMatching	1:1
ZFA:0000233	lower oral valve	semapv:crossSpeciesExactMatch	TAO:0000233	semapv:UnspecifiedMatching	1:1
ZFA:0000234	macula neglecta	semapv:crossSpeciesExactMatch	TAO:0000234	semapv:UnspecifiedMatching	1:1
ZFA:0000235	magnocellular superficial pretectal nucleus	semapv:crossSpeciesExactMatch	TAO:0000235	semapv:UnspecifiedMatching	1:1
ZFA:0000236	mandibular muscle	semapv:crossSpeciesExactMatch	TAO:0000236	semapv:UnspecifiedMatching	1:1
ZFA:0000237	medial forebrain bundle diencephalon	semapv:crossSpeciesExactMatch	TAO:0000237	semapv:UnspecifiedMatching	1:1
ZFA:0000238	medial olfactory tract	semapv:crossSpeciesExactMatch	TAO:0000238	semapv:UnspecifiedMatching	1:1
ZFA:0000239	mesocoracoid bone	semapv:crossSpeciesExactMatch	TAO:0000239	semapv:UnspecifiedMatching	1:1
ZFA:0000240	metapterygoid	semapv:crossSpeciesExactMatch	TAO:0000240	semapv:UnspecifiedMatching	1:1
