?x	?label
<http://purl.obolibrary.org/obo/CL_0000888>	"lymph node tingible body macrophage"
<http://purl.obolibrary.org/obo/CL_0000889>	"myeloid suppressor cell"
<http://purl.obolibrary.org/obo/CL_0000890>	"alternatively activated macrophage"
<http://purl.obolibrary.org/obo/CL_0000893>	"thymocyte"
<http://purl.obolibrary.org/obo/CL_0000894>	"DN1 thymic pro-T cell"
<http://purl.obolibrary.org/obo/CL_0000895>	"naive thymus-derived CD4-positive, alpha-beta T cell"
<http://purl.obolibrary.org/obo/CL_0000896>	"activated CD4-positive, alpha-beta T cell"
<http://purl.obolibrary.org/obo/CL_0000897>	"CD4-positive, alpha-beta memory T cell"
<http://purl.obolibrary.org/obo/CL_0000898>	"naive T cell"
<http://purl.obolibrary.org/obo/CL_0000899>	"T-helper 17 cell"
<http://purl.obolibrary.org/obo/CL_0000900>	"naive thymus-derived CD8-positive, alpha-beta T cell"
<http://purl.obolibrary.org/obo/CL_0000901>	"Tr1 cell"
<http://purl.obolibrary.org/obo/CL_0000902>	"induced T-regulatory cell"
<http://purl.obolibrary.org/obo/CL_0000903>	"natural T-regulatory cell"
<http://purl.obolibrary.org/obo/CL_0000904>	"central memory CD4-positive, alpha-beta T cell"
<http://purl.obolibrary.org/obo/CL_0000905>	"effector memory CD4-positive, alpha-beta T cell"
<http://purl.obolibrary.org/obo/CL_0000906>	"activated CD8-positive, alpha-beta T cell"
<http://purl.obolibrary.org/obo/CL_0000907>	"central memory CD8-positive, alpha-beta T cell"
<http://purl.obolibrary.org/obo/CL_0000908>	"CD8-positive, alpha-beta cytokine secreting effector T cell"
<http://purl.obolibrary.org/obo/CL_0000909>	"CD8-positive, alpha-beta memory T cell"
<http://purl.obolibrary.org/obo/CL_0000910>	"cytotoxic T cell"
<http://purl.obolibrary.org/obo/CL_0000911>	"effector T cell"
<http://purl.obolibrary.org/obo/CL_0000912>	"helper T cell"
<http://purl.obolibrary.org/obo/CL_0000913>	"effector memory CD8-positive, alpha-beta T cell"
<http://purl.obolibrary.org/obo/CL_0000914>	"immature NK T cell"
<http://purl.obolibrary.org/obo/CL_0000915>	"CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell"
<http://purl.obolibrary.org/obo/CL_0000916>	"dendritic epidermal T cell"
<http://purl.obolibrary.org/obo/CL_0000917>	"Tc1 cell"
<http://purl.obolibrary.org/obo/CL_0000918>	"Tc2 cell"
<http://purl.obolibrary.org/obo/CL_0000919>	"CD8-positive, CD25-positive, alpha-beta regulatory T cell"
<http://purl.obolibrary.org/obo/CL_0000920>	"CD8-positive, CD28-negative, alpha-beta regulatory T cell"
<http://purl.obolibrary.org/obo/CL_0000921>	"type I NK T cell"
<http://purl.obolibrary.org/obo/CL_0000922>	"type II NK T cell"
<http://purl.obolibrary.org/obo/CL_0000923>	"CD4-positive type I NK T cell"
<http://purl.obolibrary.org/obo/CL_0000924>	"CD4-negative, CD8-negative type I NK T cell"
<http://purl.obolibrary.org/obo/CL_0000925>	"activated CD4-positive type I NK T cell"
<http://purl.obolibrary.org/obo/CL_0000926>	"CD4-positive type I NK T cell secreting interferon-gamma"
<http://purl.obolibrary.org/obo/CL_0000927>	"CD4-positive type I NK T cell secreting interleukin-4"
<http://purl.obolibrary.org/obo/CL_0000928>	"activated CD4-negative, CD8-negative type I NK T cell"
<http://purl.obolibrary.org/obo/CL_0000929>	"CD4-negative, CD8-negative type I NK T cell secreting interferon-gamma"
<http://purl.obolibrary.org/obo/CL_0000930>	"CD4-negative, CD8-negative type I NK T cell secreting interleukin-4"
<http://purl.obolibrary.org/obo/CL_0000931>	"activated type II NK T cell"
<http://purl.obolibrary.org/obo/CL_0000932>	"type II NK T cell secreting interferon-gamma"
<http://purl.obolibrary.org/obo/CL_0000933>	"type II NK T cell secreting interleukin-4"
<http://purl.obolibrary.org/obo/CL_0000934>	"CD4-positive, alpha-beta cytotoxic T cell"
<http://purl.obolibrary.org/obo/CL_0000935>	"CD4-negative, CD8-negative, alpha-beta intraepithelial T cell"
<http://purl.obolibrary.org/obo/CL_0000937>	"pre-natural killer cell"
<http://purl.obolibrary.org/obo/CL_0000938>	"CD16-negative, CD56-bright natural killer cell, human"
<http://purl.obolibrary.org/obo/CL_0000939>	"CD16-positive, CD56-dim natural killer cell, human"
<http://purl.obolibrary.org/obo/CL_0000940>	"mucosal invariant T cell"
<http://purl.obolibrary.org/obo/CL_0000941>	"thymic conventional dendritic cell"
<http://purl.obolibrary.org/obo/CL_0000942>	"thymic plasmacytoid dendritic cell"
<http://purl.obolibrary.org/obo/CL_0000943>	"Be1 Cell"
<http://purl.obolibrary.org/obo/CL_0000944>	"Be2 cell"
<http://purl.obolibrary.org/obo/CL_0000945>	"lymphocyte of B lineage"
<http://purl.obolibrary.org/obo/CL_0000946>	"antibody secreting cell"
<http://purl.obolibrary.org/obo/CL_0000947>	"IgE plasma cell"
<http://purl.obolibrary.org/obo/CL_0000948>	"IgE memory B cell"
<http://purl.obolibrary.org/obo/CL_0000949>	"IgD plasmablast"
<http://purl.obolibrary.org/obo/CL_0000950>	"IgE plasmablast"
<http://purl.obolibrary.org/obo/CL_0000951>	"IgE short lived plasma cell"
<http://purl.obolibrary.org/obo/CL_0000952>	"preBCR-positive large pre-B-II cell"
<http://purl.obolibrary.org/obo/CL_0000953>	"preBCR-negative large pre-B-II cell"
<http://purl.obolibrary.org/obo/CL_0000954>	"small pre-B-II cell"
<http://purl.obolibrary.org/obo/CL_0000955>	"pre-B-II cell"
<http://purl.obolibrary.org/obo/CL_0000956>	"pre-B-I cell"
<http://purl.obolibrary.org/obo/CL_0000957>	"large pre-B-II cell"
<http://purl.obolibrary.org/obo/CL_0000958>	"T1 B cell"
<http://purl.obolibrary.org/obo/CL_0000959>	"T2 B cell"
<http://purl.obolibrary.org/obo/CL_0000960>	"T3 B cell"
<http://purl.obolibrary.org/obo/CL_0000961>	"Bm1 B cell"
<http://purl.obolibrary.org/obo/CL_0000962>	"Bm2 B cell"
<http://purl.obolibrary.org/obo/CL_0000963>	"Bm3-delta B cell"
<http://purl.obolibrary.org/obo/CL_0000964>	"Bm2' B cell"
<http://purl.obolibrary.org/obo/CL_0000965>	"Bm3 B cell"
<http://purl.obolibrary.org/obo/CL_0000966>	"Bm4 B cell"
<http://purl.obolibrary.org/obo/CL_0000967>	"Bm5 B cell"
<http://purl.obolibrary.org/obo/CL_0000968>	"Be cell"
<http://purl.obolibrary.org/obo/CL_0000969>	"regulatory B cell"
<http://purl.obolibrary.org/obo/CL_0000970>	"unswitched memory B cell"
<http://purl.obolibrary.org/obo/CL_0000971>	"IgM memory B cell"
<http://purl.obolibrary.org/obo/CL_0000972>	"class switched memory B cell"
<http://purl.obolibrary.org/obo/CL_0000973>	"IgA memory B cell"
<http://purl.obolibrary.org/obo/CL_0000974>	"long lived plasma cell"
<http://purl.obolibrary.org/obo/CL_0000975>	"short lived plasma cell"
<http://purl.obolibrary.org/obo/CL_0000976>	"IgA short lived plasma cell"
<http://purl.obolibrary.org/obo/CL_0000977>	"IgG short lived plasma cell"
<http://purl.obolibrary.org/obo/CL_0000978>	"IgM short lived plasma cell"
<http://purl.obolibrary.org/obo/CL_0000979>	"IgG memory B cell"
<http://purl.obolibrary.org/obo/CL_0000980>	"plasmablast"
<http://purl.obolibrary.org/obo/CL_0000981>	"double negative memory B cell"
<http://purl.obolibrary.org/obo/CL_0000982>	"IgG plasmablast"
<http://purl.obolibrary.org/obo/CL_0000983>	"IgM plasmablast"
<http://purl.obolibrary.org/obo/CL_0000984>	"IgA plasmablast"
<http://purl.obolibrary.org/obo/CL_0000985>	"IgG plasma cell"
<http://purl.obolibrary.org/obo/CL_0000986>	"IgM plasma cell"
<http://purl.obolibrary.org/obo/CL_0000987>	"IgA plasma cell"
<http://purl.obolibrary.org/obo/CL_0000989>	"CD11c-low plasmacytoid dendritic cell"
<http://purl.obolibrary.org/obo/CL_0000990>	"conventional dendritic cell"
<http://purl.obolibrary.org/obo/CL_0000991>	"CD11c-negative plasmacytoid dendritic cell"
<http://purl.obolibrary.org/obo/CL_0000992>	"immature CD11c-low plasmacytoid dendritic cell"
<http://purl.obolibrary.org/obo/CL_0000993>	"mature CD11c-low plasmacytoid dendritic cell"
<http://purl.obolibrary.org/obo/CL_0000994>	"immature CD11c-negative plasmacytoid dendritic cell"
<http://purl.obolibrary.org/obo/CL_0000996>	"mature CD11c-negative plasmacytoid dendritic cell"
<http://purl.obolibrary.org/obo/CL_0000997>	"immature CD8_alpha-negative CD11b-positive dendritic cell"
<http://purl.obolibrary.org/obo/CL_0000998>	"CD8_alpha-negative CD11b-negative dendritic cell"
<http://purl.obolibrary.org/obo/CL_0000999>	"CD4-positive CD11b-positive dendritic cell"
<http://purl.obolibrary.org/obo/CL_0001000>	"CD8_alpha-positive CD11b-negative dendritic cell"
<http://purl.obolibrary.org/obo/CL_0001001>	"immature CD8_alpha-negative CD11b-negative dendritic cell"
<http://purl.obolibrary.org/obo/CL_0001002>	"mature CD8_alpha-negative CD11b-negative dendritic cell"
<http://purl.obolibrary.org/obo/CL_0001003>	"mature CD8_alpha-negative CD11b-positive dendritic cell"
<http://purl.obolibrary.org/obo/CL_0001004>	"immature CD8_alpha-positive CD11b-negative dendritic cell"
<http://purl.obolibrary.org/obo/CL_0001005>	"mature CD8_alpha-positive CD11b-negative dendritic cell"
<http://purl.obolibrary.org/obo/CL_0001006>	"dermal dendritic cell"
<http://purl.obolibrary.org/obo/CL_0001007>	"interstitial dendritic cell"
<http://purl.obolibrary.org/obo/CL_0001009>	"immature dermal dendritic cell"
<http://purl.obolibrary.org/obo/CL_0001010>	"mature dermal dendritic cell"
<http://purl.obolibrary.org/obo/CL_0001011>	"immature interstitial dendritic cell"
<http://purl.obolibrary.org/obo/CL_0001013>	"mature interstitial dendritic cell"
<http://purl.obolibrary.org/obo/CL_0001014>	"CD1a-positive Langerhans cell"
<http://purl.obolibrary.org/obo/CL_0001015>	"CD8_alpha-low Langerhans cell"
<http://purl.obolibrary.org/obo/CL_0001016>	"immature CD1a-positive Langerhans cell"
<http://purl.obolibrary.org/obo/CL_0001017>	"mature CD1a-positive Langerhans cell"
<http://purl.obolibrary.org/obo/CL_0001018>	"immature CD8_alpha-low Langerhans cell"
<http://purl.obolibrary.org/obo/CL_0001020>	"mature CD8_alpha-low Langerhans cell"
<http://purl.obolibrary.org/obo/CL_0001022>	"CD115-positive monocyte"
<http://purl.obolibrary.org/obo/CL_0001041>	"CD8-positive, CXCR3-positive, alpha-beta regulatory T cell"
<http://purl.obolibrary.org/obo/CL_0001042>	"T-helper 22 cell"
<http://purl.obolibrary.org/obo/CL_0001043>	"activated CD4-positive, alpha-beta T cell, human"
<http://purl.obolibrary.org/obo/CL_0001044>	"effector CD4-positive, alpha-beta T cell"
<http://purl.obolibrary.org/obo/CL_0001045>	"naive CCR4-positive regulatory T cell"
<http://purl.obolibrary.org/obo/CL_0001046>	"memory CCR4-positive regulatory T cell"
<http://purl.obolibrary.org/obo/CL_0001047>	"CD4-positive, CD25-positive, CCR4-positive, alpha-beta regulatory T cell"
<http://purl.obolibrary.org/obo/CL_0001048>	"activated CD4-positive, CD25-positive, CCR4-positive, alpha-beta regulatory T cell, human"
<http://purl.obolibrary.org/obo/CL_0001049>	"activated CD8-positive, alpha-beta T cell, human"
<http://purl.obolibrary.org/obo/CL_0001050>	"effector CD8-positive, alpha-beta T cell"
<http://purl.obolibrary.org/obo/CL_0001051>	"CD4-positive, CXCR3-negative, CCR6-negative, alpha-beta T cell"
<http://purl.obolibrary.org/obo/CL_0001052>	"CD8-positive, CXCR3-negative, CCR6-negative, alpha-beta T cell"
<http://purl.obolibrary.org/obo/CL_0001053>	"IgD-negative memory B cell"
<http://purl.obolibrary.org/obo/CL_0001054>	"CD14-positive monocyte"
<http://purl.obolibrary.org/obo/CL_0001055>	"CD14-positive, CD16-low monocyte"
<http://purl.obolibrary.org/obo/CL_0001056>	"dendritic cell, human"
<http://purl.obolibrary.org/obo/CL_0001057>	"myeloid dendritic cell, human"
<http://purl.obolibrary.org/obo/CL_0001058>	"plasmacytoid dendritic cell, human"
<http://purl.obolibrary.org/obo/CL_0001062>	"effector memory CD8-positive, alpha-beta T cell, terminally differentiated"
<http://purl.obolibrary.org/obo/CL_0001065>	"innate lymphoid cell"
<http://purl.obolibrary.org/obo/CL_0001067>	"group 1 innate lymphoid cell"
<http://purl.obolibrary.org/obo/CL_0001068>	"ILC1"
<http://purl.obolibrary.org/obo/CL_0001069>	"group 2 innate lymphoid cell"
<http://purl.obolibrary.org/obo/CL_0001071>	"group 3 innate lymphoid cell"
<http://purl.obolibrary.org/obo/CL_0001072>	"CD34-negative, CD117-positive innate lymphoid cell, human"
<http://purl.obolibrary.org/obo/CL_0001073>	"CD34-negative, CD56-positive, CD117-positive innate lymphoid cell, human"
<http://purl.obolibrary.org/obo/CL_0001074>	"CD34-positive, CD56-positive, CD117-positive common innate lymphoid precursor, human"
<http://purl.obolibrary.org/obo/CL_0001075>	"KLRG1-positive innate lymphoid cell, human"
<http://purl.obolibrary.org/obo/CL_0001076>	"NKp46-positive innate lymphoid cell, human"
<http://purl.obolibrary.org/obo/CL_0001077>	"ILC1, human"
<http://purl.obolibrary.org/obo/CL_0001078>	"group 3 innate lymphoid cell, human"
<http://purl.obolibrary.org/obo/CL_0001079>	"NKp44-positive group 3 innate lymphoid cell, human"
<http://purl.obolibrary.org/obo/CL_0001080>	"NKp44-negative group 3 innate lymphoid cell, human"
<http://purl.obolibrary.org/obo/CL_0001081>	"group 2 innate lymphoid cell, human"
<http://purl.obolibrary.org/obo/CL_0001082>	"immature innate lymphoid cell"
<http://purl.obolibrary.org/obo/CL_0001087>	"effector memory CD4-positive, alpha-beta T cell, terminally differentiated"
<http://purl.obolibrary.org/obo/CL_0001200>	"lymphocyte of B lineage, CD19-positive"
<http://purl.obolibrary.org/obo/CL_0001201>	"B cell, CD19-positive"
<http://purl.obolibrary.org/obo/CL_0001202>	"CD86-positive plasmablast"
<http://purl.obolibrary.org/obo/CL_0001203>	"CD8-positive, alpha-beta memory T cell, CD45RO-positive"
<http://purl.obolibrary.org/obo/CL_0001204>	"CD4-positive, alpha-beta memory T cell, CD45RO-positive"
<http://purl.obolibrary.org/obo/CL_0002001>	"CD34-positive, CD38-positive granulocyte monocyte progenitor"
<http://purl.obolibrary.org/obo/CL_0002002>	"Kit-positive granulocyte monocyte progenitor"
<http://purl.obolibrary.org/obo/CL_0002026>	"CD34-negative, CD41-positive, CD42-positive megakaryocyte cell"
<http://purl.obolibrary.org/obo/CL_0002027>	"CD9-positive, CD41-positive megakaryocyte cell"
<http://purl.obolibrary.org/obo/CL_0002037>	"CD2-positive, CD5-positive, CD44-positive alpha-beta intraepithelial T cell"
<http://purl.obolibrary.org/obo/CL_0002038>	"T follicular helper cell"
<http://purl.obolibrary.org/obo/CL_0002039>	"immature NK T cell stage I"
<http://purl.obolibrary.org/obo/CL_0002040>	"immature NK T cell stage II"
<http://purl.obolibrary.org/obo/CL_0002041>	"immature NK T cell stage III"
<http://purl.obolibrary.org/obo/CL_0002042>	"immature NK T cell stage IV"
<http://purl.obolibrary.org/obo/CL_0002047>	"Fraction B precursor B cell"
<http://purl.obolibrary.org/obo/CL_0002048>	"late pro-B cell"
<http://purl.obolibrary.org/obo/CL_0002049>	"Fraction C precursor B cell"
<http://purl.obolibrary.org/obo/CL_0002050>	"Fraction C' precursor B cell"
<http://purl.obolibrary.org/obo/CL_0002051>	"CD38-high pre-BCR positive cell"
<http://purl.obolibrary.org/obo/CL_0002052>	"Fraction D precursor B cell"
<http://purl.obolibrary.org/obo/CL_0002053>	"CD22-positive, CD38-low small pre-B cell"
<http://purl.obolibrary.org/obo/CL_0002054>	"Fraction E immature B cell"
<http://purl.obolibrary.org/obo/CL_0002055>	"CD38-negative immature B cell"
<http://purl.obolibrary.org/obo/CL_0002056>	"Fraction F mature B cell"
<http://purl.obolibrary.org/obo/CL_0002057>	"CD14-positive, CD16-negative classical monocyte"
<http://purl.obolibrary.org/obo/CL_0002058>	"Gr1-low non-classical monocyte"
<http://purl.obolibrary.org/obo/CL_0002059>	"CD8alpha-positive thymic conventional dendritic cell"
<http://purl.obolibrary.org/obo/CL_0002060>	"melanophage"
<http://purl.obolibrary.org/obo/CL_0002061>	"T-helper 9 cell"
<http://purl.obolibrary.org/obo/CL_0002087>	"nongranular leukocyte"
<http://purl.obolibrary.org/obo/CL_0002089>	"group 2 innate lymphoid cell, mouse"
<http://purl.obolibrary.org/obo/CL_0002092>	"bone marrow cell"
<http://purl.obolibrary.org/obo/CL_0002101>	"CD38-positive naive B cell"
<http://purl.obolibrary.org/obo/CL_0002102>	"CD38-negative naive B cell"
<http://purl.obolibrary.org/obo/CL_0002103>	"IgG-positive double negative memory B cell"
<http://purl.obolibrary.org/obo/CL_0002104>	"IgG-negative double negative memory B cell"
<http://purl.obolibrary.org/obo/CL_0002105>	"CD38-positive IgG memory B cell"
<http://purl.obolibrary.org/obo/CL_0002106>	"IgD-positive CD38-positive IgG memory B cell"
<http://purl.obolibrary.org/obo/CL_0002107>	"IgD-negative CD38-positive IgG memory B cell"
<http://purl.obolibrary.org/obo/CL_0002108>	"CD38-negative IgG memory B cell"
<http://purl.obolibrary.org/obo/CL_0002109>	"B220-positive CD38-positive naive B cell"
<http://purl.obolibrary.org/obo/CL_0002110>	"B220-low CD38-positive naive B cell"
<http://purl.obolibrary.org/obo/CL_0002111>	"CD38-negative unswitched memory B cell"
<http://purl.obolibrary.org/obo/CL_0002112>	"B220-positive CD38-negative unswitched memory B cell"
<http://purl.obolibrary.org/obo/CL_0002113>	"B220-low CD38-negative unswitched memory B cell"
<http://purl.obolibrary.org/obo/CL_0002114>	"CD38-positive unswitched memory B cell"
<http://purl.obolibrary.org/obo/CL_0002115>	"B220-positive CD38-positive unswitched memory B cell"
