ID	label	SYNONYMS
UBERON:0000079	male reproductive system	genitalia of male organism|male genital organ|male genital system|male genital tract|male genitalia|male genitals|male organism genitalia|male organism reproductive system|male reproductive tract|reproductive system of male organism|systema genitale masculinum
UBERON:0000086	zona pellucida	oolemma|pellucid zone|striated membrane|vitelline envelope|vitelline membrane|zona pellucida - vitelline membrane|zona radiata|zona striata
UBERON:0000155	theca cell layer	layer of theca cells|ovarian theca|ovary theca|theca cell layer of ovarian follicle|theca folliculi|theca folliculi|theca of follicle|thecal cell layer|thecal cell layers
UBERON:0000156	theca externa	external coat of theca folliculi|ovary theca externa|theca externa (folliculus ovaricus tertiarius)|tunica externa of theca folliculi|tunica externa thecae folliculi|tunica externa thecae folliculi
UBERON:0000157	theca interna	internal coat of capsule of Graafian follicle|ovary theca interna|theca interna (folliculus ovaricus tertiarius)|tunica interna of theca folliculi|tunica interna thecae folliculi
UBERON:0000359	preputial gland	clitoral/preputial gland|glandulae preputiales|preputial glands|preputial glands set
UBERON:0000428	prostate epithelium	epithelial tissue of prostate|epithelial tissue of prostate gland|epithelium of prostate|epithelium of prostate gland|epithelium of prostatic gland|prostate epithelial tissue|prostate gland epithelial tissue|prostate gland epithelium|prostatic epithelium|prostatic gland epithelium
UBERON:0000450	corpus albicans	corpus albicans of ovary|corpus fibrosum|corpus mamillare|mamillary body|mammillary body
UBERON:0000453	decidua basalis	basal decidua|decidua serotina
UBERON:0000458	endocervix	
UBERON:0000459	uterine wall	anatomical wall of uterus|uterus anatomical wall|uterus wall|wall of uterus
UBERON:0000460	major vestibular gland	Bartholin gland|Bartholin's gland|Duverney's gland|Tiedemann's gland|glandula vestibularis major|greater vestibular gland|greater vestibular glands of Bartholin|vulvovaginal gland
UBERON:0000461	minor vestibular gland	Guerin's gland|Guérin's gland|Schueller's gland|Skene gland|Skene's gland|glandula vestibular minor|glandula vestibulares minor|lesser vestibular gland|paraurethral gland|periurethral gland|urethral gland of female urethra
UBERON:0000465	material anatomical entity	
UBERON:0000467	anatomical system	anatomical systems|body system|connected anatomical system|organ system|system
UBERON:0000473	testis	gonad of male genitalia|gonad of male reproductive system|male gonad|orchis|testes|testicle|testiculus
UBERON:0000474	female reproductive system	female genital system|female genital tract|female genitalia|female genitals|female organism genitalia|female organism reproductive system|female reproductive tract|genitalia of female organism|gynaecological tissue|reproductive system of female organism|systema genitale femininum
UBERON:0000989	penis	penes|phallus
UBERON:0000990	reproductive system	Geschlechtsorgan|animal reproductive system|genital system|genital tract|genitalia|organa genitalia|reproductive tissue|reproductive tract|systemata genitalia
UBERON:0000991	gonad	gonada|gonads
UBERON:0000992	ovary	animal ovary|female gonad|female organism genitalia gonad|female organism genitalia gonada|female organism reproductive system gonad|female organism reproductive system gonada|female reproductive system gonad|female reproductive system gonada|genitalia of female organism gonad|genitalia of female organism gonada|gonad of female organism genitalia|gonad of female organism reproductive system|gonad of female reproductive system|gonad of genitalia of female organism|gonad of reproductive system of female organism|gonada of female organism genitalia|gonada of female organism reproductive system|gonada of female reproductive system|gonada of genitalia of female organism|gonada of reproductive system of female organism|ovaries|ovarium|ovum-producing ovary|reproductive system of female organism gonad|reproductive system of female organism gonada
UBERON:0000993	oviduct	female reproductive tracts|ovarian duct|ovarian tube|oviducts|tuba uterina|tuba uterinae|tubular parts of female reproductive system|uterine tube
UBERON:0000994	spermathecum	receptaculum seminis|seminal receptacle|spermatheca|spermathecae
UBERON:0000995	uterus	
UBERON:0000996	vagina	distal oviductal region|distal portion of oviduct|vaginae
UBERON:0000997	mammalian vulva	female pudendum|female pudendum|mammalian vulva|puboperineal region|pudendum|pudendum femininum|pudendum femininum|pudendum muliebre|skin of female pudendum|skin of vulva|vulva
UBERON:0000998	seminal vesicle	glandula seminalis|glandula vesiculosa|gonecyst|seminal gland|vas efferens|vesicula seminalis|vesicula seminalis|vesiculae seminales|vesiculae seminales|vesicular gland|vesicular glands|vesicular seminalis|vesiculæ seminales
UBERON:0000999	ejaculatory duct	ductus ejaculatorii|ductus ejaculatorii|ductus ejaculatorius
UBERON:0001000	vas deferens	deferent duct|ductus deferens|sperm duct|vas deferen|vasa deferentia
UBERON:0001062	anatomical entity	
UBERON:0001295	endometrium	tunica mucosa (endometrium)|tunica mucosa uteri|uterine endometrium|uterine mucosa|uterine mucous membrane
UBERON:0001296	myometrium	tunica muscularis|tunica muscularis (myometrium)|uterine myometrium|uterine smooth muscle
UBERON:0001297	serosa of uterus	perimetrium|serous coat of uterus|serous membrane of uterus|tunica serosa (perimetrium)|tunica serosa uteri|uterine serosa|uterus serosa|uterus serous membrane|visceral peritoneum of uterus
UBERON:0001299	glans penis	balanus|coronal sulcus|glans
UBERON:0001300	scrotum	
UBERON:0001301	epididymis	Nebenhoden@de
UBERON:0001302	right uterine tube	right fallopian tube|right oviduct
UBERON:0001303	left uterine tube	left fallopian tube|left oviduct
UBERON:0001304	germinal epithelium of ovary	epithelium superficiale (ovarium)|female coelomic epithelium|germinal epithelium (female)|ovarian surface epithelium|ovary germinal epithelium|ovary surface epithelium|surface epithelium of ovary
UBERON:0001305	ovarian follicle	egg follicle|follicle of ovary|follicle of ovary viewed macroscopically|folliculi ovarici primarii|folliculi ovarici vesiculosi|ovary follicle
UBERON:0001306	cumulus oophorus	cumulus ovaricus|discus proligerus|ovarian cumulus
UBERON:0001307	capsule of ovary	ovarian capsule|ovary capsule
UBERON:0001319	vaginal vein	vagina vein|vein of vagina
UBERON:0001328	lobe of prostate	lobe of prostate gland|prostate gland lobe|prostatic lobe
UBERON:0001329	prostate gland anterior lobe	anterior lobe of prostate|anterior lobe of prostate gland|anterior prostate|anterior prostate gland|commissura prostatae|commissure of prostate|isthmus of prostate|isthmus of prostate gland|isthmus prostatae|prostate gland anterior lobe|prostatic isthmus
UBERON:0001331	skin of penis	penile skin|penis skin|penis zone of skin|zone of skin of penis
UBERON:0001332	prepuce of penis	foreskin|penile prepuce|praeputium|prepuce|prepuce of male|prepucium|preputium|preputium penis
UBERON:0001337	spongiose part of urethra	cavernous portion of male urethra|male spongiose urethra|male spongy urethra|pars cavernosa urethrae|pars spongiosa|pars spongiosa (urethra masculina)|pars spongiosa urethrae masculinae|penile urethra|spongiose urethra|spongy urethra (male)
UBERON:0001340	dorsal artery of penis	arteria dorsalis penis|dorsal artery of the penis|dorsal penile artery|dorsal penis artery
UBERON:0001342	mesovarium	mesovarian ligament
UBERON:0001343	seminiferous tubule of testis	seminiferous cord|seminiferous tubule|testis - seminiferous tubule|tubuli seminiferi|tubuli seminiferi
UBERON:0001344	epithelium of vagina	epithelial tissue of vagina|epithelium, vaginal|vagina epithelial tissue|vagina epithelium|vaginal epithelium
UBERON:0001346	vaginal hymen	hymen|hymen of vagina|hymen vaginae|hymen vaginae|vaginal corona
UBERON:0001471	skin of prepuce of penis	foreskin of penis|penis foreskin|preputial skin
UBERON:0001472	vaginal venous plexus	plexus venosus vaginalis|venous vaginal plexus
UBERON:0001987	placenta	allantoic placenta|eutherian placenta
UBERON:0002118	right ovary	
UBERON:0002119	left ovary	
UBERON:0002247	uterine horn	cornu uteri
UBERON:0002337	endometrial stroma	endometrium stroma|stroma of endometrium
UBERON:0002366	bulbo-urethral gland	Cowper's gland|Cowper's gland of male|Cowper's glands|Mery's gland|Méry gland|bulbourethral gland|glandula bulbourethralis
UBERON:0002367	prostate gland	male prostate|prostata|prostate
UBERON:0002411	clitoris	
UBERON:0002450	decidua	decidous membrane|decidua basalis|endometrium|extraembryonic part of placenta|extraembryonic placenta|maternal decidual layer|maternal part of placenta|maternal placenta|maternal placenta|placenta maternal decidual layer|uterine decidua
UBERON:0002451	endometrial gland	endometrial gland|endometrial mucuous gland|endometrium gland|glandulae uterinae|glandulae uterinae|uterine gland
UBERON:0002485	prostate duct	duct of prostate|duct of prostate gland|prostate duct|prostate gland duct|prostatic duct
UBERON:0002493	uterine artery	arteria uterina
UBERON:0002512	corpus luteum	corpora lutea|corpus luteum of ovary|luteal gland|ovarian corpus luteum
UBERON:0002537	hermaphrodite gonad	glandula hermaphroditica|hermaphrodite genitalia|hermaphrodite gland|ovotestis
UBERON:0003133	reproductive organ	genital organ|genitalia|reproductive system organ|sex organ
UBERON:0003134	female reproductive organ	female organism reproductive organ|female organism reproductive structure|female organism reproductive system organ|female organism sex organ|female reproductive gland/organ|female reproductive system organ|female sex organ|reproductive organ of female organism|reproductive structure of female organism|reproductive system organ of female organism|sex organ of female organism
UBERON:0003135	male reproductive organ	male genital|male organism reproductive organ|male organism reproductive structure|male organism reproductive system organ|male organism sex organ|male reproductive gland/organ|male reproductive system organ|male sex organ|reproductive organ of male organism|reproductive structure of male organism|reproductive system organ of male organism|sex organ of male organism
UBERON:0003218	ovary septum	
UBERON:0003312	mesenchyme of testis	testis mesenchyme
UBERON:0003315	mesenchyme of ovary	female reproductive system gonad mesenchyme|female reproductive system gonada mesenchyme|gonad of female reproductive system mesenchyme|gonada of female reproductive system mesenchyme|mesenchyme of female reproductive system gonad|mesenchyme of female reproductive system gonada|mesenchyme of gonad of female reproductive system|mesenchyme of gonada of female reproductive system|ovary mesenchyme
UBERON:0003366	epithelium of uterine horn	epithelial tissue of uterine horn|uterine horn epithelial tissue|uterine horn epithelium
UBERON:0003428	gonadal fat pad	fat pad of gonad|fat pad of gonads|gonad fat pad|gonad-associated fat pad|gonadal fat depot|gonadal fat pad
UBERON:0003480	vein of clitoris	clitoris vein
UBERON:0003485	vagina sebaceous gland	sebaceous gland of vagina
UBERON:0003855	gonad mesenchyme	gonada mesenchyme|mesenchyme of gonad|mesenchyme of gonada
UBERON:0003885	mesometrium	mesentery of uterus
UBERON:0003889	fallopian tube	fallopian tubes|female paramesonephric duct|mammalian oviduct|paramesonephric duct of female|salpinges|salpinx|tuba uterina|uterine tube (sensu Mammalia)
UBERON:0003937	reproductive gland	genitalia gland|gland of genitalia|gland of reproductive system|reproductive gland|reproductive system gland|sex gland
UBERON:0003946	placenta labyrinth	labyrinthine layer|labyrinthine layer of placenta|placental labyrinth
UBERON:0003959	rete testis	Haller's rete
UBERON:0003970	placental labyrinth vasculature	placental labyrinth vascular network|placental vasculature|vasculature of placenta labyrinth
UBERON:0003972	placenta junctional zone	
UBERON:0003974	upper part of vagina	cranial vagina|pelvic part of vagina|upper third of vagina|upper vagina|vagina upper part
UBERON:0003975	internal female genitalia	female internal genitalia|internal female genital organ|internal genitalia of female reproductive system|organa genitalia feminina interna
UBERON:0003981	primordial ovarian follicle	ovary primordial follicle|primordial follicle
UBERON:0003982	mature ovarian follicle	antral follicle|folliculi ovarici vesiculosi|ovarian follicle stage IV|ovary mature follicle|preovulatory follicle
UBERON:0003984	uterine tube infundibulum	infundibulum|infundibulum of fallopian tube|infundibulum of oviduct|infundibulum of uterine tube|infundibulum tubae uterinae
UBERON:0004014	labium minora	labia minorum|labium minora|labium minorum|labium minus|labium minus pudendi
UBERON:0004021	spongiotrophoblast layer	spongiotrophoblast|spongiotrophoblast layer of placenta
UBERON:0004053	external male genitalia	external male genital organ|male external genitalia|organa genitalia masculina externa
UBERON:0004054	internal male genitalia	internal male genital organ|male internal genitalia|organa genitalia masculina interna
UBERON:0004084	genital labium	genital labia|labia|labium
UBERON:0004085	labium majora	labia majorum|labium majora|labium majorum|labium majus|labium majus pudendi
UBERON:0004175	internal genitalia	internal genitalia|internal genitals|internal reproductive organ|internal sex organ
UBERON:0004176	external genitalia	external genitalia|external reproductive organ|external sex organ
UBERON:0004179	prostate glandular acinus	prostatic acinus|prostatic follicle
UBERON:0004183	placental labyrinth blood vessel	blood vessel of labyrinthine layer|blood vessel of labyrinthine layer of placenta|blood vessel of placenta labyrinth|labyrinthine layer blood vessel|labyrinthine layer of placenta blood vessel|placenta labyrinth blood vessel
UBERON:0004184	prostate gland stroma	prostate stroma|prostatic stroma|stroma of glandular part of prostate|stroma of prostate|stroma of prostate gland
UBERON:0004223	vagina smooth muscle	involuntary muscle of vagina|non-striated muscle of vagina|smooth muscle of vagina|smooth muscle tissue of vagina|vagina involuntary muscle|vagina non-striated muscle|vagina smooth muscle|vagina smooth muscle tissue|vaginal smooth muscle
UBERON:0004224	muscular coat of vas deferens	muscle layer of deferent duct|muscle layer of ductus deferens|muscle layer of vas deferens|muscular coat of ductus deferens|muscular layer of ductus deferens|muscularis of vas deferens|tunica muscularis (ductus deferens)|tunica muscularis ductus deferentis
UBERON:0004243	prostate gland smooth muscle	involuntary muscle of prostate|involuntary muscle of prostate gland|muscular tissue of prostate|non-striated muscle of prostate|non-striated muscle of prostate gland|prostate gland involuntary muscle|prostate gland non-striated muscle|prostate gland smooth muscle tissue|prostate involuntary muscle|prostate non-striated muscle|prostate smooth muscle|prostate smooth muscle tissue|smooth muscle of prostate|smooth muscle of prostate gland|smooth muscle tissue of prostate|smooth muscle tissue of prostate gland|substantia muscularis prostatae
UBERON:0004245	oviduct smooth muscle	fallopian tube involuntary muscle|fallopian tube non-striated muscle|fallopian tube smooth muscle|fallopian tube smooth muscle tissue|involuntary muscle of fallopian tube|non-striated muscle of fallopian tube|smooth muscle of fallopian tube|smooth muscle tissue of fallopian tube
UBERON:0004346	gubernaculum (male or female)	Gabernaculum|caudal suspensory ligament|gubernaculae|gubernaculum
UBERON:0004353	female inguinal canal	inguinal canal of female
UBERON:0004354	male inguinal canal	inguinal canal of male
UBERON:0004358	caput epididymis	caput|caput epididymidis|epididymal head|epididymis head|epidymis head|head of epididymis|head of epidymis
UBERON:0004359	corpus epididymis	body of epididymis|body of epidymis|corpus epididymidis|epididymal body|epididymis body|epidymis body
UBERON:0004360	cauda epididymis	cauda epididymidis|corpus|epididymal cauda|epididymal tail|epididymis tail|epidymis tail|tail of epididymis|tail of epidymis
UBERON:0004520	striated muscle tissue of prostate	
UBERON:0004533	left testis	left testicle
UBERON:0004534	right testis	right testicle
UBERON:0004544	epididymis epithelium	epididymis epithelium|epithelium of epididymis
UBERON:0004547	decidua capsularis	antimesometrial decidua
UBERON:0004665	muscular coat of seminal vesicle	muscle layer of seminal vesicle|muscular coat of seminal gland|muscular layer of seminal gland|tunica muscularis (vesicula seminalis)|tunica muscularis glandulae vesiculosae
UBERON:0004713	corpus cavernosum penis	cavernous body of penis|corpus cavernosum|corpus cavernosum of penis|corpus cavernosum penis|corpus spongiosum penis|penile corpus cavernosum|penis erectile tissue|spongy body of male urethra|spongy body of penis
UBERON:0004801	cervix epithelium	cervical canal epithelial tissue|cervical canal epithelium|cervical epithelium|cervix epithelial tissue|epithelium of cervix
UBERON:0004803	penis epithelium	epithelial tissue of penis|epithelium of penis|penis epithelial tissue
UBERON:0004804	oviduct epithelium	columnar epithelium of the fallopian tube|columnar epithelium of the oviduct|epithelial tissue of oviduct|epithelium of fallopian tube|epithelium of oviduct|epithelium of uterine tube|fallopian tube epithelium|oviduct epithelial tissue
UBERON:0004805	seminal vesicle epithelium	epithelial tissue of seminal gland|epithelial tissue of seminal vesicle|epithelium of seminal gland|epithelium of seminal vesicle|seminal gland epithelial tissue|seminal gland epithelium|seminal vesicle epithelial tissue
UBERON:0004806	vas deferens epithelium	deferent duct epithelial tissue|deferent duct epithelium|ductus deferens epithelial tissue|ductus deferens epithelium|epithelial tissue of deferent duct|epithelial tissue of ductus deferens|epithelial tissue of sperm duct|epithelial tissue of vas deferen|epithelial tissue of vas deferens|epithelium of deferent duct|epithelium of ductus deferens|epithelium of sperm duct|epithelium of vas deferen|epithelium of vas deferens|sperm duct epithelial tissue|sperm duct epithelium|vas deferen epithelial tissue|vas deferen epithelium|vas deferens epithelial tissue
UBERON:0004811	endometrium epithelium	endometrium epithelial tissue|epithelial tissue of endometrium|epithelium of endometrium|epithelium of tunica mucosa of endometrium|uterine epithelium
UBERON:0004812	male prepuce epithelium	epithelial tissue of foreskin|epithelial tissue of penile prepuce|epithelial tissue of prepuce|epithelial tissue of prepuce of penis|epithelium of foreskin|epithelium of penile prepuce|epithelium of prepuce|epithelium of prepuce of penis|foreskin epithelial tissue|foreskin epithelium|penile prepuce epithelial tissue|penile prepuce epithelium|prepuce epithelial tissue|prepuce epithelium|prepuce of penis epithelial tissue|prepuce of penis epithelium
UBERON:0004813	seminiferous tubule epithelium	epithelial tissue of seminiferous tubule|epithelial tissue of seminiferous tubule of testis|epithelium of seminiferous tubule|epithelium of seminiferous tubule of testis|germinal epithelium (male)|male germinal epithelium|seminiferous epithelium|seminiferous tubule epithelial tissue|testis germinal epithelium|wall of seminiferous tubule
UBERON:0004835	epididymis smooth muscle	epididymis involuntary muscle|epididymis non-striated muscle|epididymis smooth muscle tissue|involuntary muscle of epididymis|non-striated muscle of epididymis|smooth muscle of epididymis|smooth muscle tissue of epididymis
UBERON:0004876	urogenital fold	urethral fold|urogenital fold|urogenital ridge
UBERON:0004909	epithelium of gonad	gonad epithelium|gonadal epithelium|gonadal sheath
UBERON:0004910	epithelium of male gonad	testis epithelium|testis sheath
UBERON:0004911	epithelium of female gonad	ovarian epithelium|ovarian sheath|ovary epithelium
UBERON:0004983	mucosa of vagina	mucosa of organ of vagina|mucous membrane of vagina|organ mucosa of vagina|tunica mucosa vaginae|vagina mucosa|vagina mucosa of organ|vagina mucous membrane|vagina organ mucosa|vaginal mucosa
UBERON:0004984	mucosa of seminal vesicle	mucosa of organ of seminal gland|mucosa of organ of seminal vesicle|mucosa of seminal gland|mucous membrane of seminal gland|mucous membrane of seminal vesicle|organ mucosa of seminal gland|organ mucosa of seminal vesicle|seminal gland mucosa|seminal gland mucosa of organ|seminal gland mucous membrane|seminal gland organ mucosa|seminal vesicle mucosa|seminal vesicle mucosa of organ|seminal vesicle mucous membrane|seminal vesicle organ mucosa|tunica mucosa glandulae vesiculosae
UBERON:0004985	mucosa of ejaculatory duct	ejaculatory duct mucosa|ejaculatory duct mucosa of organ|ejaculatory duct mucous membrane|ejaculatory duct organ mucosa|ejaculatory ductal mucosa|mucosa of organ of ejaculatory duct|mucous membrane of ejaculatory duct|organ mucosa of ejaculatory duct
UBERON:0004986	mucosa of deferent duct	deferent duct mucosa|deferent duct mucosa of organ|deferent duct mucous membrane|deferent duct organ mucosa|deferent ductal mucosa|ductus deferens mucosa|ductus deferens mucosa of organ|ductus deferens mucous membrane|ductus deferens organ mucosa|mucosa of ductus deferens|mucosa of organ of deferent duct|mucosa of organ of ductus deferens|mucosa of organ of sperm duct|mucosa of organ of vas deferen|mucosa of organ of vas deferens|mucosa of sperm duct|mucosa of vas deferen|mucosa of vas deferens|mucous membrane of deferent duct|mucous membrane of ductus deferens|mucous membrane of sperm duct|mucous membrane of vas deferen|mucous membrane of vas deferens|organ mucosa of deferent duct|organ mucosa of ductus deferens|organ mucosa of sperm duct|organ mucosa of vas deferen|organ mucosa of vas deferens|sperm duct mucosa|sperm duct mucosa of organ|sperm duct mucous membrane|sperm duct organ mucosa|tunica mucosa (ductus deferens)|tunica mucosa ductus deferentis|vas deferen mucosa|vas deferen mucosa of organ|vas deferen mucous membrane|vas deferen organ mucosa|vas deferens mucosa|vas deferens mucosa of organ|vas deferens mucous membrane|vas deferens organ mucosa
UBERON:0005011	mucosa of right uterine tube	mucosa of organ of right fallopian tube|mucosa of organ of right oviduct|mucosa of organ of right uterine tube|mucosa of right fallopian tube|mucosa of right oviduct|mucous membrane of right fallopian tube|mucous membrane of right oviduct|mucous membrane of right uterine tube|organ mucosa of right fallopian tube|organ mucosa of right oviduct|organ mucosa of right uterine tube|right fallopian tube mucosa|right fallopian tube mucosa of organ|right fallopian tube mucous membrane|right fallopian tube organ mucosa|right oviduct mucosa|right oviduct mucosa of organ|right oviduct mucous membrane|right oviduct organ mucosa|right uterine tube mucosa|right uterine tube mucosa of organ|right uterine tube mucous membrane|right uterine tube organ mucosa
UBERON:0005012	mucosa of left uterine tube	left fallopian tube mucosa|left fallopian tube mucosa of organ|left fallopian tube mucous membrane|left fallopian tube organ mucosa|left oviduct mucosa|left oviduct mucosa of organ|left oviduct mucous membrane|left oviduct organ mucosa|left uterine tube mucosa|left uterine tube mucosa of organ|left uterine tube mucous membrane|left uterine tube organ mucosa|mucosa of left fallopian tube|mucosa of left oviduct|mucosa of organ of left fallopian tube|mucosa of organ of left oviduct|mucosa of organ of left uterine tube|mucous membrane of left fallopian tube|mucous membrane of left oviduct|mucous membrane of left uterine tube|organ mucosa of left fallopian tube|organ mucosa of left oviduct|organ mucosa of left uterine tube
UBERON:0005048	mucosa of uterine tube	fallopian tube mucosa|fallopian tube mucosa of organ|fallopian tube mucous membrane|fallopian tube organ mucosa|mucosa of fallopian tube|mucosa of organ of fallopian tube|mucosa of organ of uterine tube|mucosa of oviduct|mucous membrane of fallopian tube|mucous membrane of uterine tube|organ mucosa of fallopian tube|organ mucosa of uterine tube|tunica mucosa tubae uterinae|uterine tubal mucosa|uterine tube mucosa|uterine tube mucosa of organ|uterine tube mucous membrane|uterine tube organ mucosa
UBERON:0005049	mucosa of infundibulum of uterine tube	mucosa of infundibulum of fallopian tube|mucosa of infundibulum of oviduct|mucosa of organ of uterine tube infundibulum|mucosa of uterine tube infundibulum|mucous membrane of uterine tube infundibulum|organ mucosa of uterine tube infundibulum|uterine tube infundibulum mucosa|uterine tube infundibulum mucosa of organ|uterine tube infundibulum mucous membrane|uterine tube infundibulum organ mucosa
UBERON:0005051	mediastinum testis	body of highmore|hilum of testicle|mediastinum of testis|testis mediastinum
UBERON:0005056	external female genitalia	external female genital organ|external genitalia of female reproductive system|female external genitalia|organa genitalia feminina externa
UBERON:0005156	reproductive structure	reproductive system element|reproductive system structure
UBERON:0005170	granulosa cell layer	granulosa cell layer|granulosa cell layer of ovarian follicle|granulosa cell layers|membrana granulosa|membrana granulosa of ovarian follicle|ovary stratum granulosum|stratum granulosum of ovarian follicle
UBERON:0005192	deferent duct artery	arteria ductus deferentis|artery of ductus deferens|ductus deferens artery|vas deferens artery
UBERON:0005195	deferent duct vein	
UBERON:0005205	lamina propria of vagina	vagina stroma
