table	as_iri	label	uberon_id	parent_id	parent_label	references	term_type
	https://purl.org/ccf/ASCTB-TEMP_hemorrhagic-anovulatory-follicle	hemorrhagic anovulatory follicle		UBERON:0001305	ovarian follicle	https://doi.org/10.1093/oxfordjournals.humrep.a136365, https://doi.org/10.1210/er.2018-00085	leaf
	https://purl.org/ccf/ASCTB-TEMP_lateral-inferior-antimesenteric-ovary	lateral inferior antimesenteric ovary		https://purl.org/ccf/ASCTB-TEMP_lateral-inferior-ovary	lateral inferior ovary		leaf
	https://purl.org/ccf/ASCTB-TEMP_lateral-inferior-mesenteric-ovary	lateral inferior mesenteric ovary		https://purl.org/ccf/ASCTB-TEMP_lateral-inferior-ovary	lateral inferior ovary		leaf
	https://purl.org/ccf/ASCTB-TEMP_lateral-inferior-ovary	lateral inferior ovary		https://purl.org/ccf/ASCTB-TEMP_lateral-ovary	lateral ovary		leaf
	https://purl.org/ccf/ASCTB-TEMP_lateral-ovary	lateral ovary		UBERON:0000992	ovary		leaf
	https://purl.org/ccf/ASCTB-TEMP_lateral-superior-antimesenteric-ovary	lateral superior antimesenteric ovary		https://purl.org/ccf/ASCTB-TEMP_lateral-superior-ovary	lateral superior ovary		leaf
	https://purl.org/ccf/ASCTB-TEMP_lateral-superior-mesenteric-ovary	lateral superior mesenteric ovary		https://purl.org/ccf/ASCTB-TEMP_lateral-superior-ovary	lateral superior ovary		leaf
	https://purl.org/ccf/ASCTB-TEMP_lateral-superior-ovary	lateral superior ovary		https://purl.org/ccf/ASCTB-TEMP_lateral-ovary	lateral ovary		leaf
	https://purl.org/ccf/ASCTB-TEMP_luteinized-unruptured-follicle	luteinized unruptured follicle		UBERON:0001305	ovarian follicle	https://doi.org/10.1093/oxfordjournals.humrep.a136365, https://doi.org/10.1210/er.2018-00085	leaf
	https://purl.org/ccf/ASCTB-TEMP_lymphatic-vessel	lymphatic vessel		UBERON:0013192	ovarian medulla		leaf
	https://purl.org/ccf/ASCTB-TEMP_matrisome	matrisome		UBERON:0013192	ovarian medulla		leaf
	https://purl.org/ccf/ASCTB-TEMP_medial-inferior-antimesenteric-ovary	medial inferior antimesenteric ovary		https://purl.org/ccf/ASCTB-TEMP_medial-inferior-ovary	medial inferior ovary		leaf
	https://purl.org/ccf/ASCTB-TEMP_medial-inferior-mesenteric-ovary	medial inferior mesenteric ovary		https://purl.org/ccf/ASCTB-TEMP_medial-inferior-ovary	medial inferior ovary		leaf
	https://purl.org/ccf/ASCTB-TEMP_medial-inferior-ovary	medial inferior ovary		https://purl.org/ccf/ASCTB-TEMP_medial-ovary	medial ovary		leaf
	https://purl.org/ccf/ASCTB-TEMP_medial-ovary	medial ovary		UBERON:0000992	ovary		leaf
	https://purl.org/ccf/ASCTB-TEMP_medial-superior-antimesenteric-ovary	medial superior antimesenteric ovary		https://purl.org/ccf/ASCTB-TEMP_medial-superior-ovary	medial superior ovary		leaf
	https://purl.org/ccf/ASCTB-TEMP_medial-superior-mesenteric-ovary	medial superior mesenteric ovary		https://purl.org/ccf/ASCTB-TEMP_medial-superior-ovary	medial superior ovary		leaf
	https://purl.org/ccf/ASCTB-TEMP_medial-superior-ovary	medial superior ovary		https://purl.org/ccf/ASCTB-TEMP_medial-ovary	medial ovary		leaf
	https://purl.org/ccf/ASCTB-TEMP_multilayer-ovarian-follicle	multilayer ovarian follicle		https://purl.org/ccf/ASCTB-TEMP_preantral-follicle	preantral follicle	https://doi.org/10.1093/oxfordjournals.humrep.a136365, https://doi.org/10.1210/er.2018-00085	leaf
	https://purl.org/ccf/ASCTB-TEMP_ovarian-corticomedullary-junction	ovarian corticomedullary junction		https://purl.org/ccf/ASCTB-TEMP_central-inferior-antimesenteric-ovary	central inferior antimesenteric ovary		leaf
	https://purl.org/ccf/ASCTB-TEMP_ovarian-medullary-vasculature	ovarian medullary vasculature		UBERON:0013192	ovarian medulla		leaf
	https://purl.org/ccf/ASCTB-TEMP_pre-selection-antral-follicle	pre-selection antral follicle		https://purl.org/ccf/ASCTB-TEMP_antral-follicle	antral follicle	https://doi.org/10.1093/oxfordjournals.humrep.a136365	leaf
	https://purl.org/ccf/ASCTB-TEMP_pre-selection-antral-follicle	pre-selection antral follicle		https://purl.org/ccf/ASCTB-TEMP_antral-follicle	antral follicle		leaf
	https://purl.org/ccf/ASCTB-TEMP_preantral-follicle	preantral follicle		UBERON:0001305	ovarian follicle		leaf
	https://purl.org/ccf/ASCTB-TEMP_selection-antral-follicle	selection antral follicle		https://purl.org/ccf/ASCTB-TEMP_antral-follicle	antral follicle	https://doi.org/10.1093/oxfordjournals.humrep.a136365	leaf
	https://purl.org/ccf/ASCTB-TEMP_transitional-primary-ovarian-follicle	transitional primary ovarian follicle		https://purl.org/ccf/ASCTB-TEMP_preantral-follicle	preantral follicle	https://doi.org/10.1093/oxfordjournals.humrep.a136365, https://doi.org/10.1210/er.2018-00085	leaf
	https://purl.org/ccf/ASCTB-TEMP_transitional-primordial-ovarian-follicle	transitional primordial ovarian follicle		https://purl.org/ccf/ASCTB-TEMP_preantral-follicle	preantral follicle	https://doi.org/10.1093/oxfordjournals.humrep.a136365, https://doi.org/10.1210/er.2018-00085	leaf
	https://purl.org/ccf/ASCTB-TEMP_extracellular-matrix	pancreatic extracellular matrix		UBERON:0000482	basal lamina of epithelium	https://doi.org/10.48539/HBM336.TBNP.923	leaf
	https://purl.org/ccf/ASCTB-TEMP_connective-tissue	connective tissue in small intestine		UBERON:0003337	serosa of jejunum	PMID: 20126587, PMID: 3310649	leaf
	https://purl.org/ccf/ASCTB-TEMP_circular-longitudinal-muscle	small intestine circular/longitudinal muscle		https://purl.org/ccf/ASCTB-TEMP_muscularis-externa	muscularis externa		leaf
	https://purl.org/ccf/ASCTB-TEMP_endoethlial	small intestine endothelial		UBERON:0003332	submucosa of duodenum		leaf
	https://purl.org/ccf/ASCTB-TEMP_epithelium	small intestine Epithelium		UBERON:0001213	intestinal villus		leaf
	https://purl.org/ccf/ASCTB-TEMP_lamina-propria-gut-associated-lymphoid-tissue-galt-	small intestine Lamina propria/Gut associated lymphoid tissue (GALT)		UBERON:0001213	intestinal villus		leaf
	https://purl.org/ccf/ASCTB-TEMP_mucosa	small intestine mucosa		UBERON:0013644	duodenal ampulla		leaf
	https://purl.org/ccf/ASCTB-TEMP_muscularis-externa	small intestine muscularis externa		UBERON:0002115	jejunum		leaf
	https://purl.org/ccf/ASCTB-TEMP_muscularis-mucosa	small intestine muscularis mucosa		UBERON:0001213	intestinal villus		leaf
	https://purl.org/ccf/ASCTB-TEMP_muscularis-propria	small intestine muscularis propria		UBERON:0013644	duodenal ampulla		leaf
	https://purl.org/ccf/ASCTB-TEMP_myenteric-plexus-of-auerbach	small intestine myenteric plexus of Auerbach		UBERON:0012377	muscle layer of jejunum		leaf
	https://purl.org/ccf/ASCTB-TEMP_serosa	small intestine serosa		UBERON:0013644	duodenal ampulla		leaf
	https://purl.org/ccf/ASCTB-TEMP_submucosa	small intestine submucosa		UBERON:0013644	duodenal ampulla		leaf
	https://purl.org/ccf/ASCTB-TEMP_submucosal-plexus-of-meissner	small intestine submucosal plexus of Meissner		UBERON:0003332	submucosa of duodenum		leaf
