label	as_iri	issue_type	parent_id	parent_label	detail
medial inferior antimesenteric ovary	https://purl.org/ccf/ASCTB-TEMP_medial-inferior-antimesenteric-ovary	asctb_temp_parent	https://purl.org/ccf/ASCTB-TEMP_medial-inferior-ovary	medial inferior ovary	Parent not yet in UBERON; subagent should search OLS4 for correct parent
medial inferior mesenteric ovary	https://purl.org/ccf/ASCTB-TEMP_medial-inferior-mesenteric-ovary	asctb_temp_parent	https://purl.org/ccf/ASCTB-TEMP_medial-inferior-ovary	medial inferior ovary	Parent not yet in UBERON; subagent should search OLS4 for correct parent
medial inferior ovary	https://purl.org/ccf/ASCTB-TEMP_medial-inferior-ovary	asctb_temp_parent	https://purl.org/ccf/ASCTB-TEMP_medial-ovary	medial ovary	Parent not yet in UBERON; subagent should search OLS4 for correct parent
medial superior antimesenteric ovary	https://purl.org/ccf/ASCTB-TEMP_medial-superior-antimesenteric-ovary	asctb_temp_parent	https://purl.org/ccf/ASCTB-TEMP_medial-superior-ovary	medial superior ovary	Parent not yet in UBERON; subagent should search OLS4 for correct parent
medial superior mesenteric ovary	https://purl.org/ccf/ASCTB-TEMP_medial-superior-mesenteric-ovary	asctb_temp_parent	https://purl.org/ccf/ASCTB-TEMP_medial-superior-ovary	medial superior ovary	Parent not yet in UBERON; subagent should search OLS4 for correct parent
medial superior ovary	https://purl.org/ccf/ASCTB-TEMP_medial-superior-ovary	asctb_temp_parent	https://purl.org/ccf/ASCTB-TEMP_medial-ovary	medial ovary	Parent not yet in UBERON; subagent should search OLS4 for correct parent
multilayer ovarian follicle	https://purl.org/ccf/ASCTB-TEMP_multilayer-ovarian-follicle	asctb_temp_parent	https://purl.org/ccf/ASCTB-TEMP_preantral-follicle	preantral follicle	Parent not yet in UBERON; subagent should search OLS4 for correct parent
ovarian corticomedullary junction	https://purl.org/ccf/ASCTB-TEMP_ovarian-corticomedullary-junction	asctb_temp_parent	https://purl.org/ccf/ASCTB-TEMP_central-inferior-antimesenteric-ovary	central inferior antimesenteric ovary	Parent not yet in UBERON; subagent should search OLS4 for correct parent
pre-selection antral follicle	https://purl.org/ccf/ASCTB-TEMP_pre-selection-antral-follicle	asctb_temp_parent	https://purl.org/ccf/ASCTB-TEMP_antral-follicle	antral follicle	Parent not yet in UBERON; subagent should search OLS4 for correct parent
pre-selection antral follicle	https://purl.org/ccf/ASCTB-TEMP_pre-selection-antral-follicle	asctb_temp_parent	https://purl.org/ccf/ASCTB-TEMP_antral-follicle	antral follicle	Parent not yet in UBERON; subagent should search OLS4 for correct parent
selection antral follicle	https://purl.org/ccf/ASCTB-TEMP_selection-antral-follicle	asctb_temp_parent	https://purl.org/ccf/ASCTB-TEMP_antral-follicle	antral follicle	Parent not yet in UBERON; subagent should search OLS4 for correct parent
transitional primary ovarian follicle	https://purl.org/ccf/ASCTB-TEMP_transitional-primary-ovarian-follicle	asctb_temp_parent	https://purl.org/ccf/ASCTB-TEMP_preantral-follicle	preantral follicle	Parent not yet in UBERON; subagent should search OLS4 for correct parent
transitional primordial ovarian follicle	https://purl.org/ccf/ASCTB-TEMP_transitional-primordial-ovarian-follicle	asctb_temp_parent	https://purl.org/ccf/ASCTB-TEMP_preantral-follicle	preantral follicle	Parent not yet in UBERON; subagent should search OLS4 for correct parent
small intestine circular/longitudinal muscle	https://purl.org/ccf/ASCTB-TEMP_circular-longitudinal-muscle	asctb_temp_parent	https://purl.org/ccf/ASCTB-TEMP_muscularis-externa	muscularis externa	Parent not yet in UBERON; subagent should search OLS4 for correct parent
