UBERON:8600058,uterine vein,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600059,deep cervical vein,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600060,subsegmental pulmonary artery,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600061,intra-acinar venule,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600062,thyrocervical trunk,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600063,septal perforating artery,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600064,posterolateral artery,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600065,lateral femoral circumflex vein,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600066,basivertebral vein,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600067,bronchial venule,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600068,mental vein,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600069,deep lingual vein,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600070,dorsal lingual vein,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600071,sublingual vein,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600072,glandular venous plexus,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600073,circumflex humeral vein,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600074,thoracoacromial vein,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600075,transverse cervical vein,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600076,suboccipital venous plexus,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600077,pulmonary arteriole,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600078,ascending pharyngeal artery,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600079,dural artery,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600080,pericardial artery,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600081,percardiacophrenic artery,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600082,superficial iliac circumflex vein,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600083,fibular vein,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600084,prostatic venule,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600085,hepatic portal venule,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600086,incisor artery,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600087,external nasal vein,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600088,supratrochlear vein,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600089,transverse nasal root vein,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600090,hypophyseal vein,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600091,inferior anastomotic vein,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600092,radial vein,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600093,ulnar vein,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600094,intra-acinar arteriole,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600095,ascending palatine artery,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600096,submental artery,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600097,deep lingual artery,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600098,dorsal lingual artery,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600099,accessory meningeal artery,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600100,artery of pterygoid canal,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600101,descending palatine artery,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600102,left anterior descending artery,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600103,anterior internal vertebral venous plexus,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600104,intervertebral vein,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600105,lumbar vein,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600106,anterior humeral circumflex artery,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600107,posterior humeral circumflex artery,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600108,proximal ureter,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600109,distal ureter,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600110,intramural ureter,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600111,right distal ureter,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600112,left distal ureter,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600113,right proximal ureter,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600114,left proximal ureter,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600115,right intramural ureter,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600116,left intramural ureter,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600117,antimesosalpinx,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600118,myenteric ganglion,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600119,myenteric ganglion of small intestine,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600120,atrial intrinsic cardiac ganglion,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600121,lumbar ganglion,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600122,sacral ganglion,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600123,lower airway ganglion,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600124,fallopian tube epithelium,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600125,superior fallopian tube epithelium,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600126,inferior fallopian tube epithelium,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600127,mesosalpinx-proximal fallopian tube epithelium,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600128,antimesosalpinx-proximal fallopian tube epithelium,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600129,corpus hemorrhagicum,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600130,superior muscular layer of fallopian tube,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600131,inferior muscular layer of fallopian tube,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600132,mesosalpinx-proximal muscular layer of fallopian tube,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8600133,antimesosalpinx-proximal muscular layer of fallopian tube,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8920000,anterior ciliary artery,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8920001,short posterior ciliary artery,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8920002,long posterior ciliary artery,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8920003,right marginal artery,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8920004,segmental renal artery,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8920005,superior segmental renal artery,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8920006,anterior superior segmental renal artery,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8920007,anterior inferior segmental renal artery,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8920008,inferior segmental renal artery,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8920009,posterior segmental renal artery,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8920010,left marginal vein,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8920011,stellate vein of kidney,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8920012,segmental renal vein,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8920013,anterior ciliary vein,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8920014,left bronchial vein,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8920015,right bronchial vein,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8920016,right inferior pulmonary vein,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8920017,left inferior pulmonary vein,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8920018,right superior pulmonary vein,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
UBERON:8920019,left superior pulmonary vein,http://purl.obolibrary.org/obo/uberon/core#added_by_HRA
