AEO:0000150	pre-cartilage condensation	AEO:0000168	skeletal system	CL:0000335|CL:0000057|GO:0031012	mesenchyme condensation cell|fibroblast|extracellular matrix
AEO:0000151	loose mesenchyme tissue	UBERON:0000468	multi-cellular organism	CL:0000327|CL:0000057|GO:0031012	extracellular matrix secreting cell|fibroblast|extracellular matrix
AEO:0000152	migrating mesenchyme population	UBERON:0000468	multi-cellular organism	CL:0000134|GO:0031012	mesenchymal cell|extracellular matrix
AEO:0000153	mesenchymal tissue with stem cells	NCBITaxon:6072	Eumetazoa	UBERON:0000479	tissue
AEO:0000154	organism surfacef	UBERON:0000468	multi-cellular organism	BFO:0000050|BFO:0000050|BFO:0000050|GO:0005623|BFO:0000050|BFO:0000050	null|null|null|cell|null|null
AEO:0000161	groove				
AEO:0000162	ridge				
AEO:0000168	skeletal system	UBERON:0000468	multi-cellular organism		
AEO:0000169	embryo	AEO:0000194	conceptus	GO:0005623	cell
AEO:0000170	anlage				
AEO:0000171	primordium				
AEO:0000172	limb	UBERON:0000467	anatomical system	BFO:0000050|BFO:0000050|BFO:0000050|GO:0005623|BFO:0000050|BFO:0000050	null|null|null|cell|null|null
AEO:0000173	surface sense organ	AEO:0000154|UBERON:0000467	organism surfacef|anatomical system	GO:0005623	cell
AEO:0000174	gender-specific anatomical structure				
AEO:0000175	male anatomical structure				
AEO:0000176	female anatomical structure				
AEO:0000177	hermaphrodite anatomical structure				
AEO:0000178	fibrous joint	AEO:0000168	skeletal system	CL:0002320|GO:0031012	connective tissue cell|extracellular matrix
AEO:0000179	joint-associated cartilage	AEO:0000183|AEO:0000083	synovial joint|endochondral bone	CL:0000058|GO:0031012|CL:0000138	chondroblast|extracellular matrix|chondrocyte
AEO:0000180	non-joint-associated cartilage	AEO:0000168	skeletal system	CL:0000058|GO:0031012|CL:0000138	chondroblast|extracellular matrix|chondrocyte
AEO:0000181	synovial membrane	AEO:0000183	synovial joint	CL:0000079|GO:0005911|UBERON:0005769|CL:0000075|GO:0031012	stratified epithelial cell|cell-cell junction|basement membrane of epithelium|columnar/cuboidal epithelial cell|extracellular matrix
AEO:0000183	synovial joint	AEO:0000168|NCBITaxon:6072	skeletal system|Eumetazoa	UBERON:0000479	tissue
AEO:0000185	exoskeletal tissue	AEO:0000168	skeletal system	CL:0000658|GO:0031012	cuticle secreting cell|extracellular matrix
AEO:0000186	body cavity				
AEO:0000187	multi-tissue structure with stem cells	NCBITaxon:6072	Eumetazoa	UBERON:0000479	tissue
AEO:0000188	acellular fluid anatomical entity	UBERON:0000468	multi-cellular organism		
AEO:0000189	epithelial tissue with stem cells	NCBITaxon:6072	Eumetazoa	UBERON:0000479	tissue
AEO:0000193	appendage	UBERON:0000468	multi-cellular organism	BFO:0000050|BFO:0000050|BFO:0000050|GO:0005623|BFO:0000050|BFO:0000050	null|null|null|cell|null|null
AEO:0000194	conceptus			GO:0005623	cell
AEO:0000195	extraembryonic component	AEO:0000194|NCBITaxon:6072	conceptus|Eumetazoa	UBERON:0000479	tissue
AEO:0000196	larval anatomical structure	AEO:0000126	larva		
AEO:0000198	antenna	AEO:0000154|UBERON:0000467|AEO:0000106	organism surfacef|anatomical system|head	GO:0005623	cell
AEO:0000199	mucous membrane	NCBITaxon:6072	Eumetazoa	UBERON:0000479	tissue
AEO:000020	fat tissue	UBERON:0000468	multi-cellular organism	CL:0000136|GO:0031012	fat cell|extracellular matrix
AEO:0000200	regenerating anatomical structure				
AEO:0000201	afferent nerve	UBERON:0000468	multi-cellular organism	CL:0000526|GO:0031012	afferent neuron|extracellular matrix
AEO:0000202	efferent nerve	UBERON:0000468	multi-cellular organism	CL:0000335|CL:0000057|CL:0000527|GO:0031012	mesenchyme condensation cell|fibroblast|efferent neuron|extracellular matrix
AEO:0000203	syncytium	UBERON:0000468	multi-cellular organism	CL:0000228|GO:0031012	multinucleate cell|extracellular matrix
AEO:0000204	pit				
AEO:0000205	protuberance				
AEO:0000206	migrating epithelium	UBERON:0000468	multi-cellular organism	CL:0000066|GO:0005911|UBERON:0005769|GO:0031012	epithelial cell|cell-cell junction|basement membrane of epithelium|extracellular matrix
AEO:0000207	blood vessel	UBERON:0000468	multi-cellular organism	GO:0005911|UBERON:0005769|CL:0000068|CL:0000071|GO:0031012	cell-cell junction|basement membrane of epithelium|duct epithelial cell|blood vessel endothelial cell|extracellular matrix
AEO:0000208	artery	UBERON:0000468	multi-cellular organism	GO:0005911|UBERON:0005769|CL:0000068|CL:0000071|GO:0031012	cell-cell junction|basement membrane of epithelium|duct epithelial cell|blood vessel endothelial cell|extracellular matrix
AEO:0000209	vein	UBERON:0000468	multi-cellular organism	GO:0005911|UBERON:0005769|CL:0000068|CL:0000071|GO:0031012	cell-cell junction|basement membrane of epithelium|duct epithelial cell|blood vessel endothelial cell|extracellular matrix
AEO:0000210	row	UBERON:0000468	multi-cellular organism		
AEO:0000211	non-connected developing functional system	UBERON:0000468	multi-cellular organism		
AEO:0000212	sclerotome	UBERON:0000468	multi-cellular organism	CL:0000134|GO:0031012	mesenchymal cell|extracellular matrix
AEO:0000213	bone condensation	AEO:0000168	skeletal system	CL:0000335|CL:0000057|GO:0031012|CL:0000062	mesenchyme condensation cell|fibroblast|extracellular matrix|osteoblast
AEO:0000214	dermomyotome	UBERON:0000468	multi-cellular organism	GO:0005911|UBERON:0005769|CL:0000075|GO:0031012	cell-cell junction|basement membrane of epithelium|columnar/cuboidal epithelial cell|extracellular matrix
AEO:0000215	open cavity				
AEO:0000216	epithelial cord	UBERON:0000468	multi-cellular organism	CL:0000079|GO:0005911|UBERON:0005769|GO:0031012	stratified epithelial cell|cell-cell junction|basement membrane of epithelium|extracellular matrix
AEO:0000217	migrating developing tissue				
AEO:0000218	developing epithelial placode	UBERON:0000468	multi-cellular organism	GO:0005911|UBERON:0005769|CL:0000075|GO:0031012	cell-cell junction|basement membrane of epithelium|columnar/cuboidal epithelial cell|extracellular matrix
AEO:0000219	vascular plexus	UBERON:0000468	multi-cellular organism	GO:0005911|UBERON:0005769|CL:0000068|CL:0000071|GO:0031012	cell-cell junction|basement membrane of epithelium|duct epithelial cell|blood vessel endothelial cell|extracellular matrix
AEO:0000220	tooth	NCBITaxon:6072	Eumetazoa	UBERON:0000479	tissue
AEO:0000221	open anatomical space				
AEO:0000222	enclosed anatomical space				
AEO:0001000	sensory ganglion	UBERON:0001016	nervous system	CL:0002573|CL:0000101|GO:0031012	Schwann cell|sensory neuron|extracellular matrix
AEO:0001001	autonomic ganglion	UBERON:0001016	nervous system	CL:0000107|CL:0002573|CL:0000527|CL:0000526|GO:0031012	autonomic neuron|Schwann cell|efferent neuron|afferent neuron|extracellular matrix
AEO:0001002	capillary bed	UBERON:0000468	multi-cellular organism	GO:0005911|UBERON:0005769|CL:0000068|CL:0000071|GO:0031012	cell-cell junction|basement membrane of epithelium|duct epithelial cell|blood vessel endothelial cell|extracellular matrix
AEO:0001003	acellular extracellular matrix				
AEO:0001004	fin	UBERON:0000468	multi-cellular organism	BFO:0000050|BFO:0000050|BFO:0000050|GO:0005623|BFO:0000050|BFO:0000050	null|null|null|cell|null|null
AEO:0001005	secretion	UBERON:0000468	multi-cellular organism		
AEO:0001006	excreta	UBERON:0000468	multi-cellular organism		
AEO:0001007	developing epithelium	UBERON:0000468	multi-cellular organism	CL:0000066|GO:0005911|UBERON:0005769|GO:0031012	epithelial cell|cell-cell junction|basement membrane of epithelium|extracellular matrix
AEO:0001008	neuroepithelium	UBERON:0000468	multi-cellular organism	GO:0005911|UBERON:0005769|CL:0000075|GO:0031012	cell-cell junction|basement membrane of epithelium|columnar/cuboidal epithelial cell|extracellular matrix
AEO:0001009	proliferating neuroepithelium	UBERON:0000468	multi-cellular organism	GO:0005911|UBERON:0005769|CL:0000075|GO:0031012	cell-cell junction|basement membrane of epithelium|columnar/cuboidal epithelial cell|extracellular matrix
AEO:0001010	differentiating neuroepithelium	UBERON:0000468	multi-cellular organism	GO:0005911|UBERON:0005769|CL:0000075|CL:0000031|GO:0031012|CL:0000468	cell-cell junction|basement membrane of epithelium|columnar/cuboidal epithelial cell|neuroblast|extracellular matrix|neuroglioblast
AEO:0001011	neuronal white matter	UBERON:0000468	multi-cellular organism	GO:0005623|GO:0031012	cell|extracellular matrix
AEO:0001012	neuronal grey matter	UBERON:0000468	multi-cellular organism	GO:0005623|GO:0031012	cell|extracellular matrix
AEO:0001013	neuronal column	UBERON:0000468	multi-cellular organism	CL:0000127|GO:0031012|CL:0000129	astrocyte|extracellular matrix|microglial cell
AEO:0001014	differentiating neuronal condensation			CL:0000031|CL:0000468	neuroblast|neuroglioblast
AEO:0001015	somite	UBERON:0000468	multi-cellular organism	GO:0005911|UBERON:0005769|CL:0000075|GO:0031012	cell-cell junction|basement membrane of epithelium|columnar/cuboidal epithelial cell|extracellular matrix
AEO:0001016	developing mesenchymal structure				
AEO:0001017	dermatome				
AEO:0001018	myotome				
AEO:0001019	developing germ cell population				
AEO:0001020	reproductive cell population	UBERON:0000468	multi-cellular organism	GO:0031012|CL:0000586	extracellular matrix|germ cell
AEO:0001021	stem cell population	UBERON:0000468	multi-cellular organism	GO:0005623|GO:0031012	cell|extracellular matrix
BFO:0000003	occurrent				
BFO:0000030	object				
BFO:0000040	material entity				
CARO:0000049	protandrous hermaphroditic organism			GO:0005623	cell
CARO:0000050	protogynous hermaphroditic organism			GO:0005623	cell
CARO:0000064	single cell organism				
CHEBI:15355	acetylcholine				
CHEBI:15440	squalene				
CHEBI:15760	tyramine				
CHEBI:16646	carbohydrate				
CHEBI:16670	peptide				
CHEBI:16865	gamma-aminobutyric acid				
CHEBI:17029	chitin				
CHEBI:17089	glycoprotein				
CHEBI:17134	octopamine				
CHEBI:18000	aralkylamine				
CHEBI:18059	lipid				
CHEBI:18085	glycosaminoglycan				
CHEBI:18154	polysaccharide				
CHEBI:18237	glutamic acid				
CHEBI:18243	dopamine				
CHEBI:18246	(1->4)-beta-D-glucan				
CHEBI:18295	histamine				
CHEBI:21638	N-acylglucosamine				
CHEBI:21656	N-acyl-hexosamine				
CHEBI:22331	alkylamines				
CHEBI:22478	amino alcohol				
CHEBI:22506	aminoglycan				
CHEBI:22625	aromatic diol				
CHEBI:22728	benzopyrrole				
CHEBI:22985	calcium molecular entity				
CHEBI:23016	carbonates				
CHEBI:23213	choline ester				
CHEBI:23367	molecular entity				
CHEBI:23677	diazole				
CHEBI:23824	diol				
CHEBI:23981	ethanolamines				
CHEBI:24271	glucosamines				
CHEBI:24431	chemical entity				
CHEBI:24532	organic heterocyclic compound				
CHEBI:24586	hexosamine				
CHEBI:24632	hydrocarbon				
CHEBI:24651	hydroxides				
CHEBI:24780	imidazoles				
CHEBI:24828	indoles				
CHEBI:24833	oxoacid				
CHEBI:24866	salt				
CHEBI:24870	ion				
CHEBI:24913	isoprenoid				
CHEBI:25384	monocarboxylic acid				
CHEBI:25693	organic heteromonocyclic compound				
CHEBI:25806	oxygen molecular entity				
CHEBI:25990	phenylethanolamines				
CHEBI:26469	quaternary nitrogen compound				
CHEBI:26607	saturated fatty acid				
CHEBI:26666	short-chain fatty acid				
CHEBI:27162	tryptamines				
CHEBI:27171	organic heterobicyclic compound				
CHEBI:27175	tyramines				
CHEBI:28790	serotonin				
CHEBI:28793	beta-D-glucan				
CHEBI:28963	amino sugar				
CHEBI:30879	alcohol				
CHEBI:32877	primary amine				
CHEBI:32952	amine				
CHEBI:32988	amide				
CHEBI:3311	calcium carbonate				
CHEBI:33245	organic fundamental parent				
CHEBI:33256	primary amide				
CHEBI:33285	heteroorganic entity				
CHEBI:33299	alkaline earth molecular entity				
CHEBI:33302	pnictogen molecular entity				
CHEBI:33304	chalcogen molecular entity				
CHEBI:33308	carboxylic ester				
CHEBI:33566	catechols				
CHEBI:33567	catecholamine				
CHEBI:33570	benzenediols				
CHEBI:33575	carboxylic acid				
CHEBI:33579	main group molecular entity				
CHEBI:33582	carbon group molecular entity				
CHEBI:33595	cyclic compound				
CHEBI:33608	hydrogen molecular entity				
CHEBI:33636	bicyclic compound				
CHEBI:33655	aromatic compound				
CHEBI:33659	organic aromatic compound				
CHEBI:33661	monocyclic compound				
CHEBI:33670	heteromonocyclic compound				
CHEBI:33672	heterobicyclic compound				
CHEBI:33674	s-block molecular entity				
CHEBI:33675	p-block molecular entity				
CHEBI:33692	hydrides				
CHEBI:33694	biomacromolecule				
CHEBI:33695	information biomacromolecule				
CHEBI:33702	polyatomic cation				
CHEBI:33704	alpha-amino acid				
CHEBI:33707	gamma-amino acid				
CHEBI:33709	amino acid				
CHEBI:33822	organic hydroxy compound				
CHEBI:33832	organic cyclic compound				
CHEBI:33833	heteroarene				
CHEBI:33837	conjugated protein				
CHEBI:33839	macromolecule				
CHEBI:33853	phenols				
CHEBI:35156	calcium salt				
CHEBI:35186	terpene				
CHEBI:35191	triterpene				
CHEBI:35267	quaternary ammonium ion				
CHEBI:35274	ammonium ion				
CHEBI:35287	acylcholine				
CHEBI:35352	organonitrogen compound				
CHEBI:35366	fatty acid				
CHEBI:35701	ester				
CHEBI:36080	protein				
CHEBI:36357	polyatomic entity				
CHEBI:36358	polyatomic ion				
CHEBI:36364	alkaline earth salt				
CHEBI:36586	carbonyl compound				
CHEBI:36587	organic oxo compound				
CHEBI:36916	cation				
CHEBI:36962	organochalcogen compound				
CHEBI:36963	organooxygen compound				
CHEBI:37163	glucan				
CHEBI:37164	homopolysaccharide				
CHEBI:37175	organic hydride				
CHEBI:37395	mucopolysaccharide				
CHEBI:37577	heteroatomic molecular entity				
CHEBI:37622	carboxamide				
CHEBI:38101	organonitrogen heterocyclic compound				
CHEBI:38180	polycyclic heteroarene				
CHEBI:39418	straight-chain saturated fatty acid				
CHEBI:46662	mineral				
CHEBI:46721	carbonate salt				
CHEBI:46723	phosphate mineral				
CHEBI:47622	acetate ester				
CHEBI:50047	organic amino compound				
CHEBI:50860	organic molecular entity				
CHEBI:50994	primary amino compound				
CHEBI:51143	nitrogen molecular entity				
CHEBI:52254	apatite				
CHEBI:52255	hydroxylapatite				
CHEBI:5686	heterocyclic compound				
CHEBI:59650	amino fatty acid				
CHEBI:59999	chemical substance				
CHEBI:60004	mixture				
CHEBI:60690	nitrogen-containing fatty acid				
CHEBI:60926	amino monosaccharide				
CHEBI:63299	carbohydrate derivative				
CHEBI:64708	one-carbon compound				
CHEBI:65212	polysaccharide derivative				
CL:0000000	cell				
CL:0000001	primary cultured cell				
CL:0000003	native cell				
CL:0000005	fibroblast neural crest derived	UBERON:0002384	connective tissue		
CL:0000006	neuronal receptor cell	UBERON:0001016	nervous system		
CL:0000007	early embryonic cell				
CL:0000008	migratory cranial neural crest cell				
CL:0000010	cultured cell				
CL:0000011	migratory trunk neural crest cell				
CL:0000014	germ line stem cell				
CL:0000015	male germ cell				
CL:0000016	male germ line stem cell				
CL:0000017	spermatocyte				
CL:0000018	spermatid				
CL:0000019	sperm				
CL:0000020	spermatogonium				
CL:0000021	female germ cell				
CL:0000022	female germ line stem cell				
CL:0000023	oocyte				
CL:0000024	oogonial cell				
CL:0000025	egg cell				
CL:0000026	invertebrate nurse cell				
CL:0000027	smooth muscle cell neural crest derived				
CL:0000028	CNS neuron (sensu Nematoda and Protostomia)	UBERON:0001016	nervous system		
CL:0000029	neuron neural crest derived	UBERON:0001016	nervous system		
CL:0000030	glioblast				
CL:0000031	neuroblast	UBERON:0001017	central nervous system		
CL:0000032	neuroplacodal cell				
CL:0000033	apocrine cell				
CL:0000034	stem cell				
CL:0000035	single fate stem cell				
CL:0000036	epithelial fate stem cell				
CL:0000037	hematopoietic stem cell				
CL:0000038	erythroid progenitor cell				
CL:0000039	germ line cell				
CL:0000040	monoblast				
CL:0000041	mature eosinophil	UBERON:0002405	immune system		
CL:0000042	neutrophilic myeloblast				
CL:0000043	mature basophil	UBERON:0002368|UBERON:0002405	endocrine gland|immune system		
CL:0000047	neuronal stem cell	UBERON:0001017	central nervous system		
CL:0000048	multi fate stem cell				
CL:0000049	common myeloid progenitor				
CL:0000050	megakaryocyte-erythroid progenitor cell				
CL:0000051	common lymphoid progenitor				
CL:0000052	totipotent stem cell				
CL:0000054	bone matrix secreting cell				
CL:0000055	non-terminally differentiated cell				
CL:0000056	myoblast				
CL:0000057	fibroblast	UBERON:0002384	connective tissue		
CL:0000058	chondroblast	UBERON:0002384	connective tissue		
CL:0000059	ameloblast	UBERON:0005176	tooth enamel organ		
CL:0000060	odontoblast	UBERON:0005176	tooth enamel organ		
CL:0000061	cementoblast	UBERON:0002384|UBERON:0005176	connective tissue|tooth enamel organ		
CL:0000062	osteoblast	UBERON:0002384	connective tissue		
CL:0000064	ciliated cell				
CL:0000065	ependymal cell				
CL:0000066	epithelial cell				
CL:0000067	ciliated epithelial cell				
CL:0000068	duct epithelial cell	UBERON:0000058	duct		
CL:0000069	branched duct epithelial cell	UBERON:0000058	duct		
CL:0000071	blood vessel endothelial cell	UBERON:0004638	blood vessel endothelium		
CL:0000072	non-branched duct epithelial cell	UBERON:0000058	duct		
CL:0000073	barrier epithelial cell				
CL:0000075	columnar/cuboidal epithelial cell				
CL:0000076	squamous epithelial cell				
CL:0000077	mesothelial cell				
CL:0000078	peridermal cell				
CL:0000079	stratified epithelial cell				
CL:0000080	circulating cell	UBERON:0000179	haemolymphatic fluid		
CL:0000081	blood cell				
CL:0000082	epithelial cell of lung	UBERON:0000115	lung epithelium		
CL:0000083	epithelial cell of pancreas	UBERON:0001264	pancreas		
CL:0000084	T cell	UBERON:0002405	immune system		
CL:0000085	germ line stem cell (sensu Vertebrata)				
CL:0000086	germ line stem cell (sensu Nematoda and Protostomia)				
CL:0000087	male germ line stem cell (sensu Nematoda and Protostomia)				
CL:0000088	female germ line stem cell (sensu Nematoda and Protostomia)				
CL:0000089	male germ line stem cell (sensu Vertebrata)				
CL:0000090	female germ line stem cell (sensu Vertebrata)				
CL:0000091	Kupffer cell	UBERON:0001281|UBERON:0002405	hepatic sinusoid|immune system		
CL:0000092	osteoclast	UBERON:0001474|UBERON:0002405	bone element|immune system		
CL:0000094	granulocyte	UBERON:0002405	immune system		
CL:0000095	neuron associated cell	UBERON:0001016	nervous system		
CL:0000096	mature neutrophil	UBERON:0002405	immune system		
CL:0000097	mast cell	UBERON:0002368|UBERON:0002405	endocrine gland|immune system		
CL:0000098	sensory epithelial cell				
CL:0000099	interneuron	UBERON:0001016	nervous system		
CL:0000100	motor neuron	UBERON:0001016	nervous system		
CL:0000101	sensory neuron	UBERON:0001016	nervous system		
CL:0000102	polymodal neuron	UBERON:0001016	nervous system		
CL:0000103	bipolar neuron	UBERON:0001016	nervous system		
CL:0000104	multipolar neuron	UBERON:0001016	nervous system		
CL:0000105	pseudounipolar neuron	UBERON:0001016	nervous system		
CL:0000106	unipolar neuron	UBERON:0001016	nervous system		
CL:0000107	autonomic neuron	UBERON:0002410	autonomic nervous system		
CL:0000108	cholinergic neuron	UBERON:0001016	nervous system		
CL:0000109	adrenergic neuron	UBERON:0001016	nervous system		
CL:0000110	peptidergic neuron	UBERON:0001016	nervous system		
CL:0000111	peripheral neuron	UBERON:0001016	nervous system		
CL:0000112	columnar neuron	UBERON:0001016	nervous system		
CL:0000113	mononuclear phagocyte				
CL:0000114	surface ectodermal cell	UBERON:0000924	ectoderm		
CL:0000115	endothelial cell				
CL:0000116	pioneer neuron	UBERON:0001016	nervous system		
CL:0000117	CNS neuron (sensu Vertebrata)	UBERON:0001016	nervous system		
CL:0000118	basket cell	UBERON:0001016	nervous system		
CL:0000119	Golgi cell	UBERON:0001016	nervous system		
CL:0000120	granule cell	UBERON:0001016	nervous system		
CL:0000121	Purkinje cell	UBERON:0001016	nervous system		
CL:0000122	stellate cell	UBERON:0001016	nervous system		
CL:0000123	neuron associated cell (sensu Vertebrata)	UBERON:0001016	nervous system		
CL:0000124	glial cell (sensu Nematoda and Protostomia)	UBERON:0001016	nervous system		
CL:0000125	glial cell	UBERON:0001016	nervous system		
CL:0000126	macroglial cell	UBERON:0001016	nervous system		
CL:0000127	astrocyte	UBERON:0001017	central nervous system		
CL:0000128	oligodendrocyte	UBERON:0001017	central nervous system		
CL:0000129	microglial cell	UBERON:0001017|UBERON:0000479|UBERON:0002405	central nervous system|tissue|immune system		
CL:0000130	neuron associated cell (sensu Nematoda and Protostomia)	UBERON:0001016	nervous system		
CL:0000131	gut endothelial cell				
CL:0000132	corneal endothelial cell				
CL:0000133	neurectodermal cell	UBERON:0000924	ectoderm		
CL:0000134	mesenchymal cell	UBERON:0002384	connective tissue		
CL:0000135	fibrocyte	UBERON:0002384	connective tissue		
CL:0000136	fat cell	UBERON:0002384	connective tissue		
CL:0000137	osteocyte	UBERON:0002481	bone tissue		
CL:0000138	chondrocyte	UBERON:0002384	connective tissue		
CL:0000140	odontocyte	UBERON:0002384	connective tissue		
CL:0000141	cementocyte	UBERON:0002481|UBERON:0005176	bone tissue|tooth enamel organ		
CL:0000142	hyalocyte	UBERON:0002384	connective tissue		
CL:0000143	guidepost cell	UBERON:0001016	nervous system		
CL:0000145	professional antigen presenting cell				
CL:0000146	simple columnar epithelial cell				
