ClassID	ClassLabel	RO_0002496 existence starts during or after ID	RO_0002496 existence starts during or after Label	RO_0002497 existence ends during or before ID	RO_0002497 existence ends during or before Label
CARO:0000063	asexual organism	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CARO:0000064	single cell organism	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CHEBI:15440	squalene				
CHEBI:16247	phospholipid				
CHEBI:16646	carbohydrate				
CHEBI:16990	bilirubin				
CHEBI:17029	chitin				
CHEBI:17089	glycoprotein				
CHEBI:17761	ceramide				
CHEBI:18059	lipid				
CHEBI:18085	glycosaminoglycan				
CHEBI:18154	polysaccharide				
CHEBI:18246	(1->4)-beta-D-glucan				
CHEBI:21638	N-acylglucosamine				
CHEBI:21656	N-acyl-hexosamine				
CHEBI:22478	amino alcohol				
CHEBI:22506	aminoglycan				
CHEBI:22868	bile salt				
CHEBI:22985	calcium molecular entity				
CHEBI:23016	carbonates				
CHEBI:23044	carotenoid				
CHEBI:23045	carotenol				
CHEBI:23079	cerebroside				
CHEBI:23213	choline ester				
CHEBI:23217	cholines				
CHEBI:23367	molecular entity				
CHEBI:23981	ethanolamines				
CHEBI:24271	glucosamines				
CHEBI:24402	glycosphingolipid				
CHEBI:24431	chemical entity				
CHEBI:24532	organic heterocyclic compound				
CHEBI:24586	hexosamine				
CHEBI:24632	hydrocarbon				
CHEBI:24651	hydroxides				
CHEBI:24833	oxoacid				
CHEBI:24866	salt				
CHEBI:24868	organic salt				
CHEBI:24870	ion				
CHEBI:24913	isoprenoid				
CHEBI:25046	linear tetrapyrrole				
CHEBI:25367	molecule				
CHEBI:25513	neutral glycosphingolipid				
CHEBI:25703	organic phosphate				
CHEBI:25710	organophosphorus compound				
CHEBI:25806	oxygen molecular entity				
CHEBI:26020	phosphate				
CHEBI:26079	phosphoric acid derivative				
CHEBI:26082	phosphorus molecular entity				
CHEBI:26214	porphyrins				
CHEBI:26469	quaternary nitrogen compound				
CHEBI:26712	sodium molecular entity				
CHEBI:26714	sodium salt				
CHEBI:26739	sphingolipid				
CHEBI:26873	terpenoid				
CHEBI:26932	tetrapyrrole				
CHEBI:26935	tetraterpenoid				
CHEBI:27325	xanthophyll				
CHEBI:27369	zwitterion				
CHEBI:27547	zeaxanthin				
CHEBI:28793	beta-D-glucan				
CHEBI:28838	lutein				
CHEBI:28963	amino sugar				
CHEBI:30879	alcohol				
CHEBI:32988	amide				
CHEBI:3311	calcium carbonate				
CHEBI:33241	oxoacid derivative				
CHEBI:33245	organic fundamental parent				
CHEBI:33256	primary amide				
CHEBI:33285	heteroorganic entity				
CHEBI:33296	alkali metal molecular entity				
CHEBI:33299	alkaline earth molecular entity				
CHEBI:33302	pnictogen molecular entity				
CHEBI:33304	chalcogen molecular entity				
CHEBI:33563	glycolipid				
CHEBI:33575	carboxylic acid				
CHEBI:33579	main group molecular entity				
CHEBI:33582	carbon group molecular entity				
CHEBI:33595	cyclic compound				
CHEBI:33608	hydrogen molecular entity				
CHEBI:33635	polycyclic compound				
CHEBI:33655	aromatic compound				
CHEBI:33659	organic aromatic compound				
CHEBI:33674	s-block molecular entity				
CHEBI:33675	p-block molecular entity				
CHEBI:33692	hydrides				
CHEBI:33694	biomacromolecule				
CHEBI:33695	information biomacromolecule				
CHEBI:33702	polyatomic cation				
CHEBI:33822	organic hydroxy compound				
CHEBI:33832	organic cyclic compound				
CHEBI:33833	heteroarene				
CHEBI:33837	conjugated protein				
CHEBI:33839	macromolecule				
CHEBI:35156	calcium salt				
CHEBI:35186	terpene				
CHEBI:35191	triterpene				
CHEBI:35267	quaternary ammonium ion				
CHEBI:35274	ammonium ion				
CHEBI:35281	onium betaine				
CHEBI:35284	ammonium betaine				
CHEBI:35341	steroid				
CHEBI:35352	organonitrogen compound				
CHEBI:35479	alkali metal salt				
CHEBI:35507	natural product fundamental parent				
CHEBI:35605	carbon oxoacid				
CHEBI:35692	dicarboxylic acid				
CHEBI:35701	ester				
CHEBI:35740	liposaccharide				
CHEBI:35786	phosphosphingolipid				
CHEBI:35794	tetrapyrrole fundamental parent				
CHEBI:36078	cholanoid				
CHEBI:36080	protein				
CHEBI:36277	bile acid salt				
CHEBI:36309	cyclic tetrapyrrole				
CHEBI:36357	polyatomic entity				
CHEBI:36358	polyatomic ion				
CHEBI:36359	phosphorus oxoacid derivative				
CHEBI:36360	phosphorus oxoacids and derivatives				
CHEBI:36364	alkaline earth salt				
CHEBI:36498	galactosylceramide				
CHEBI:36586	carbonyl compound				
CHEBI:36587	organic oxo compound				
CHEBI:36700	phosphocholines				
CHEBI:36735	biladienes				
CHEBI:36916	cation				
CHEBI:36962	organochalcogen compound				
CHEBI:36963	organooxygen compound				
CHEBI:37163	glucan				
CHEBI:37164	homopolysaccharide				
CHEBI:37175	organic hydride				
CHEBI:37395	mucopolysaccharide				
CHEBI:37577	heteroatomic molecular entity				
CHEBI:37622	carboxamide				
CHEBI:37734	phosphoric ester				
CHEBI:38077	polypyrrole				
CHEBI:38101	organonitrogen heterocyclic compound				
CHEBI:38700	organic sodium salt				
CHEBI:46662	mineral				
CHEBI:46721	carbonate salt				
CHEBI:46723	phosphate mineral				
CHEBI:47882	cyclic polypyrrole				
CHEBI:50047	organic amino compound				
CHEBI:50860	organic molecular entity				
CHEBI:51143	nitrogen molecular entity				
CHEBI:51151	dipolar compound				
CHEBI:51958	organic polycyclic compound				
CHEBI:52254	apatite				
CHEBI:52255	hydroxylapatite				
CHEBI:5254	galactolipid				
CHEBI:5686	heterocyclic compound				
CHEBI:59999	chemical substance				
CHEBI:60926	amino monosaccharide				
CHEBI:62941	glycosylceramide				
CHEBI:63299	carbohydrate derivative				
CHEBI:64583	sphingomyelin				
CHEBI:64708	one-carbon compound				
CHEBI:64709	organic acid				
CHEBI:65212	polysaccharide derivative				
CHEBI:72695	organic molecule				
CHEBI:78616	carbohydrates and carbohydrate derivatives				
CHEBI:8337	porphyrin				
CL:0000000	cell				
CL:0000001	primary cultured cell				
CL:0000003	native cell	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000005	fibroblast neural crest derived	HsapDv:0000018	CS11 (human)	UBERON:0000071	death stage
CL:0000006	neuronal receptor cell	HsapDv:0000018	CS11 (human)	UBERON:0000066	fully formed stage
CL:0000007	early embryonic cell	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000008	migratory cranial neural crest cell	HsapDv:0000018	CS11 (human)	UBERON:0000071	death stage
CL:0000010	cultured cell				
CL:0000011	migratory trunk neural crest cell	HsapDv:0000018	CS11 (human)	UBERON:0000071	death stage
CL:0000014	germ line stem cell	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000015	male germ cell	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000016	male germ line stem cell	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000017	spermatocyte	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000018	spermatid	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000019	sperm	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000020	spermatogonium	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000021	female germ cell	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000022	female germ line stem cell	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000023	oocyte	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000024	oogonial cell	HsapDv:0000007	CS03 (human)	UBERON:0000071	death stage
CL:0000025	egg cell	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000026	invertebrate nurse cell	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000027	smooth muscle cell neural crest derived	HsapDv:0000018	CS11 (human)	UBERON:0000071	death stage
CL:0000028	CNS neuron (sensu Nematoda and Protostomia)	HsapDv:0000018	CS11 (human)	UBERON:0000066	fully formed stage
CL:0000029	neuron neural crest derived	HsapDv:0000018	CS11 (human)	UBERON:0000066	fully formed stage
CL:0000030	glioblast	HsapDv:0000034	CS06a (human)	UBERON:0000071	death stage
CL:0000031	neuroblast	HsapDv:0000018	CS11 (human)	UBERON:0000066	fully formed stage
CL:0000032	neuroplacodal cell	HsapDv:0000034	CS06a (human)	UBERON:0000071	death stage
CL:0000033	apocrine cell	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000034	stem cell	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000035	single fate stem cell	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000036	epithelial fate stem cell	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000037	hematopoietic stem cell	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000038	erythroid progenitor cell	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000039	germ line cell	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000040	monoblast	HsapDv:0000016	CS09 (human)	UBERON:0000071	death stage
CL:0000041	mature eosinophil	HsapDv:0000016	CS09 (human)	UBERON:0000066	fully formed stage
CL:0000042	neutrophilic myeloblast	HsapDv:0000016	CS09 (human)	UBERON:0000071	death stage
CL:0000043	mature basophil	HsapDv:0000017	CS10 (human)	UBERON:0000066	fully formed stage
CL:0000047	neuronal stem cell	HsapDv:0000018	CS11 (human)	UBERON:0000066	fully formed stage
CL:0000048	multi fate stem cell	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000049	common myeloid progenitor	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000050	megakaryocyte-erythroid progenitor cell	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000051	common lymphoid progenitor	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000052	totipotent stem cell	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000054	bone matrix secreting cell	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000055	non-terminally differentiated cell	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000056	myoblast	HsapDv:0000035	CS06b (human)	UBERON:0000071	death stage
CL:0000057	fibroblast	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000058	chondroblast	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000059	ameloblast	HsapDv:0000024	CS17 (human)	UBERON:0000066	fully formed stage
CL:0000060	odontoblast	HsapDv:0000024	CS17 (human)	UBERON:0000066	fully formed stage
CL:0000061	cementoblast	HsapDv:0000024	CS17 (human)	UBERON:0000066	fully formed stage
CL:0000062	osteoblast	HsapDv:0000018	CS11 (human)	UBERON:0000071	death stage
CL:0000064	ciliated cell	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000065	ependymal cell	HsapDv:0000034	CS06a (human)	UBERON:0000071	death stage
CL:0000066	epithelial cell	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000067	ciliated epithelial cell	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000068	duct epithelial cell	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000069	branched duct epithelial cell	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000071	blood vessel endothelial cell	HsapDv:0000016	CS09 (human)	UBERON:0000066	fully formed stage
CL:0000072	non-branched duct epithelial cell	HsapDv:0000035	CS06b (human)	UBERON:0000071	death stage
CL:0000073	barrier epithelial cell	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000075	columnar/cuboidal epithelial cell	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000076	squamous epithelial cell	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000077	mesothelial cell	HsapDv:0000035	CS06b (human)	UBERON:0000071	death stage
CL:0000078	peridermal cell	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000079	stratified epithelial cell	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000080	circulating cell	UBERON:0000111|HsapDv:0000034	organogenesis stage|CS06a (human)	UBERON:0000071	death stage
CL:0000081	blood cell	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000082	epithelial cell of lung	HsapDv:0000024	CS17 (human)	UBERON:0000066	fully formed stage
CL:0000083	epithelial cell of pancreas	HsapDv:0000024	CS17 (human)	UBERON:0000071	death stage
CL:0000084	T cell	UBERON:0000111	organogenesis stage	UBERON:0000066	fully formed stage
CL:0000085	germ line stem cell (sensu Vertebrata)	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000086	germ line stem cell (sensu Nematoda and Protostomia)	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000087	male germ line stem cell (sensu Nematoda and Protostomia)	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000088	female germ line stem cell (sensu Nematoda and Protostomia)	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000089	male germ line stem cell (sensu Vertebrata)	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000090	female germ line stem cell (sensu Vertebrata)	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000091	Kupffer cell	HsapDv:0000016	CS09 (human)	UBERON:0000066	fully formed stage
CL:0000092	osteoclast	HsapDv:0000016	CS09 (human)	UBERON:0000066	fully formed stage
CL:0000094	granulocyte	UBERON:0000111	organogenesis stage	UBERON:0000066	fully formed stage
CL:0000095	neuron associated cell	HsapDv:0000018	CS11 (human)	UBERON:0000066	fully formed stage
CL:0000096	mature neutrophil	HsapDv:0000016	CS09 (human)	UBERON:0000066	fully formed stage
CL:0000097	mast cell	HsapDv:0000017	CS10 (human)	UBERON:0000066	fully formed stage
CL:0000098	sensory epithelial cell	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000099	interneuron	HsapDv:0000018	CS11 (human)	UBERON:0000066	fully formed stage
CL:0000100	motor neuron	HsapDv:0000018	CS11 (human)	UBERON:0000066	fully formed stage
CL:0000101	sensory neuron	HsapDv:0000018	CS11 (human)	UBERON:0000066	fully formed stage
CL:0000102	polymodal neuron	HsapDv:0000018	CS11 (human)	UBERON:0000066	fully formed stage
CL:0000103	bipolar neuron	HsapDv:0000018	CS11 (human)	UBERON:0000066	fully formed stage
CL:0000104	multipolar neuron	HsapDv:0000018	CS11 (human)	UBERON:0000066	fully formed stage
CL:0000105	pseudounipolar neuron	HsapDv:0000018	CS11 (human)	UBERON:0000066	fully formed stage
CL:0000106	unipolar neuron	HsapDv:0000018	CS11 (human)	UBERON:0000066	fully formed stage
CL:0000107	autonomic neuron	HsapDv:0000020	Carnegie stage 13 (human)	UBERON:0000066	fully formed stage
CL:0000108	cholinergic neuron	HsapDv:0000018	CS11 (human)	UBERON:0000066	fully formed stage
CL:0000109	adrenergic neuron	HsapDv:0000018	CS11 (human)	UBERON:0000066	fully formed stage
CL:0000110	peptidergic neuron	HsapDv:0000018	CS11 (human)	UBERON:0000066	fully formed stage
CL:0000111	peripheral neuron	HsapDv:0000018	CS11 (human)	UBERON:0000066	fully formed stage
CL:0000112	columnar neuron	HsapDv:0000018	CS11 (human)	UBERON:0000066	fully formed stage
CL:0000113	mononuclear phagocyte	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000114	surface ectodermal cell	HsapDv:0000034	CS06a (human)	UBERON:0000068	embryo stage
CL:0000115	endothelial cell	HsapDv:0000035	CS06b (human)	UBERON:0000071	death stage
CL:0000116	pioneer neuron	HsapDv:0000018	CS11 (human)	UBERON:0000066	fully formed stage
CL:0000117	CNS neuron (sensu Vertebrata)	HsapDv:0000018	CS11 (human)	UBERON:0000066	fully formed stage
CL:0000118	basket cell	HsapDv:0000018	CS11 (human)	UBERON:0000066	fully formed stage
CL:0000119	cerebellar Golgi cell	HsapDv:0000024	CS17 (human)	UBERON:0000066	fully formed stage
CL:0000120	granule cell	HsapDv:0000018	CS11 (human)	UBERON:0000066	fully formed stage
CL:0000121	Purkinje cell	HsapDv:0000024	CS17 (human)	UBERON:0000066	fully formed stage
CL:0000122	stellate cell	HsapDv:0000018	CS11 (human)	UBERON:0000066	fully formed stage
CL:0000123	neuron associated cell (sensu Vertebrata)	HsapDv:0000018	CS11 (human)	UBERON:0000066	fully formed stage
CL:0000124	glial cell (sensu Nematoda and Protostomia)	HsapDv:0000018	CS11 (human)	UBERON:0000066	fully formed stage
CL:0000125	glial cell	HsapDv:0000018	CS11 (human)	UBERON:0000066	fully formed stage
CL:0000126	macroglial cell	HsapDv:0000018	CS11 (human)	UBERON:0000066	fully formed stage
CL:0000127	astrocyte	HsapDv:0000018	CS11 (human)	UBERON:0000066	fully formed stage
CL:0000128	oligodendrocyte	HsapDv:0000018	CS11 (human)	UBERON:0000066	fully formed stage
CL:0000129	microglial cell	HsapDv:0000018	CS11 (human)	UBERON:0000066	fully formed stage
CL:0000130	neuron associated cell (sensu Nematoda and Protostomia)	HsapDv:0000018	CS11 (human)	UBERON:0000066	fully formed stage
CL:0000131	gut endothelial cell	HsapDv:0000035	CS06b (human)	UBERON:0000071	death stage
CL:0000132	corneal endothelial cell	HsapDv:0000018	CS11 (human)	UBERON:0000071	death stage
CL:0000133	neurectodermal cell	HsapDv:0000034	CS06a (human)	UBERON:0000068	embryo stage
CL:0000134	mesenchymal cell	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000135	fibrocyte	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000136	fat cell	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000137	osteocyte	HsapDv:0000018	CS11 (human)	UBERON:0000066	fully formed stage
CL:0000138	chondrocyte	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000140	odontocyte	HsapDv:0000024	CS17 (human)	UBERON:0000071	death stage
CL:0000141	cementocyte	HsapDv:0000024	CS17 (human)	UBERON:0000066	fully formed stage
CL:0000142	hyalocyte	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000143	guidepost cell	HsapDv:0000018	CS11 (human)	UBERON:0000066	fully formed stage
CL:0000145	professional antigen presenting cell	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000146	simple columnar epithelial cell	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000147	pigment cell	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000148	melanocyte	HsapDv:0000018	CS11 (human)	UBERON:0000071	death stage
CL:0000149	visual pigment cell	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000150	glandular epithelial cell	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000151	secretory cell	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000152	exocrine cell	HsapDv:0000019	Carnegie stage 12 (human)	UBERON:0000066	fully formed stage
CL:0000153	GAG secreting cell	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000154	protein secreting cell	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000155	peptic cell	HsapDv:0000020	Carnegie stage 13 (human)	UBERON:0000066	fully formed stage
CL:0000157	surfactant secreting cell	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000158	Clara cell	HsapDv:0000024	CS17 (human)	UBERON:0000066	fully formed stage
CL:0000159	seromucus secreting cell	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000160	goblet cell	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000161	acid secreting cell	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000162	parietal cell	HsapDv:0000020	Carnegie stage 13 (human)	UBERON:0000066	fully formed stage
CL:0000163	endocrine cell	HsapDv:0000017	CS10 (human)	UBERON:0000066	fully formed stage
CL:0000164	enteroendocrine cell	HsapDv:0000017	CS10 (human)	UBERON:0000066	fully formed stage
CL:0000165	neuroendocrine cell	HsapDv:0000017	CS10 (human)	UBERON:0000066	fully formed stage
CL:0000166	chromaffin cell	HsapDv:0000018	CS11 (human)	UBERON:0000066	fully formed stage
CL:0000167	peptide hormone secreting cell	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000168	insulin secreting cell	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000169	type B pancreatic cell	HsapDv:0000024	CS17 (human)	UBERON:0000066	fully formed stage
CL:0000170	glucagon secreting cell	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000171	pancreatic A cell	HsapDv:0000024	CS17 (human)	UBERON:0000066	fully formed stage
CL:0000172	somatostatin secreting cell	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000173	pancreatic D cell	HsapDv:0000024	CS17 (human)	UBERON:0000066	fully formed stage
CL:0000174	steroid hormone secreting cell	HsapDv:0000017	CS10 (human)	UBERON:0000066	fully formed stage
CL:0000175	luteal cell	HsapDv:0000025	Carnegie stage 18 (human)	UBERON:0000066	fully formed stage
CL:0000176	ecdysteroid secreting cell	HsapDv:0000017	CS10 (human)	UBERON:0000066	fully formed stage
CL:0000177	testosterone secreting cell	HsapDv:0000017	CS10 (human)	UBERON:0000066	fully formed stage
CL:0000178	Leydig cell	HsapDv:0000025	Carnegie stage 18 (human)	UBERON:0000066	fully formed stage
CL:0000179	progesterone secreting cell	HsapDv:0000017	CS10 (human)	UBERON:0000066	fully formed stage
CL:0000180	estradiol secreting cell	HsapDv:0000017	CS10 (human)	UBERON:0000066	fully formed stage
CL:0000181	metabolising cell	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000182	hepatocyte	HsapDv:0000024	CS17 (human)	UBERON:0000066	fully formed stage
CL:0000183	contractile cell	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000185	myoepithelial cell	HsapDv:0000035	CS06b (human)	UBERON:0000071	death stage
CL:0000186	myofibroblast cell	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000187	muscle cell	HsapDv:0000035	CS06b (human)	UBERON:0000071	death stage
CL:0000188	skeletal muscle cell	HsapDv:0000024	CS17 (human)	UBERON:0000066	fully formed stage
CL:0000189	slow muscle cell	HsapDv:0000024	CS17 (human)	UBERON:0000066	fully formed stage
CL:0000190	fast muscle cell	HsapDv:0000024	CS17 (human)	UBERON:0000066	fully formed stage
CL:0000192	smooth muscle cell	HsapDv:0000035	CS06b (human)	UBERON:0000071	death stage
CL:0000193	cardiac muscle cell (sensu Arthopoda)	HsapDv:0000024	CS17 (human)	UBERON:0000066	fully formed stage
CL:0000196	flight muscle cell	HsapDv:0000024	CS17 (human)	UBERON:0000066	fully formed stage
CL:0000197	receptor cell	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000198	pain receptor cell	HsapDv:0000018	CS11 (human)	UBERON:0000066	fully formed stage
CL:0000199	mechanoreceptor cell	HsapDv:0000018	CS11 (human)	UBERON:0000066	fully formed stage
CL:0000200	touch receptor cell	HsapDv:0000018	CS11 (human)	UBERON:0000066	fully formed stage
CL:0000202	auditory hair cell	HsapDv:0000024	CS17 (human)	UBERON:0000066	fully formed stage
CL:0000203	gravity sensitive cell	HsapDv:0000018	CS11 (human)	UBERON:0000066	fully formed stage
CL:0000204	acceleration receptive cell	HsapDv:0000018	CS11 (human)	UBERON:0000066	fully formed stage
CL:0000205	thermoreceptor cell	HsapDv:0000018	CS11 (human)	UBERON:0000066	fully formed stage
CL:0000206	chemoreceptor cell	HsapDv:0000018	CS11 (human)	UBERON:0000066	fully formed stage
CL:0000207	olfactory receptor cell	HsapDv:0000018	CS11 (human)	UBERON:0000066	fully formed stage
CL:0000208	pH receptor cell	HsapDv:0000018	CS11 (human)	UBERON:0000066	fully formed stage
CL:0000209	taste receptor cell	HsapDv:0000024	CS17 (human)	UBERON:0000066	fully formed stage
CL:0000210	photoreceptor cell	HsapDv:0000018	CS11 (human)	UBERON:0000066	fully formed stage
CL:0000211	electrically active cell	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000212	absorptive cell	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000213	lining cell	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000214	synovial cell	HsapDv:0000022	Carnegie stage 15 (human)	UBERON:0000066	fully formed stage
CL:0000215	barrier cell	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000216	Sertoli cell	HsapDv:0000025	Carnegie stage 18 (human)	UBERON:0000066	fully formed stage
CL:0000217	insulating cell	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000218	myelinating Schwann cell	HsapDv:0000020	Carnegie stage 13 (human)	UBERON:0000066	fully formed stage
CL:0000219	motile cell	UBERON:0000106	zygote stage	UBERON:0000071	death stage
CL:0000221	ectodermal cell	HsapDv:0000034	CS06a (human)	UBERON:0000068	embryo stage
CL:0000222	mesodermal cell	HsapDv:0000035	CS06b (human)	HsapDv:0000020	Carnegie stage 13 (human)
CL:0000223	endodermal cell	HsapDv:0000035	CS06b (human)	HsapDv:0000018	CS11 (human)
CL:0000225	anucleate cell	UBERON:0000106	zygote stage	UBERON:0000071	death stage
