#curie_map:
#  AcarDv: http://purl.obolibrary.org/obo/AcarDv_
#  BtauDv: http://purl.obolibrary.org/obo/BtauDv_
#  CfamDv: http://purl.obolibrary.org/obo/CfamDv_
#  ChirDv: http://purl.obolibrary.org/obo/ChirDv_
#  CporDv: http://purl.obolibrary.org/obo/CporDv_
#  DpseDv: http://purl.obolibrary.org/obo/DpseDv_
#  DsimDv: http://purl.obolibrary.org/obo/DsimDv_
#  EcabDv: http://purl.obolibrary.org/obo/EcabDv_
#  FcatDv: http://purl.obolibrary.org/obo/FcatDv_
#  GgalDv: http://purl.obolibrary.org/obo/GgalDv_
#  GgorDv: http://purl.obolibrary.org/obo/GgorDv_
#  HsapDv: http://purl.obolibrary.org/obo/HsapDv_
#  MdomDv: http://purl.obolibrary.org/obo/MdomDv_
#  MmulDv: http://purl.obolibrary.org/obo/MmulDv_
#  MmusDv: http://purl.obolibrary.org/obo/MmusDv_
#  OanaDv: http://purl.obolibrary.org/obo/OanaDv_
#  OariDv: http://purl.obolibrary.org/obo/OariDv_
#  OcunDv: http://purl.obolibrary.org/obo/OcunDv_
#  PpanDv: http://purl.obolibrary.org/obo/PpanDv_
#  PtroDv: http://purl.obolibrary.org/obo/PtroDv_
#  RnorDv: http://purl.obolibrary.org/obo/RnorDv_
#  SsalDv: http://purl.obolibrary.org/obo/SsalDv_
#  SscrDv: http://purl.obolibrary.org/obo/SscrDv_
#  UBERON: http://purl.obolibrary.org/obo/UBERON_
#mapping_set_id: http://purl.obolibrary.org/obo/life-stages/mappings.sssom.tsv
#license: http://creativecommons.org/licenses/by/4.0/
#subject_source: http://purl.obolibrary.org/obo/life-stages.owl
subject_id	subject_label	predicate_id	object_id	mapping_justification
ChirDv:0000050	aged stage	semapv:crossSpeciesExactMatch	UBERON:0007222	semapv:UnspecifiedMatching
CporDv:0000000	cavy life cycle stage	semapv:crossSpeciesExactMatch	UBERON:0000105	semapv:UnspecifiedMatching
CporDv:0000001	cavy life cycle	semapv:crossSpeciesExactMatch	UBERON:0000104	semapv:UnspecifiedMatching
CporDv:0000002	prenatal stage	semapv:crossSpeciesExactMatch	UBERON:0000068	semapv:UnspecifiedMatching
CporDv:0000003	immature stage	semapv:crossSpeciesExactMatch	UBERON:0000112	semapv:UnspecifiedMatching
CporDv:0000004	mature stage	semapv:crossSpeciesExactMatch	UBERON:0000113	semapv:UnspecifiedMatching
CporDv:0000005	adulthood stage	semapv:crossSpeciesExactMatch	UBERON:0018241	semapv:UnspecifiedMatching
CporDv:0000006	aged stage	semapv:crossSpeciesExactMatch	UBERON:0007222	semapv:UnspecifiedMatching
DpseDv:0000000	Drosophila pseudobscura life cycle stage	semapv:crossSpeciesExactMatch	UBERON:0000105	semapv:UnspecifiedMatching
DpseDv:0000001	Drosophila pseudobscura life cycle	semapv:crossSpeciesExactMatch	UBERON:0000104	semapv:UnspecifiedMatching
DpseDv:0000002	embryonic stage	semapv:crossSpeciesExactMatch	UBERON:0000068	semapv:UnspecifiedMatching
DpseDv:0000003	larval stage	semapv:crossSpeciesExactMatch	UBERON:0000069	semapv:UnspecifiedMatching
DpseDv:0000004	P-stage	semapv:crossSpeciesExactMatch	UBERON:0000070	semapv:UnspecifiedMatching
DpseDv:0000005	fully formed stage	semapv:crossSpeciesExactMatch	UBERON:0000066	semapv:UnspecifiedMatching
DsimDv:0000000	Drosophila simulans life cycle stage	semapv:crossSpeciesExactMatch	UBERON:0000105	semapv:UnspecifiedMatching
DsimDv:0000001	Drosophila simulans life cycle	semapv:crossSpeciesExactMatch	UBERON:0000104	semapv:UnspecifiedMatching
DsimDv:0000002	embryonic stage	semapv:crossSpeciesExactMatch	UBERON:0000068	semapv:UnspecifiedMatching
DsimDv:0000003	larval stage	semapv:crossSpeciesExactMatch	UBERON:0000069	semapv:UnspecifiedMatching
DsimDv:0000004	P-stage	semapv:crossSpeciesExactMatch	UBERON:0000070	semapv:UnspecifiedMatching
DsimDv:0000005	fully formed stage	semapv:crossSpeciesExactMatch	UBERON:0000066	semapv:UnspecifiedMatching
EcabDv:0000000	life cycle stage	semapv:crossSpeciesExactMatch	UBERON:0000105	semapv:UnspecifiedMatching
EcabDv:0000001	life cycle	semapv:crossSpeciesExactMatch	UBERON:0000104	semapv:UnspecifiedMatching
EcabDv:0000002	prenatal stage	semapv:crossSpeciesExactMatch	UBERON:0000068	semapv:UnspecifiedMatching
EcabDv:0000003	immature stage	semapv:crossSpeciesExactMatch	UBERON:0000112	semapv:UnspecifiedMatching
EcabDv:0000004	mature stage	semapv:crossSpeciesExactMatch	UBERON:0000113	semapv:UnspecifiedMatching
EcabDv:0000005	adulthood stage	semapv:crossSpeciesExactMatch	UBERON:0018241	semapv:UnspecifiedMatching
EcabDv:0000006	aged stage	semapv:crossSpeciesExactMatch	UBERON:0007222	semapv:UnspecifiedMatching
EcabDv:0000007	postnatal stage	semapv:crossSpeciesExactMatch	UBERON:0000066	semapv:UnspecifiedMatching
FcatDv:0000000	life cycle stage	semapv:crossSpeciesExactMatch	UBERON:0000105	semapv:UnspecifiedMatching
FcatDv:0000001	life cycle	semapv:crossSpeciesExactMatch	UBERON:0000104	semapv:UnspecifiedMatching
FcatDv:0000002	prenatal stage	semapv:crossSpeciesExactMatch	UBERON:0000068	semapv:UnspecifiedMatching
FcatDv:0000003	immature stage	semapv:crossSpeciesExactMatch	UBERON:0000112	semapv:UnspecifiedMatching
FcatDv:0000004	mature stage	semapv:crossSpeciesExactMatch	UBERON:0000113	semapv:UnspecifiedMatching
FcatDv:0000005	adulthood stage	semapv:crossSpeciesExactMatch	UBERON:0018241	semapv:UnspecifiedMatching
FcatDv:0000006	aged stage	semapv:crossSpeciesExactMatch	UBERON:0007222	semapv:UnspecifiedMatching
FcatDv:0000007	postnatal stage	semapv:crossSpeciesExactMatch	UBERON:0000066	semapv:UnspecifiedMatching
GgalDv:0000000	life cycle stage	semapv:crossSpeciesExactMatch	UBERON:0000105	semapv:UnspecifiedMatching
GgalDv:0000001	life cycle	semapv:crossSpeciesExactMatch	UBERON:0000104	semapv:UnspecifiedMatching
GgalDv:0000002	prenatal stage	semapv:crossSpeciesExactMatch	UBERON:0000068	semapv:UnspecifiedMatching
GgalDv:0000003	immature stage	semapv:crossSpeciesExactMatch	UBERON:0000112	semapv:UnspecifiedMatching
GgalDv:0000005	juvenile stage	semapv:crossSpeciesExactMatch	UBERON:0034919	semapv:UnspecifiedMatching
GgalDv:0000006	mature stage	semapv:crossSpeciesExactMatch	UBERON:0000113	semapv:UnspecifiedMatching
GgalDv:0000064	cleavage stage	semapv:crossSpeciesExactMatch	UBERON:0000107	semapv:UnspecifiedMatching
GgalDv:0000076	postnatal stage	semapv:crossSpeciesExactMatch	UBERON:0000066	semapv:UnspecifiedMatching
GgalDv:0000077	prime adult stage	semapv:crossSpeciesExactMatch	UBERON:0018241	semapv:UnspecifiedMatching
GgalDv:0000080	late adult stage	semapv:crossSpeciesExactMatch	UBERON:0007222	semapv:UnspecifiedMatching
GgalDv:0000091	blastula stage	semapv:crossSpeciesExactMatch	UBERON:0000108	semapv:UnspecifiedMatching
GgalDv:0000092	gastrula stage	semapv:crossSpeciesExactMatch	UBERON:0000109	semapv:UnspecifiedMatching
GgalDv:0000093	neurula stage	semapv:crossSpeciesExactMatch	UBERON:0000110	semapv:UnspecifiedMatching
GgalDv:0000094	organogenesis stage	semapv:crossSpeciesExactMatch	UBERON:0000111	semapv:UnspecifiedMatching
GgorDv:0000000	life cycle stage	semapv:crossSpeciesExactMatch	UBERON:0000105	semapv:UnspecifiedMatching
GgorDv:0000001	life cycle	semapv:crossSpeciesExactMatch	UBERON:0000104	semapv:UnspecifiedMatching
GgorDv:0000002	prenatal stage	semapv:crossSpeciesExactMatch	UBERON:0000068	semapv:UnspecifiedMatching
GgorDv:0000003	immature stage	semapv:crossSpeciesExactMatch	UBERON:0000112	semapv:UnspecifiedMatching
GgorDv:0000004	nursing stage	semapv:crossSpeciesExactMatch	UBERON:0018685	semapv:UnspecifiedMatching
GgorDv:0000005	juvenile stage	semapv:crossSpeciesExactMatch	UBERON:0034919	semapv:UnspecifiedMatching
GgorDv:0000006	mature stage	semapv:crossSpeciesExactMatch	UBERON:0000113	semapv:UnspecifiedMatching
GgorDv:0000007	adulthood stage	semapv:crossSpeciesExactMatch	UBERON:0018241	semapv:UnspecifiedMatching
GgorDv:0000008	aged stage	semapv:crossSpeciesExactMatch	UBERON:0007222	semapv:UnspecifiedMatching
GgorDv:0000032	postnatal stage	semapv:crossSpeciesExactMatch	UBERON:0000066	semapv:UnspecifiedMatching
HsapDv:0000000	life cycle stage	semapv:crossSpeciesExactMatch	UBERON:0000105	semapv:UnspecifiedMatching
HsapDv:0000001	life cycle	semapv:crossSpeciesExactMatch	UBERON:0000104	semapv:UnspecifiedMatching
HsapDv:0000003	Carnegie stage 01	semapv:crossSpeciesExactMatch	UBERON:0000106	semapv:UnspecifiedMatching
HsapDv:0000005	Carnegie stage 02	semapv:crossSpeciesExactMatch	UBERON:0000107	semapv:UnspecifiedMatching
HsapDv:0000006	blastula stage	semapv:crossSpeciesExactMatch	UBERON:0000108	semapv:UnspecifiedMatching
HsapDv:0000010	gastrula stage	semapv:crossSpeciesExactMatch	UBERON:0000109	semapv:UnspecifiedMatching
HsapDv:0000012	neurula stage	semapv:crossSpeciesExactMatch	UBERON:0000110	semapv:UnspecifiedMatching
HsapDv:0000015	organogenesis stage	semapv:crossSpeciesExactMatch	UBERON:0000111	semapv:UnspecifiedMatching
HsapDv:0000037	fetal stage	semapv:crossSpeciesExactMatch	UBERON:0007220	semapv:UnspecifiedMatching
HsapDv:0000045	prenatal stage	semapv:crossSpeciesExactMatch	UBERON:0000068	semapv:UnspecifiedMatching
HsapDv:0000226	prime adult stage	semapv:crossSpeciesExactMatch	UBERON:0018241	semapv:UnspecifiedMatching
HsapDv:0000227	late adult stage	semapv:crossSpeciesExactMatch	UBERON:0007222	semapv:UnspecifiedMatching
HsapDv:0000258	adult stage	semapv:crossSpeciesExactMatch	UBERON:0000113	semapv:UnspecifiedMatching
HsapDv:0000260	nursing stage (0-11 months)	semapv:crossSpeciesExactMatch	UBERON:0018685	semapv:UnspecifiedMatching
HsapDv:0000261	infant stage	semapv:crossSpeciesExactMatch	UBERON:0034920	semapv:UnspecifiedMatching
HsapDv:0000262	newborn stage (0-28 days)	semapv:crossSpeciesExactMatch	UBERON:0007221	semapv:UnspecifiedMatching
HsapDv:0000264	pediatric stage	semapv:crossSpeciesExactMatch	UBERON:0000112	semapv:UnspecifiedMatching
HsapDv:0000271	juvenile stage (5-14 yo)	semapv:crossSpeciesExactMatch	UBERON:0034919	semapv:UnspecifiedMatching
HsapDv:0010000	postnatal stage	semapv:crossSpeciesExactMatch	UBERON:0000066	semapv:UnspecifiedMatching
MdomDv:0000000	opossum life cycle stage	semapv:crossSpeciesExactMatch	UBERON:0000105	semapv:UnspecifiedMatching
MdomDv:0000001	opossum life cycle	semapv:crossSpeciesExactMatch	UBERON:0000104	semapv:UnspecifiedMatching
MdomDv:0000002	prenatal stage	semapv:crossSpeciesExactMatch	UBERON:0000068	semapv:UnspecifiedMatching
MdomDv:0000003	immature stage	semapv:crossSpeciesExactMatch	UBERON:0000112	semapv:UnspecifiedMatching
MdomDv:0000004	neonate stage	semapv:crossSpeciesExactMatch	UBERON:0007221	semapv:UnspecifiedMatching
MdomDv:0000005	juvenile stage	semapv:crossSpeciesExactMatch	UBERON:0034919	semapv:UnspecifiedMatching
MdomDv:0000006	mature stage	semapv:crossSpeciesExactMatch	UBERON:0000113	semapv:UnspecifiedMatching
MdomDv:0000007	adulthood stage	semapv:crossSpeciesExactMatch	UBERON:0018241	semapv:UnspecifiedMatching
MdomDv:0000025	aged stage	semapv:crossSpeciesExactMatch	UBERON:0007222	semapv:UnspecifiedMatching
MdomDv:0000032	nursing stage	semapv:crossSpeciesExactMatch	UBERON:0018685	semapv:UnspecifiedMatching
MdomDv:0000033	infant stage	semapv:crossSpeciesExactMatch	UBERON:0034920	semapv:UnspecifiedMatching
MmulDv:0000000	life cycle stage	semapv:crossSpeciesExactMatch	UBERON:0000105	semapv:UnspecifiedMatching
MmulDv:0000001	life cycle	semapv:crossSpeciesExactMatch	UBERON:0000104	semapv:UnspecifiedMatching
MmulDv:0000002	prenatal stage	semapv:crossSpeciesExactMatch	UBERON:0000068	semapv:UnspecifiedMatching
MmulDv:0000003	immature stage	semapv:crossSpeciesExactMatch	UBERON:0000112	semapv:UnspecifiedMatching
MmulDv:0000004	nursing stage	semapv:crossSpeciesExactMatch	UBERON:0018685	semapv:UnspecifiedMatching
MmulDv:0000014	juvenile stage	semapv:crossSpeciesExactMatch	UBERON:0034919	semapv:UnspecifiedMatching
MmulDv:0000021	mature stage	semapv:crossSpeciesExactMatch	UBERON:0000113	semapv:UnspecifiedMatching
MmulDv:0000022	adulthood stage	semapv:crossSpeciesExactMatch	UBERON:0018241	semapv:UnspecifiedMatching
MmulDv:0000045	aged stage	semapv:crossSpeciesExactMatch	UBERON:0007222	semapv:UnspecifiedMatching
MmulDv:0000046	newborn stage	semapv:crossSpeciesExactMatch	UBERON:0007221	semapv:UnspecifiedMatching
MmulDv:0000052	postnatal stage	semapv:crossSpeciesExactMatch	UBERON:0000066	semapv:UnspecifiedMatching
MmulDv:0000053	infant stage	semapv:crossSpeciesExactMatch	UBERON:0034920	semapv:UnspecifiedMatching
MmusDv:0000000	life cycle stage	semapv:crossSpeciesExactMatch	UBERON:0000105	semapv:UnspecifiedMatching
MmusDv:0000001	life cycle	semapv:crossSpeciesExactMatch	UBERON:0000104	semapv:UnspecifiedMatching
MmusDv:0000003	Theiler stage 01	semapv:crossSpeciesExactMatch	UBERON:0000106	semapv:UnspecifiedMatching
MmusDv:0000004	cleavage stage	semapv:crossSpeciesExactMatch	UBERON:0000107	semapv:UnspecifiedMatching
MmusDv:0000007	blastula stage	semapv:crossSpeciesExactMatch	UBERON:0000108	semapv:UnspecifiedMatching
MmusDv:0000013	gastrula stage	semapv:crossSpeciesExactMatch	UBERON:0000109	semapv:UnspecifiedMatching
MmusDv:0000017	Theiler stage 11	semapv:crossSpeciesExactMatch	UBERON:0000110	semapv:UnspecifiedMatching
MmusDv:0000018	organogenesis stage	semapv:crossSpeciesExactMatch	UBERON:0000111	semapv:UnspecifiedMatching
MmusDv:0000031	fetal stage	semapv:crossSpeciesExactMatch	UBERON:0007220	semapv:UnspecifiedMatching
MmusDv:0000036	Theiler stage 27	semapv:crossSpeciesExactMatch	UBERON:0007221	semapv:UnspecifiedMatching
MmusDv:0000042	prenatal stage	semapv:crossSpeciesExactMatch	UBERON:0000068	semapv:UnspecifiedMatching
MmusDv:0000043	immature stage	semapv:crossSpeciesExactMatch	UBERON:0000112	semapv:UnspecifiedMatching
MmusDv:0000092	postnatal stage	semapv:crossSpeciesExactMatch	UBERON:0000066	semapv:UnspecifiedMatching
MmusDv:0000110	mature stage	semapv:crossSpeciesExactMatch	UBERON:0000113	semapv:UnspecifiedMatching
MmusDv:0000134	late adult stage	semapv:crossSpeciesExactMatch	UBERON:0007222	semapv:UnspecifiedMatching
MmusDv:0000136	prime adult stage	semapv:crossSpeciesExactMatch	UBERON:0018241	semapv:UnspecifiedMatching
MmusDv:0000138	nursing stage	semapv:crossSpeciesExactMatch	UBERON:0018685	semapv:UnspecifiedMatching
MmusDv:0000177	infant stage	semapv:crossSpeciesExactMatch	UBERON:0034920	semapv:UnspecifiedMatching
MmusDv:0000178	juvenile stage	semapv:crossSpeciesExactMatch	UBERON:0034919	semapv:UnspecifiedMatching
OanaDv:0000000	life cycle stage	semapv:crossSpeciesExactMatch	UBERON:0000105	semapv:UnspecifiedMatching
OanaDv:0000001	life cycle	semapv:crossSpeciesExactMatch	UBERON:0000104	semapv:UnspecifiedMatching
OanaDv:0000002	prenatal stage	semapv:crossSpeciesExactMatch	UBERON:0000068	semapv:UnspecifiedMatching
OanaDv:0000003	immature stage	semapv:crossSpeciesExactMatch	UBERON:0000112	semapv:UnspecifiedMatching
OanaDv:0000004	mature stage	semapv:crossSpeciesExactMatch	UBERON:0000113	semapv:UnspecifiedMatching
OanaDv:0000005	adulthood stage	semapv:crossSpeciesExactMatch	UBERON:0018241	semapv:UnspecifiedMatching
OanaDv:0000006	aged stage	semapv:crossSpeciesExactMatch	UBERON:0007222	semapv:UnspecifiedMatching
OanaDv:0000007	postnatal stage	semapv:crossSpeciesExactMatch	UBERON:0000066	semapv:UnspecifiedMatching
OariDv:0000000	life cycle stage	semapv:crossSpeciesExactMatch	UBERON:0000105	semapv:UnspecifiedMatching
OariDv:0000001	life cycle	semapv:crossSpeciesExactMatch	UBERON:0000104	semapv:UnspecifiedMatching
OariDv:0000002	prenatal stage	semapv:crossSpeciesExactMatch	UBERON:0000068	semapv:UnspecifiedMatching
OariDv:0000003	immature stage	semapv:crossSpeciesExactMatch	UBERON:0000112	semapv:UnspecifiedMatching
OariDv:0000004	suckling stage	semapv:crossSpeciesExactMatch	UBERON:0018685	semapv:UnspecifiedMatching
OariDv:0000005	juvenile stage	semapv:crossSpeciesExactMatch	UBERON:0034919	semapv:UnspecifiedMatching
OariDv:0000006	mature stage	semapv:crossSpeciesExactMatch	UBERON:0000113	semapv:UnspecifiedMatching
OariDv:0000007	adulthood stage	semapv:crossSpeciesExactMatch	UBERON:0018241	semapv:UnspecifiedMatching
OariDv:0000008	aged stage	semapv:crossSpeciesExactMatch	UBERON:0007222	semapv:UnspecifiedMatching
OariDv:0000009	zygote stage	semapv:crossSpeciesExactMatch	UBERON:0000106	semapv:UnspecifiedMatching
OariDv:0000010	cleavage stage	semapv:crossSpeciesExactMatch	UBERON:0000107	semapv:UnspecifiedMatching
OariDv:0000024	postnatal stage	semapv:crossSpeciesExactMatch	UBERON:0000066	semapv:UnspecifiedMatching
OariDv:0000025	blastula stage	semapv:crossSpeciesExactMatch	UBERON:0000108	semapv:UnspecifiedMatching
OariDv:0000026	gastrula stage	semapv:crossSpeciesExactMatch	UBERON:0000109	semapv:UnspecifiedMatching
OariDv:0000027	neurula stage	semapv:crossSpeciesExactMatch	UBERON:0000110	semapv:UnspecifiedMatching
OariDv:0000028	organogenesis stage	semapv:crossSpeciesExactMatch	UBERON:0000111	semapv:UnspecifiedMatching
OcunDv:0000000	rabbit life cycle stage	semapv:crossSpeciesExactMatch	UBERON:0000105	semapv:UnspecifiedMatching
OcunDv:0000001	rabbit life cycle	semapv:crossSpeciesExactMatch	UBERON:0000104	semapv:UnspecifiedMatching
OcunDv:0000002	prenatal stage	semapv:crossSpeciesExactMatch	UBERON:0000068	semapv:UnspecifiedMatching
OcunDv:0000003	immature stage	semapv:crossSpeciesExactMatch	UBERON:0000112	semapv:UnspecifiedMatching
OcunDv:0000004	mature stage	semapv:crossSpeciesExactMatch	UBERON:0000113	semapv:UnspecifiedMatching
OcunDv:0000005	adulthood stage	semapv:crossSpeciesExactMatch	UBERON:0018241	semapv:UnspecifiedMatching
OcunDv:0000006	aged stage	semapv:crossSpeciesExactMatch	UBERON:0007222	semapv:UnspecifiedMatching
PpanDv:0000000	life cycle stage	semapv:crossSpeciesExactMatch	UBERON:0000105	semapv:UnspecifiedMatching
PpanDv:0000001	life cycle	semapv:crossSpeciesExactMatch	UBERON:0000104	semapv:UnspecifiedMatching
PpanDv:0000002	prenatal stage	semapv:crossSpeciesExactMatch	UBERON:0000068	semapv:UnspecifiedMatching
PpanDv:0000003	immature stage	semapv:crossSpeciesExactMatch	UBERON:0000112	semapv:UnspecifiedMatching
PpanDv:0000004	nursing stage	semapv:crossSpeciesExactMatch	UBERON:0018685	semapv:UnspecifiedMatching
PpanDv:0000005	juvenile stage	semapv:crossSpeciesExactMatch	UBERON:0034919	semapv:UnspecifiedMatching
PpanDv:0000016	mature stage	semapv:crossSpeciesExactMatch	UBERON:0000113	semapv:UnspecifiedMatching
PpanDv:0000017	adulthood stage	semapv:crossSpeciesExactMatch	UBERON:0018241	semapv:UnspecifiedMatching
PpanDv:0000040	aged stage	semapv:crossSpeciesExactMatch	UBERON:0007222	semapv:UnspecifiedMatching
PpanDv:0000041	postnatal stage	semapv:crossSpeciesExactMatch	UBERON:0000066	semapv:UnspecifiedMatching
PtroDv:0000000	life cycle stage	semapv:crossSpeciesExactMatch	UBERON:0000105	semapv:UnspecifiedMatching
PtroDv:0000001	life cycle	semapv:crossSpeciesExactMatch	UBERON:0000104	semapv:UnspecifiedMatching
PtroDv:0000002	prenatal stage	semapv:crossSpeciesExactMatch	UBERON:0000068	semapv:UnspecifiedMatching
PtroDv:0000003	immature stage	semapv:crossSpeciesExactMatch	UBERON:0000112	semapv:UnspecifiedMatching
PtroDv:0000004	nursing stage	semapv:crossSpeciesExactMatch	UBERON:0018685	semapv:UnspecifiedMatching
PtroDv:0000005	juvenile stage	semapv:crossSpeciesExactMatch	UBERON:0034919	semapv:UnspecifiedMatching
PtroDv:0000011	mature stage	semapv:crossSpeciesExactMatch	UBERON:0000113	semapv:UnspecifiedMatching
PtroDv:0000012	adulthood stage	semapv:crossSpeciesExactMatch	UBERON:0018241	semapv:UnspecifiedMatching
