?x	?label
_:B05d78df2X2Dc11cX2D4d0aX2D8249X2D260fa42aed22genid76097	
_:B05d78df2X2Dc11cX2D4d0aX2D8249X2D260fa42aed22genid76103	
_:B05d78df2X2Dc11cX2D4d0aX2D8249X2D260fa42aed22genid76109	
_:B05d78df2X2Dc11cX2D4d0aX2D8249X2D260fa42aed22genid76114	
_:B05d78df2X2Dc11cX2D4d0aX2D8249X2D260fa42aed22genid76119	
<http://purl.obolibrary.org/obo/CL_0000000>	"cell"
<http://purl.obolibrary.org/obo/CL_0000008>	"migratory cranial neural crest cell"
<http://purl.obolibrary.org/obo/CL_0000011>	"migratory trunk neural crest cell"
<http://purl.obolibrary.org/obo/CL_0000019>	"sperm"
<http://purl.obolibrary.org/obo/CL_0000020>	"spermatogonium"
<http://purl.obolibrary.org/obo/CL_0000023>	"oocyte"
<http://purl.obolibrary.org/obo/CL_0000025>	"egg cell"
<http://purl.obolibrary.org/obo/CL_0000031>	"neuroblast (sensu Vertebrata)"
<http://purl.obolibrary.org/obo/CL_0000057>	"fibroblast"
<http://purl.obolibrary.org/obo/CL_0000059>	"ameloblast"
<http://purl.obolibrary.org/obo/CL_0000060>	"odontoblast"
<http://purl.obolibrary.org/obo/CL_0000062>	"osteoblast"
<http://purl.obolibrary.org/obo/CL_0000065>	"ependymal cell"
<http://purl.obolibrary.org/obo/CL_0000066>	"epithelial cell"
<http://purl.obolibrary.org/obo/CL_0000067>	"ciliated epithelial cell"
<http://purl.obolibrary.org/obo/CL_0000071>	"blood vessel endothelial cell"
<http://purl.obolibrary.org/obo/CL_0000075>	"columnar/cuboidal epithelial cell"
<http://purl.obolibrary.org/obo/CL_0000076>	"squamous epithelial cell"
<http://purl.obolibrary.org/obo/CL_0000077>	"mesothelial cell"
<http://purl.obolibrary.org/obo/CL_0000084>	"T cell"
<http://purl.obolibrary.org/obo/CL_0000098>	"sensory epithelial cell"
<http://purl.obolibrary.org/obo/CL_0000099>	"interneuron"
<http://purl.obolibrary.org/obo/CL_0000100>	"motor neuron"
<http://purl.obolibrary.org/obo/CL_0000101>	"sensory neuron"
<http://purl.obolibrary.org/obo/CL_0000108>	"cholinergic neuron"
<http://purl.obolibrary.org/obo/CL_0000115>	"endothelial cell"
<http://purl.obolibrary.org/obo/CL_0000118>	"basket cell"
<http://purl.obolibrary.org/obo/CL_0000119>	"cerebellar Golgi cell"
<http://purl.obolibrary.org/obo/CL_0000120>	"granule cell"
<http://purl.obolibrary.org/obo/CL_0000121>	"Purkinje cell"
<http://purl.obolibrary.org/obo/CL_0000122>	"stellate neuron"
<http://purl.obolibrary.org/obo/CL_0000125>	"glial cell"
<http://purl.obolibrary.org/obo/CL_0000127>	"astrocyte"
<http://purl.obolibrary.org/obo/CL_0000133>	"neurectodermal cell"
<http://purl.obolibrary.org/obo/CL_0000136>	"fat cell"
<http://purl.obolibrary.org/obo/CL_0000137>	"osteocyte"
<http://purl.obolibrary.org/obo/CL_0000138>	"chondrocyte"
<http://purl.obolibrary.org/obo/CL_0000148>	"melanocyte"
<http://purl.obolibrary.org/obo/CL_0000149>	"visual pigment cell"
<http://purl.obolibrary.org/obo/CL_0000150>	"glandular epithelial cell"
<http://purl.obolibrary.org/obo/CL_0000151>	"secretory cell"
<http://purl.obolibrary.org/obo/CL_0000155>	"peptic cell"
<http://purl.obolibrary.org/obo/CL_0000158>	"club cell"
<http://purl.obolibrary.org/obo/CL_0000159>	"seromucus secreting cell"
<http://purl.obolibrary.org/obo/CL_0000160>	"goblet cell"
<http://purl.obolibrary.org/obo/CL_0000162>	"parietal cell"
<http://purl.obolibrary.org/obo/CL_0000164>	"enteroendocrine cell"
<http://purl.obolibrary.org/obo/CL_0000165>	"neuroendocrine cell"
<http://purl.obolibrary.org/obo/CL_0000166>	"chromaffin cell"
<http://purl.obolibrary.org/obo/CL_0000168>	"insulin secreting cell"
<http://purl.obolibrary.org/obo/CL_0000172>	"somatostatin secreting cell"
<http://purl.obolibrary.org/obo/CL_0000175>	"luteal cell"
<http://purl.obolibrary.org/obo/CL_0000178>	"Leydig cell"
<http://purl.obolibrary.org/obo/CL_0000182>	"hepatocyte"
<http://purl.obolibrary.org/obo/CL_0000185>	"myoepithelial cell"
<http://purl.obolibrary.org/obo/CL_0000187>	"muscle cell"
<http://purl.obolibrary.org/obo/CL_0000188>	"cell of skeletal muscle"
<http://purl.obolibrary.org/obo/CL_0000189>	"slow muscle cell"
<http://purl.obolibrary.org/obo/CL_0000190>	"fast muscle cell"
<http://purl.obolibrary.org/obo/CL_0000192>	"smooth muscle cell"
<http://purl.obolibrary.org/obo/CL_0000197>	"sensory receptor cell"
<http://purl.obolibrary.org/obo/CL_0000202>	"auditory hair cell"
<http://purl.obolibrary.org/obo/CL_0000206>	"chemoreceptor cell"
<http://purl.obolibrary.org/obo/CL_0000207>	"olfactory receptor cell"
<http://purl.obolibrary.org/obo/CL_0000209>	"taste receptor cell"
<http://purl.obolibrary.org/obo/CL_0000210>	"photoreceptor cell"
<http://purl.obolibrary.org/obo/CL_0000214>	"synovial cell"
<http://purl.obolibrary.org/obo/CL_0000216>	"Sertoli cell"
<http://purl.obolibrary.org/obo/CL_0000221>	"ectodermal cell"
<http://purl.obolibrary.org/obo/CL_0000222>	"mesodermal cell"
<http://purl.obolibrary.org/obo/CL_0000223>	"endodermal cell"
<http://purl.obolibrary.org/obo/CL_0000228>	"multinucleate cell"
<http://purl.obolibrary.org/obo/CL_0000232>	"erythrocyte"
<http://purl.obolibrary.org/obo/CL_0000233>	"platelet"
<http://purl.obolibrary.org/obo/CL_0000234>	"phagocyte"
<http://purl.obolibrary.org/obo/CL_0000235>	"macrophage"
<http://purl.obolibrary.org/obo/CL_0000236>	"B cell"
<http://purl.obolibrary.org/obo/CL_0000242>	"Merkel cell"
<http://purl.obolibrary.org/obo/CL_0000287>	"eye photoreceptor cell"
<http://purl.obolibrary.org/obo/CL_0000295>	"somatotropin secreting cell"
<http://purl.obolibrary.org/obo/CL_0000312>	"keratinocyte"
<http://purl.obolibrary.org/obo/CL_0000313>	"serous secreting cell"
<http://purl.obolibrary.org/obo/CL_0000319>	"mucus secreting cell"
<http://purl.obolibrary.org/obo/CL_0000322>	"pneumocyte"
<http://purl.obolibrary.org/obo/CL_0000327>	"extracellular matrix secreting cell"
<http://purl.obolibrary.org/obo/CL_0000333>	"migratory neural crest cell"
<http://purl.obolibrary.org/obo/CL_0000335>	"mesenchyme condensation cell"
<http://purl.obolibrary.org/obo/CL_0000347>	"scleral cell"
<http://purl.obolibrary.org/obo/CL_0000351>	"trophoblast cell"
<http://purl.obolibrary.org/obo/CL_0000352>	"epiblast cell"
<http://purl.obolibrary.org/obo/CL_0000353>	"blastoderm cell"
<http://purl.obolibrary.org/obo/CL_0000354>	"blastemal cell"
<http://purl.obolibrary.org/obo/CL_0000365>	"animal zygote"
<http://purl.obolibrary.org/obo/CL_0000387>	"hemocyte (sensu Arthropoda)"
<http://purl.obolibrary.org/obo/CL_0000432>	"reticular cell"
<http://purl.obolibrary.org/obo/CL_0000438>	"luteinizing hormone secreting cell"
<http://purl.obolibrary.org/obo/CL_0000439>	"prolactin secreting cell"
<http://purl.obolibrary.org/obo/CL_0000440>	"melanocyte stimulating hormone secreting cell"
<http://purl.obolibrary.org/obo/CL_0000446>	"chief cell of parathyroid gland"
<http://purl.obolibrary.org/obo/CL_0000448>	"white fat cell"
<http://purl.obolibrary.org/obo/CL_0000449>	"brown fat cell"
<http://purl.obolibrary.org/obo/CL_0000451>	"dendritic cell"
<http://purl.obolibrary.org/obo/CL_0000453>	"Langerhans cell"
<http://purl.obolibrary.org/obo/CL_0000457>	"biogenic amine secreting cell"
<http://purl.obolibrary.org/obo/CL_0000467>	"adrenocorticotropic hormone secreting cell"
<http://purl.obolibrary.org/obo/CL_0000501>	"granulosa cell"
<http://purl.obolibrary.org/obo/CL_0000502>	"type D enteroendocrine cell"
<http://purl.obolibrary.org/obo/CL_0000503>	"theca cell"
<http://purl.obolibrary.org/obo/CL_0000508>	"type G enteroendocrine cell"
<http://purl.obolibrary.org/obo/CL_0000525>	"syncytiotrophoblast cell"
<http://purl.obolibrary.org/obo/CL_0000526>	"afferent neuron"
<http://purl.obolibrary.org/obo/CL_0000527>	"efferent neuron"
<http://purl.obolibrary.org/obo/CL_0000530>	"primary neuron"
<http://purl.obolibrary.org/obo/CL_0000540>	"neuron"
<http://purl.obolibrary.org/obo/CL_0000542>	"lymphocyte"
<http://purl.obolibrary.org/obo/CL_0000555>	"neuronal brush cell"
<http://purl.obolibrary.org/obo/CL_0000561>	"amacrine cell"
<http://purl.obolibrary.org/obo/CL_0000566>	"angioblastic mesenchymal cell"
<http://purl.obolibrary.org/obo/CL_0000570>	"parafollicular cell"
<http://purl.obolibrary.org/obo/CL_0000573>	"retinal cone cell"
<http://purl.obolibrary.org/obo/CL_0000586>	"germ cell"
<http://purl.obolibrary.org/obo/CL_0000598>	"pyramidal neuron"
<http://purl.obolibrary.org/obo/CL_0000604>	"retinal rod cell"
<http://purl.obolibrary.org/obo/CL_0000626>	"olfactory granule cell"
<http://purl.obolibrary.org/obo/CL_0000636>	"Mueller cell"
<http://purl.obolibrary.org/obo/CL_0000642>	"folliculostellate cell"
<http://purl.obolibrary.org/obo/CL_0000648>	"kidney granular cell"
<http://purl.obolibrary.org/obo/CL_0000649>	"prickle cell"
<http://purl.obolibrary.org/obo/CL_0000650>	"mesangial cell"
<http://purl.obolibrary.org/obo/CL_0000652>	"pinealocyte"
<http://purl.obolibrary.org/obo/CL_0000653>	"glomerular visceral epithelial cell"
<http://purl.obolibrary.org/obo/CL_0000680>	"muscle precursor cell"
<http://purl.obolibrary.org/obo/CL_0000696>	"PP cell"
<http://purl.obolibrary.org/obo/CL_0000700>	"dopaminergic neuron"
<http://purl.obolibrary.org/obo/CL_0000712>	"stratum granulosum cell"
<http://purl.obolibrary.org/obo/CL_0000737>	"striated muscle cell"
<http://purl.obolibrary.org/obo/CL_0000738>	"leukocyte"
<http://purl.obolibrary.org/obo/CL_0000740>	"retinal ganglion cell"
<http://purl.obolibrary.org/obo/CL_0000745>	"retina horizontal cell"
<http://purl.obolibrary.org/obo/CL_0000746>	"cardiac muscle cell"
<http://purl.obolibrary.org/obo/CL_0000748>	"retinal bipolar neuron"
<http://purl.obolibrary.org/obo/CL_0000788>	"naive B cell"
<http://purl.obolibrary.org/obo/CL_0000848>	"microvillous olfactory receptor neuron"
<http://purl.obolibrary.org/obo/CL_0000853>	"olfactory epithelial support cell"
<http://purl.obolibrary.org/obo/CL_0000856>	"neuromast hair cell"
<http://purl.obolibrary.org/obo/CL_0000881>	"perivascular macrophage"
<http://purl.obolibrary.org/obo/CL_0000893>	"thymocyte"
<http://purl.obolibrary.org/obo/CL_0000988>	"hematopoietic cell"
<http://purl.obolibrary.org/obo/CL_0001031>	"cerebellar granule cell"
<http://purl.obolibrary.org/obo/CL_0001033>	"hippocampal granule cell"
<http://purl.obolibrary.org/obo/CL_0001039>	"terminally differentiated osteoblast"
<http://purl.obolibrary.org/obo/CL_0001040>	"non-terminally differentiated osteoblast"
<http://purl.obolibrary.org/obo/CL_0002062>	"type I pneumocyte"
<http://purl.obolibrary.org/obo/CL_0002063>	"type II pneumocyte"
<http://purl.obolibrary.org/obo/CL_0002064>	"pancreatic acinar cell"
<http://purl.obolibrary.org/obo/CL_0002067>	"type A enteroendocrine cell"
<http://purl.obolibrary.org/obo/CL_0002068>	"Purkinje myocyte"
<http://purl.obolibrary.org/obo/CL_0002073>	"transitional myocyte"
<http://purl.obolibrary.org/obo/CL_0002074>	"myocardial endocrine cell"
<http://purl.obolibrary.org/obo/CL_0002077>	"ecto-epithelial cell"
<http://purl.obolibrary.org/obo/CL_0002081>	"type II cell of carotid body"
<http://purl.obolibrary.org/obo/CL_0002082>	"type II cell of adrenal medulla"
<http://purl.obolibrary.org/obo/CL_0002083>	"type I cell of adrenal medulla"
<http://purl.obolibrary.org/obo/CL_0002092>	"bone marrow cell"
<http://purl.obolibrary.org/obo/CL_0002095>	"hilus cell of ovary"
<http://purl.obolibrary.org/obo/CL_0002136>	"type II cell of adrenal cortex"
<http://purl.obolibrary.org/obo/CL_0002137>	"type III cell of adrenal cortex"
<http://purl.obolibrary.org/obo/CL_0002138>	"endothelial cell of lymphatic vessel"
<http://purl.obolibrary.org/obo/CL_0002145>	"ciliated columnar cell of tracheobronchial tree"
<http://purl.obolibrary.org/obo/CL_0002153>	"corneocyte"
<http://purl.obolibrary.org/obo/CL_0002166>	"epithelial cell of Malassez"
<http://purl.obolibrary.org/obo/CL_0002169>	"basal cell of olfactory epithelium"
<http://purl.obolibrary.org/obo/CL_0002173>	"extraglomerular mesangial cell"
<http://purl.obolibrary.org/obo/CL_0002174>	"follicular cell of ovary"
<http://purl.obolibrary.org/obo/CL_0002187>	"basal cell of epidermis"
<http://purl.obolibrary.org/obo/CL_0002199>	"oxyphil cell of parathyroid gland"
<http://purl.obolibrary.org/obo/CL_0002209>	"intermediate epitheliocyte"
<http://purl.obolibrary.org/obo/CL_0002220>	"interstitial cell of pineal gland"
<http://purl.obolibrary.org/obo/CL_0002240>	"marrow fibroblast"
<http://purl.obolibrary.org/obo/CL_0002248>	"pluripotent stem cell"
<http://purl.obolibrary.org/obo/CL_0002258>	"thyroid follicular cell"
<http://purl.obolibrary.org/obo/CL_0002260>	"epithelial cell of parathyroid gland"
<http://purl.obolibrary.org/obo/CL_0002292>	"type I cell of carotid body"
<http://purl.obolibrary.org/obo/CL_0002293>	"epithelial cell of thymus"
<http://purl.obolibrary.org/obo/CL_0002294>	"type-1 epithelial cell of thymus"
<http://purl.obolibrary.org/obo/CL_0002312>	"somatotroph"
<http://purl.obolibrary.org/obo/CL_0002316>	"supporting cell of vestibular epithelium"
<http://purl.obolibrary.org/obo/CL_0002319>	"neural cell"
<http://purl.obolibrary.org/obo/CL_0002320>	"connective tissue cell"
<http://purl.obolibrary.org/obo/CL_0002324>	"myoepithelial cell of mammary gland"
<http://purl.obolibrary.org/obo/CL_0002367>	"trabecular meshwork cell"
<http://purl.obolibrary.org/obo/CL_0002494>	"cardiocyte"
<http://purl.obolibrary.org/obo/CL_0002499>	"spongiotrophoblast cell"
<http://purl.obolibrary.org/obo/CL_0002573>	"Schwann cell"
<http://purl.obolibrary.org/obo/CL_0002665>	"otic fibrocyte"
<http://purl.obolibrary.org/obo/CL_0002672>	"retinal progenitor cell"
<http://purl.obolibrary.org/obo/CL_0005000>	"spinal cord interneuron"
<http://purl.obolibrary.org/obo/CL_0005009>	"renal principal cell"
<http://purl.obolibrary.org/obo/CL_0007001>	"skeletogenic cell"
<http://purl.obolibrary.org/obo/CL_0007002>	"precementoblast"
<http://purl.obolibrary.org/obo/CL_0007003>	"preodontoblast"
<http://purl.obolibrary.org/obo/CL_0007010>	"preosteoblast"
<http://purl.obolibrary.org/obo/CL_0008002>	"skeletal muscle fiber"
<http://purl.obolibrary.org/obo/CL_0008002>	"skeletal muscle fiber"
<http://purl.obolibrary.org/obo/CL_0008003>	"somatic muscle myotube"
<http://purl.obolibrary.org/obo/CL_0008005>	"obliquely striated somatic muscle cell"
<http://purl.obolibrary.org/obo/CL_0008019>	"mesenchymal cell"
<http://purl.obolibrary.org/obo/CL_0010015>	"coronet cell"
<http://purl.obolibrary.org/obo/CL_0011003>	"magnocellular neurosecretory cell"
<http://purl.obolibrary.org/obo/CL_0011004>	"lens fiber cell"
<http://purl.obolibrary.org/obo/CL_1000274>	"trophectodermal cell"
<http://purl.obolibrary.org/obo/CL_1000303>	"fibroblast of areolar connective tissue"
<http://purl.obolibrary.org/obo/CL_1000306>	"fibroblast of tunica adventitia of artery"
<http://purl.obolibrary.org/obo/CL_1000309>	"epicardial adipocyte"
<http://purl.obolibrary.org/obo/CL_1000379>	"type 1 vestibular sensory cell of epithelium of macula of utricle of membranous labyrinth"
<http://purl.obolibrary.org/obo/CL_1000380>	"type 1 vestibular sensory cell of epithelium of macula of saccule of membranous labyrinth"
<http://purl.obolibrary.org/obo/CL_1000383>	"type 2 vestibular sensory cell of epithelium of macula of utricle of membranous labyrinth"
<http://purl.obolibrary.org/obo/CL_1000384>	"type 2 vestibular sensory cell of epithelium of macula of saccule of membranous labyrinth"
<http://purl.obolibrary.org/obo/CL_1000409>	"myocyte of sinoatrial node"
<http://purl.obolibrary.org/obo/CL_1000410>	"myocyte of atrioventricular node"
<http://purl.obolibrary.org/obo/CL_1000426>	"chromaffin cell of adrenal gland"
<http://purl.obolibrary.org/obo/CL_1000427>	"adrenal cortex chromaffin cell"
<http://purl.obolibrary.org/obo/CL_1000487>	"smooth muscle cell of prostate"
<http://purl.obolibrary.org/obo/CL_1000488>	"cholangiocyte"
<http://purl.obolibrary.org/obo/CL_1000692>	"kidney interstitial fibroblast"
<http://purl.obolibrary.org/obo/CL_1001505>	"parvocellular neurosecretory cell"
<http://purl.obolibrary.org/obo/UBERON_0000000>	"processual entity"
<http://purl.obolibrary.org/obo/UBERON_0000002>	"uterine cervix"
<http://purl.obolibrary.org/obo/UBERON_0000003>	"naris"
<http://purl.obolibrary.org/obo/UBERON_0000004>	"nose"
<http://purl.obolibrary.org/obo/UBERON_0000005>	"chemosensory organ"
<http://purl.obolibrary.org/obo/UBERON_0000006>	"islet of Langerhans"
<http://purl.obolibrary.org/obo/UBERON_0000007>	"pituitary gland"
<http://purl.obolibrary.org/obo/UBERON_0000009>	"submucosa"
<http://purl.obolibrary.org/obo/UBERON_0000010>	"peripheral nervous system"
<http://purl.obolibrary.org/obo/UBERON_0000011>	"parasympathetic nervous system"
<http://purl.obolibrary.org/obo/UBERON_0000012>	"somatic nervous system"
<http://purl.obolibrary.org/obo/UBERON_0000013>	"sympathetic nervous system"
<http://purl.obolibrary.org/obo/UBERON_0000014>	"zone of skin"
<http://purl.obolibrary.org/obo/UBERON_0000015>	"non-material anatomical boundary"
<http://purl.obolibrary.org/obo/UBERON_0000016>	"endocrine pancreas"
<http://purl.obolibrary.org/obo/UBERON_0000017>	"exocrine pancreas"
<http://purl.obolibrary.org/obo/UBERON_0000019>	"camera-type eye"
<http://purl.obolibrary.org/obo/UBERON_0000020>	"sense organ"
<http://purl.obolibrary.org/obo/UBERON_0000021>	"cutaneous appendage"
<http://purl.obolibrary.org/obo/UBERON_0000023>	"wing"
<http://purl.obolibrary.org/obo/UBERON_0000024>	"forelimb wing"
<http://purl.obolibrary.org/obo/UBERON_0000025>	"tube"
<http://purl.obolibrary.org/obo/UBERON_0000026>	"appendage"
<http://purl.obolibrary.org/obo/UBERON_0000027>	
<http://purl.obolibrary.org/obo/UBERON_0000028>	
<http://purl.obolibrary.org/obo/UBERON_0000029>	"lymph node"
<http://purl.obolibrary.org/obo/UBERON_0000030>	"lamina propria"
<http://purl.obolibrary.org/obo/UBERON_0000031>	"lamina propria of trachea"
<http://purl.obolibrary.org/obo/UBERON_0000032>	"obsolete cranial structure"
<http://purl.obolibrary.org/obo/UBERON_0000033>	"head"
<http://purl.obolibrary.org/obo/UBERON_0000035>	"primary ovarian follicle"
<http://purl.obolibrary.org/obo/UBERON_0000036>	"secondary ovarian follicle"
<http://purl.obolibrary.org/obo/UBERON_0000037>	"tertiary ovarian follicle"
<http://purl.obolibrary.org/obo/UBERON_0000038>	"follicular fluid"
<http://purl.obolibrary.org/obo/UBERON_0000039>	"follicular antrum"
<http://purl.obolibrary.org/obo/UBERON_0000042>	"serous membrane"
<http://purl.obolibrary.org/obo/UBERON_0000043>	"tendon"
<http://purl.obolibrary.org/obo/UBERON_0000044>	"dorsal root ganglion"
<http://purl.obolibrary.org/obo/UBERON_0000045>	"ganglion"
<http://purl.obolibrary.org/obo/UBERON_0000047>	"simple eye"
<http://purl.obolibrary.org/obo/UBERON_0000049>	"spherical lensed eye"
<http://purl.obolibrary.org/obo/UBERON_0000051>	"fornix of vagina"
<http://purl.obolibrary.org/obo/UBERON_0000052>	"fornix of brain"
<http://purl.obolibrary.org/obo/UBERON_0000053>	"macula lutea"
<http://purl.obolibrary.org/obo/UBERON_0000054>	"macula"
<http://purl.obolibrary.org/obo/UBERON_0000055>	"vessel"
<http://purl.obolibrary.org/obo/UBERON_0000056>	"ureter"
<http://purl.obolibrary.org/obo/UBERON_0000057>	"urethra"
<http://purl.obolibrary.org/obo/UBERON_0000058>	"duct"
<http://purl.obolibrary.org/obo/UBERON_0000059>	"large intestine"
<http://purl.obolibrary.org/obo/UBERON_0000060>	"anatomical wall"
<http://purl.obolibrary.org/obo/UBERON_0000061>	"anatomical structure"
<http://purl.obolibrary.org/obo/UBERON_0000062>	"organ"
<http://purl.obolibrary.org/obo/UBERON_0000063>	"organ subunit"
<http://purl.obolibrary.org/obo/UBERON_0000064>	"organ part"
<http://purl.obolibrary.org/obo/UBERON_0000065>	"respiratory tract"
<http://purl.obolibrary.org/obo/UBERON_0000066>	"fully formed stage"
<http://purl.obolibrary.org/obo/UBERON_0000067>	"obsolete embryo stage part"
<http://purl.obolibrary.org/obo/UBERON_0000068>	"embryo stage"
<http://purl.obolibrary.org/obo/UBERON_0000071>	"death stage"
<http://purl.obolibrary.org/obo/UBERON_0000072>	"proximo-distal subdivision of respiratory tract"
<http://purl.obolibrary.org/obo/UBERON_0000073>	"regional part of nervous system"
<http://purl.obolibrary.org/obo/UBERON_0000074>	"renal glomerulus"
<http://purl.obolibrary.org/obo/UBERON_0000075>	"subdivision of skeletal system"
<http://purl.obolibrary.org/obo/UBERON_0000076>	"external ectoderm"
<http://purl.obolibrary.org/obo/UBERON_0000077>	"mixed endoderm/mesoderm-derived structure"
<http://purl.obolibrary.org/obo/UBERON_0000078>	"mixed ectoderm/mesoderm/endoderm-derived structure"
<http://purl.obolibrary.org/obo/UBERON_0000079>	"male reproductive system"
<http://purl.obolibrary.org/obo/UBERON_0000080>	"mesonephros"
<http://purl.obolibrary.org/obo/UBERON_0000081>	"metanephros"
<http://purl.obolibrary.org/obo/UBERON_0000082>	"adult mammalian kidney"
<http://purl.obolibrary.org/obo/UBERON_0000083>	"mesonephric tubule"
<http://purl.obolibrary.org/obo/UBERON_0000084>	"ureteric bud"
<http://purl.obolibrary.org/obo/UBERON_0000085>	"morula"
<http://purl.obolibrary.org/obo/UBERON_0000086>	"zona pellucida"
<http://purl.obolibrary.org/obo/UBERON_0000087>	"inner cell mass"
<http://purl.obolibrary.org/obo/UBERON_0000088>	"trophoblast"
<http://purl.obolibrary.org/obo/UBERON_0000089>	"hypoblast (generic)"
<http://purl.obolibrary.org/obo/UBERON_0000090>	"blastocele"
<http://purl.obolibrary.org/obo/UBERON_0000091>	"bilaminar disc"
<http://purl.obolibrary.org/obo/UBERON_0000092>	"post-embryonic stage"
<http://purl.obolibrary.org/obo/UBERON_0000093>	"sulcus"
<http://purl.obolibrary.org/obo/UBERON_0000094>	"membrane organ"
<http://purl.obolibrary.org/obo/UBERON_0000095>	"cardiac neural crest"
<http://purl.obolibrary.org/obo/UBERON_0000100>	"blastopore"
<http://purl.obolibrary.org/obo/UBERON_0000101>	"lobe of lung"
<http://purl.obolibrary.org/obo/UBERON_0000102>	"lung vasculature"
<http://purl.obolibrary.org/obo/UBERON_0000103>	"obsolete life cycle stage boundary"
<http://purl.obolibrary.org/obo/UBERON_0000104>	"life cycle"
<http://purl.obolibrary.org/obo/UBERON_0000105>	"life cycle stage"
<http://purl.obolibrary.org/obo/UBERON_0000106>	"zygote stage"
<http://purl.obolibrary.org/obo/UBERON_0000107>	"cleavage stage"
<http://purl.obolibrary.org/obo/UBERON_0000108>	"blastula stage"
<http://purl.obolibrary.org/obo/UBERON_0000109>	"gastrula stage"
<http://purl.obolibrary.org/obo/UBERON_0000110>	"neurula stage"
<http://purl.obolibrary.org/obo/UBERON_0000111>	"organogenesis stage"
<http://purl.obolibrary.org/obo/UBERON_0000112>	"sexually immature stage"
<http://purl.obolibrary.org/obo/UBERON_0000113>	"post-juvenile adult stage"
<http://purl.obolibrary.org/obo/UBERON_0000114>	"lung connective tissue"
<http://purl.obolibrary.org/obo/UBERON_0000115>	"lung epithelium"
<http://purl.obolibrary.org/obo/UBERON_0000116>	"lung saccule"
<http://purl.obolibrary.org/obo/UBERON_0000117>	"respiratory tube"
<http://purl.obolibrary.org/obo/UBERON_0000118>	"lung bud"
<http://purl.obolibrary.org/obo/UBERON_0000119>	"cell layer"
<http://purl.obolibrary.org/obo/UBERON_0000120>	"blood brain barrier"
<http://purl.obolibrary.org/obo/UBERON_0000121>	"perineurium"
<http://purl.obolibrary.org/obo/UBERON_0000122>	"neuron projection bundle"
<http://purl.obolibrary.org/obo/UBERON_0000123>	"endoneurium"
<http://purl.obolibrary.org/obo/UBERON_0000124>	"epineurium"
<http://purl.obolibrary.org/obo/UBERON_0000125>	"neural nucleus"
<http://purl.obolibrary.org/obo/UBERON_0000126>	"cranial nerve nucleus"
<http://purl.obolibrary.org/obo/UBERON_0000127>	"facial nucleus"
<http://purl.obolibrary.org/obo/UBERON_0000128>	"olivary body"
<http://purl.obolibrary.org/obo/UBERON_0000130>	"transverse foramen"
<http://purl.obolibrary.org/obo/UBERON_0000144>	"trochlea of humerus"
<http://purl.obolibrary.org/obo/UBERON_0000153>	"anterior region of body"
<http://purl.obolibrary.org/obo/UBERON_0000154>	"posterior region of body"
<http://purl.obolibrary.org/obo/UBERON_0000155>	"theca cell layer"
