ID	label	SYNONYMS
UBERON:0001229	renal corpuscle	Malphigian corpuscle|Malpighian corpuscle|corpusculum renale|corpusculum renis|cortical renal corpuscle|kidney corpuscle
UBERON:0001230	glomerular capsule	Bowman's capsule|Bowman's capsule|Bowmans capsule|Malphigian capsule|Malpighian capsule|Mueller capsule|Muellerian capsule|capsula glomerularis|capsula glomeruli|pronephric glomerular capsule|renal glomerular capsule
UBERON:0001231	nephron tubule	kidney tubule|renal tubule|tubulus renalis|uriniferous tubule
UBERON:0001232	collecting duct of renal tubule	arcuate renal tubule|collecting duct|collecting duct system|collecting tubule|junctional tube|kidney collecting duct|kidney collecting tubule|renal collecting tubule|tubulus renalis arcuatus|tubulus renalis colligens|ureteric tree
UBERON:0001285	nephron	mature nephron|nephroneum|tubulus renalis
UBERON:0001286	Bowman's space	Bowman's space|Bowmanb%s space|capsular space|glomerular capsule space|glomerular urinary space|inter-glomerular space|inter-glomerular space|pronephric capsular space|renal capsular space|urinary space|urinary space of renal corpuscle
UBERON:0001287	proximal convoluted tubule	1st convoluted tubule|PCT|first convoluted tubule|kidney proximal convoluted tubule|proximal convoluted renal tubule|renal proximal convoluted tubule|tubulus contortus proximalis|tubulus contortus proximalis|tubulus convolutus proximalis
UBERON:0001288	loop of Henle	Henle loop|Henle's loop|ansa nephroni
UBERON:0001289	descending limb of loop of Henle	descending limb|descending limb of Henle's loop|loop of Henle descending limb
UBERON:0001290	proximal straight tubule	S3|pars recta|pars recta tubuli renalis|proximal tubule segment 3|segment 3 of proximal tubule|thick descending limb of proximal tubule|tubulus rectus proximalis
UBERON:0001291	thick ascending limb of loop of Henle	ascending thick limb|distal straight tubule|loop of Henle ascending limb thick segment|straight portion of distal convoluted renal tubule|straight portion of distal convoluted tubule|thick ascending limb|thick ascending limb of Henle's loop|thick ascending limb of distal tubule|tubulus rectus distalis|tubulus rectus distalis
UBERON:0001292	distal convoluted tubule	distal convoluted renal tubule|second convoluted tubule|tubulus contortus distalis|tubulus contortus distalis|tubulus convolutus distalis
UBERON:0002319	mesangium	
UBERON:0002320	glomerular mesangium	
UBERON:0002321	extraglomerular mesangium	
UBERON:0002335	macula densa	
UBERON:0003455	inner renal medulla loop of Henle	kidney inner medulla loop of Henle|loop of Henle, inner medullary portion
UBERON:0003546	distal convoluted tubule macula densa	
UBERON:0004032	podocyte slit diaphragm	
UBERON:0004033	podocyte slit junction	
UBERON:0004134	proximal tubule	kidney proximal tubule|proximal kidney tubule|renal proximal tubule
UBERON:0004135	distal tubule	kidney distal tubule|renal distal tubule
UBERON:0004136	intermediate tubule	renal intermediate tubule|tubulus attenuatus
UBERON:0004188	glomerular epithelium	epithelium of glomerulus|epithelium of kidney glomerulus|epithelium of renal glomerulus|glomerular epithelial cell|kidney glomerular epithelium
UBERON:0004189	glomerular endothelium	endothelium of renal glomerulus|renal glomerulus endothelium
UBERON:0004190	renal glomerulus vasculature	glomerulus vasculature|renal glomerulus vascular network|renal glomerulus vasculature|vascular network of renal glomerulus|vasculature of renal glomerulus
UBERON:0004193	loop of Henle ascending limb thin segment	ascending limb thin segment of loop of Henle|ascending thin limb|pars ascendens (tubulus attenuatus)|thin ascending limb|thin ascending limb of loop of Henle
UBERON:0004194	long nephron	juxtamedullary nephron
UBERON:0004195	short nephron	
UBERON:0004196	proximal convoluted tubule segment 1	S1|S1 portion of renal tubule|S1 portion of tubule|proximal tubule segment 1|segment 1 of proximal tubule
UBERON:0004197	proximal convoluted tubule segment 2	S2|S2 portion of renal tubule|S2 portion of tubule|proximal tubule segment 2|segment 2 of proximal tubule
UBERON:0004203	cortical collecting duct	kidney cortex collecting duct|renal cortex collecting duct
UBERON:0004204	outer medullary collecting duct	kidney outer medulla collecting duct|outer renal medulla collecting duct
UBERON:0004205	inner medullary collecting duct	inner renal medulla collecting duct|kidney inner medulla collecting duct|papillary collecting duct
UBERON:0004206	long descending thin limb bend	
UBERON:0004207	prebend segment of loop of Henle	prebend segment
UBERON:0004211	nephron epithelium	epithelial tissue of nephron|epithelium of nephron|nephron epithelial tissue
UBERON:0004212	glomerular capillary	blood capillary of renal glomerulus|capillary of renal glomerulus|capillary vessel of renal glomerulus|glomerular capillaries|glomerular capillary system|renal glomerulus blood capillary|renal glomerulus capillary|renal glomerulus capillary vessel
UBERON:0004294	glomerular capillary endothelium	renal glomerulus capillary endothelium
UBERON:0004639	renal afferent arteriole	afferent arteriole|afferent glomerular arteriole|afferent glomerular arteriole of kidney|arteriola glomerularis afferens|arteriola glomerularis afferens renis|kidney afferent arteriole
UBERON:0004640	renal efferent arteriole	arteriola glomerularis efferens capsulae renalis|arteriola glomerularis efferens renis|efferent arteriole|efferent glomerular arteriole|efferent glomerular arteriole of kidney|kidney efferent arteriole
UBERON:0004736	metanephric glomerulus	glomerulus of metanephros
UBERON:0004737	metanephric collecting duct	collecting duct of metanephros|metanephric collecting tubule
UBERON:0004739	pronephric glomerulus	corpuscle|glomera|glomerulus of pronephros|glomus|pronephric glomera|pronephric glomeruli|pronephric glomus
UBERON:0004810	nephron tubule epithelium	kidney tubule epithelium
UBERON:0005096	descending thin limb	descending limb of Henle's loop|descending limb of loop of Henle|descending thin limb of loop of Henle|loop of Henle descending thin limb|loop of Henle thin descending limb|pars descendens (tubulus attenuatus)|thin descending limb|thin descending limb of loop of Henle|thin descending limb of the loop of Henle|thin descending loop of Henle
UBERON:0005097	renal connecting tubule	connecting tubule|kidney connecting tubule|tubulus renalis arcuatus
UBERON:0005099	short descending thin limb	
UBERON:0005100	long descending thin limb	
UBERON:0005101	early distal convoluted tubule	
UBERON:0005102	late distal convoluted tubule	
UBERON:0005110	metanephric nephron	
UBERON:0005114	metanephric ascending thin limb	
UBERON:0005115	metanephric cortical collecting duct	
UBERON:0005116	metanephric descending thin limb	
UBERON:0005117	metanephric distal convoluted tubule	
UBERON:0005118	metanephric early distal convoluted tubule	
UBERON:0005119	metanephric glomerular mesangium	
UBERON:0005120	metanephric late distal convoluted tubule	
UBERON:0005121	metanephric long descending thin limb bend	
UBERON:0005122	metanephric macula densa	
UBERON:0005123	metanephric prebend segment	
UBERON:0005124	metanephric proximal convoluted tubule	
UBERON:0005125	metanephric proximal straight tubule	
UBERON:0005126	metanephric S1	
UBERON:0005127	metanephric thick ascending limb	
UBERON:0005129	metanephric distal tubule	
UBERON:0005130	metanephric loop of Henle	
UBERON:0005132	metanephric long nephron	
UBERON:0005133	metanephric glomerulus vasculature	
UBERON:0005134	metanephric nephron epithelium	
UBERON:0005135	metanephric glomerular epithelium	
UBERON:0005136	metanephric glomerular endothelium	
UBERON:0005139	metanephric long descending thin limb	
UBERON:0005140	metanephric short nephron	
UBERON:0005141	metanephric short descending thin limb	
UBERON:0005144	metanephric glomerular capillary	
UBERON:0005146	metanephric nephron tubule	
UBERON:0005148	metanephric S-shaped body	
UBERON:0005149	metanephric connecting tubule	
UBERON:0005151	metanephric proximal tubule	
UBERON:0005164	ascending limb of loop of Henle	ascending limb|ascending limb of Henle's loop|distal straight tubule|loop of Henle ascending limb
UBERON:0005167	papillary duct	Bellini's duct|duct of Bellini|papillary duct|papillary duct of kidney|renal papillary duct
UBERON:0005185	renal medulla collecting duct	kidney medulla collecting duct|medullary collecting duct
UBERON:0005202	distal straight tubule macula densa	
UBERON:0005309	pronephric nephron	
UBERON:0005310	pronephric nephron tubule	ciliated neck segment|pronephric tubule
UBERON:0005319	mesonephric collecting duct	
UBERON:0005322	mesonephric nephron	nephron of mesonephros|stage IV nephron
UBERON:0005324	mesonephric macula densa	
UBERON:0005325	mesonephric glomerulus	glomerulus
UBERON:0005326	mesonephric glomerulus vasculature	
UBERON:0005327	mesonephric glomerular epithelium	
UBERON:0005329	mesonephric nephron tubule	mesonephric renal tubule
UBERON:0005330	mesonephric nephron epithelium	
UBERON:0005749	glomerular tuft	glomerular capillary tuft|glomerulus
UBERON:0005750	glomerular parietal epithelium	Bowman's parietal epithelium|capsular epithelium|glomerular capsule parietal layer|kidney parietal epithelium|outer layer of glomerular capsule|parietal capsular epithelium|parietal epithelial layer|parietal epithelium of Bowman's capsule|parietal layer of Bowman capsule|parietal layer of Bowman's capsule|parietal layer of glomerular capsule|parietal layer of glomerular capsule|renal glomerular capsule epithelium
UBERON:0005751	visceral layer of glomerular capsule	Bowman's visceral epithelium|glomerular capsule visceral layer|inner epithelial layer of Bowman's capsule|podocyte layer of Bowman's capsule|visceral epithelium of Bowman's capsule|visceral epithelium of Bowman's capsule|visceral layer of Bowman's capsule|visceral layer of glomerular capsule
UBERON:0005777	glomerular basement membrane	GBM|glomerular capillary basement membrane|glomerular filtration membrane
UBERON:0005787	lamina densa of glomerular basement membrane	lamina densa|lamina densa of glomerular basement membrane|middle layer of glomerular basement membrane
UBERON:0005788	lamina rara interna	internal layer of glomerular basement membrane|lamina interna of glomerular basement membrane
UBERON:0005789	lamina rara externa	external layer of glomerular basement membrane|lamina externa of glomerular basement membrane
UBERON:0006173	pronephric proximal tubule	pronephros proximal tubule
UBERON:0006175	pronephric distal tubule	
UBERON:0006182	mesonephric glomerular mesangium	
UBERON:0006183	mesonephric glomerular capillary	
UBERON:0006189	mesonephric connecting tubule	
UBERON:0006190	mesonephric distal tubule	
UBERON:0006192	mesonephric proximal tubule	
UBERON:0006337	distal early tubule	IT1|IT2|distal early tubules|early distal tubule of capillary loop nephron|pronephric early distal tubule
UBERON:0006374	part of afferent arteriole forming the juxtaglomerular complex	part of afferent arteriole forming juxtaglomerular complex|renin-producing cells
UBERON:0006376	premacula segment of distal straight tubule	distal straight tubule premacula segment|kidney medulla loop of Henle ascending limb thick segment|medullary thick ascending limb of Henle's loop|renal medulla loop of Henle ascending limb thick segment|renal medulla thick ascending limb
UBERON:0006534	renal convoluted tubule	convoluted tubule|kidney convoluted tubule
UBERON:0006541	outer medulla inner stripe loop of Henle	
UBERON:0006542	outer medulla outer stripe loop of Henle	
UBERON:0006852	glomerular visceral epithelium	podocyte layer
UBERON:0006853	renal cortex tubule	cortical tubule|kidney cortex tubule
UBERON:0006854	distal straight tubule postmacula segment	cortical thick ascending limb of Henle's loop|kidney cortex loop of Henle ascending limb thick segment|renal cortex loop of Henle ascending limb thick segment|renal cortex thick ascending limb
UBERON:0007298	pronephric proximal convoluted tubule	
UBERON:0007306	pronephric glomerular capillary	
UBERON:0007307	pronephric glomerular basement membrane	pronephric glomerular filtration membrane
UBERON:0007308	pronephric distal early tubule	pronephric distal early tubules
UBERON:0007685	region of nephron tubule	region of renal tubule|renal tubule region
UBERON:0008404	proximal tubular epithelium	epithelium of proximal convoluted tubule|epithelium of proximal renal tubule|proximal renal tubule epithelium|proximal tubule epithelium|proximale tubular epithelium
UBERON:0008408	distal tubular epithelium	distal tubule epithelium
UBERON:0009035	renal straight tubule	kidney straight tubule|straight tubule
UBERON:0009622	pronephric proximal straight tubule	proximal straight tubules
UBERON:0009651	nephron tubule basement membrane	kidney tubule basement membrane|renal tubular basement membrane|renal tubule basement membrane
UBERON:0010000	multicellular anatomical structure	multicellular structure
UBERON:0012352	mesangial matrix	extracellular mesangial matrix
UBERON:0012428	proximal convoluted tubule brush border	kidney brush border layer|proximal tubule brush border layer
UBERON:0014388	kidney collecting duct epithelium	collecting duct of renal tubule epithelium|epithelium of collecting duct of renal tubule|epithelium of renal collecting tubule
UBERON:0034996	outer renal medulla loop of Henle	loop of Henle, outer medullary portion
UBERON:0034997	renal medulla loop of Henle	loop of Henle of renal medulla|loop of Henle, medullary portion
UBERON:2005292	distal late tubule	
UBERON:2005311	pronephric glomerular capsule epithelium	pronephric parietal epithelial layer
UBERON:3011120	early proximal tubule	PT2
UBERON:3011121	late distal segment	
http://owltools.org/Q		
