?x	?label
<http://purl.obolibrary.org/obo/UBERON_0001724>	"sphenoidal sinus"
<http://purl.obolibrary.org/obo/UBERON_0001725>	"cranial synchondrosis"
<http://purl.obolibrary.org/obo/UBERON_0001738>	"thyroid cartilage"
<http://purl.obolibrary.org/obo/UBERON_0001739>	"laryngeal cartilage"
<http://purl.obolibrary.org/obo/UBERON_0001740>	"arytenoid cartilage"
<http://purl.obolibrary.org/obo/UBERON_0001741>	"corniculate cartilage"
<http://purl.obolibrary.org/obo/UBERON_0001742>	"epiglottic cartilage"
<http://purl.obolibrary.org/obo/UBERON_0001751>	"dentine"
<http://purl.obolibrary.org/obo/UBERON_0001752>	"enamel"
<http://purl.obolibrary.org/obo/UBERON_0001753>	"cementum"
<http://purl.obolibrary.org/obo/UBERON_0001754>	"dental pulp"
<http://purl.obolibrary.org/obo/UBERON_0001755>	"distal part of styloid process of temporal bone"
<http://purl.obolibrary.org/obo/UBERON_0001758>	"periodontium"
<http://purl.obolibrary.org/obo/UBERON_0001760>	"frontal sinus"
<http://purl.obolibrary.org/obo/UBERON_0001762>	"turbinate bone"
<http://purl.obolibrary.org/obo/UBERON_0001764>	"maxillary sinus"
<http://purl.obolibrary.org/obo/UBERON_0001822>	"orbital septum"
<http://purl.obolibrary.org/obo/UBERON_0001823>	"nasal cartilage"
<http://purl.obolibrary.org/obo/UBERON_0001825>	"paranasal sinus"
<http://purl.obolibrary.org/obo/UBERON_0001839>	"bony labyrinth"
<http://purl.obolibrary.org/obo/UBERON_0001844>	"cochlea"
<http://purl.obolibrary.org/obo/UBERON_0001845>	"perilymph"
<http://purl.obolibrary.org/obo/UBERON_0001848>	"auricular cartilage"
<http://purl.obolibrary.org/obo/UBERON_0001852>	"endolymph"
<http://purl.obolibrary.org/obo/UBERON_0001863>	"scala vestibuli"
<http://purl.obolibrary.org/obo/UBERON_0001864>	"scala tympani"
<http://purl.obolibrary.org/obo/UBERON_0001867>	"cartilage of external ear"
<http://purl.obolibrary.org/obo/UBERON_0001956>	"cartilage of bronchus"
<http://purl.obolibrary.org/obo/UBERON_0001994>	"hyaline cartilage tissue"
<http://purl.obolibrary.org/obo/UBERON_0001995>	"fibrocartilage"
<http://purl.obolibrary.org/obo/UBERON_0001996>	"elastic cartilage tissue"
<http://purl.obolibrary.org/obo/UBERON_0001998>	"sternocostal joint"
<http://purl.obolibrary.org/obo/UBERON_0002001>	"joint of rib"
<http://purl.obolibrary.org/obo/UBERON_0002002>	"interchondral joint"
<http://purl.obolibrary.org/obo/UBERON_0002018>	"synovial membrane of synovial joint"
<http://purl.obolibrary.org/obo/UBERON_0002090>	"postcranial axial skeleton"
<http://purl.obolibrary.org/obo/UBERON_0002091>	"appendicular skeleton"
<http://purl.obolibrary.org/obo/UBERON_0002204>	"musculoskeletal system"
<http://purl.obolibrary.org/obo/UBERON_0002205>	"manubrium of sternum"
<http://purl.obolibrary.org/obo/UBERON_0002207>	"xiphoid process"
<http://purl.obolibrary.org/obo/UBERON_0002208>	"sternebra"
<http://purl.obolibrary.org/obo/UBERON_0002209>	"fibrous joint"
<http://purl.obolibrary.org/obo/UBERON_0002210>	"syndesmosis"
<http://purl.obolibrary.org/obo/UBERON_0002213>	"cartilaginous joint"
<http://purl.obolibrary.org/obo/UBERON_0002215>	"synchondrosis"
<http://purl.obolibrary.org/obo/UBERON_0002216>	"symphysis"
<http://purl.obolibrary.org/obo/UBERON_0002217>	"synovial joint"
<http://purl.obolibrary.org/obo/UBERON_0002218>	"tympanic ring"
<http://purl.obolibrary.org/obo/UBERON_0002221>	"fontanelle"
<http://purl.obolibrary.org/obo/UBERON_0002222>	"perichondrium"
<http://purl.obolibrary.org/obo/UBERON_0002225>	"costal arch"
<http://purl.obolibrary.org/obo/UBERON_0002228>	"rib"
<http://purl.obolibrary.org/obo/UBERON_0002229>	"interparietal bone"
<http://purl.obolibrary.org/obo/UBERON_0002230>	"head of rib"
<http://purl.obolibrary.org/obo/UBERON_0002231>	"body of rib"
<http://purl.obolibrary.org/obo/UBERON_0002234>	"proximal phalanx of manus"
<http://purl.obolibrary.org/obo/UBERON_0002235>	"tubercle of rib"
<http://purl.obolibrary.org/obo/UBERON_0002236>	"costal cartilage"
<http://purl.obolibrary.org/obo/UBERON_0002237>	"true rib"
<http://purl.obolibrary.org/obo/UBERON_0002238>	"false rib"
<http://purl.obolibrary.org/obo/UBERON_0002239>	"floating rib"
<http://purl.obolibrary.org/obo/UBERON_0002241>	"chondrocranium"
<http://purl.obolibrary.org/obo/UBERON_0002242>	"nucleus pulposus"
<http://purl.obolibrary.org/obo/UBERON_0002244>	"premaxilla"
<http://purl.obolibrary.org/obo/UBERON_0002279>	"vestibular aqueduct"
<http://purl.obolibrary.org/obo/UBERON_0002292>	"costovertebral joint"
<http://purl.obolibrary.org/obo/UBERON_0002293>	"costochondral joint"
<http://purl.obolibrary.org/obo/UBERON_0002295>	"scala media"
<http://purl.obolibrary.org/obo/UBERON_0002328>	"notochord"
<http://purl.obolibrary.org/obo/UBERON_0002347>	"thoracic vertebra"
<http://purl.obolibrary.org/obo/UBERON_0002371>	"bone marrow"
<http://purl.obolibrary.org/obo/UBERON_0002374>	"metacarpal bone"
<http://purl.obolibrary.org/obo/UBERON_0002375>	"cricoid cartilage"
<http://purl.obolibrary.org/obo/UBERON_0002395>	"talus"
<http://purl.obolibrary.org/obo/UBERON_0002396>	"vomer"
<http://purl.obolibrary.org/obo/UBERON_0002397>	"maxilla"
<http://purl.obolibrary.org/obo/UBERON_0002412>	"vertebra"
<http://purl.obolibrary.org/obo/UBERON_0002413>	"cervical vertebra"
<http://purl.obolibrary.org/obo/UBERON_0002414>	"lumbar vertebra"
<http://purl.obolibrary.org/obo/UBERON_0002418>	"cartilage tissue"
<http://purl.obolibrary.org/obo/UBERON_0002428>	"limb bone"
<http://purl.obolibrary.org/obo/UBERON_0002445>	"ulnare"
<http://purl.obolibrary.org/obo/UBERON_0002446>	"patella"
<http://purl.obolibrary.org/obo/UBERON_0002453>	"ethmoid sinus"
<http://purl.obolibrary.org/obo/UBERON_0002478>	"orbitosphenoid"
<http://purl.obolibrary.org/obo/UBERON_0002481>	"bone tissue"
<http://purl.obolibrary.org/obo/UBERON_0002482>	"lamellar bone"
<http://purl.obolibrary.org/obo/UBERON_0002483>	"trabecular bone tissue"
<http://purl.obolibrary.org/obo/UBERON_0002484>	"bone marrow cavity"
<http://purl.obolibrary.org/obo/UBERON_0002487>	"tooth cavity"
<http://purl.obolibrary.org/obo/UBERON_0002489>	"coronal suture"
<http://purl.obolibrary.org/obo/UBERON_0002490>	"frontal suture"
<http://purl.obolibrary.org/obo/UBERON_0002491>	"lambdoid suture"
<http://purl.obolibrary.org/obo/UBERON_0002492>	"sagittal suture"
<http://purl.obolibrary.org/obo/UBERON_0002495>	"long bone"
<http://purl.obolibrary.org/obo/UBERON_0002496>	"stapes base"
<http://purl.obolibrary.org/obo/UBERON_0002497>	"acromion"
<http://purl.obolibrary.org/obo/UBERON_0002498>	"deltopectoral crest"
<http://purl.obolibrary.org/obo/UBERON_0002500>	"zygomatic arch"
<http://purl.obolibrary.org/obo/UBERON_0002501>	"oval window"
<http://purl.obolibrary.org/obo/UBERON_0002502>	"round window of inner ear"
<http://purl.obolibrary.org/obo/UBERON_0002503>	"greater trochanter"
<http://purl.obolibrary.org/obo/UBERON_0002504>	"lesser trochanter"
<http://purl.obolibrary.org/obo/UBERON_0002510>	"anterior fontanel"
<http://purl.obolibrary.org/obo/UBERON_0002513>	"endochondral bone"
<http://purl.obolibrary.org/obo/UBERON_0002514>	"intramembranous bone"
<http://purl.obolibrary.org/obo/UBERON_0002515>	"periosteum"
<http://purl.obolibrary.org/obo/UBERON_0002516>	"epiphyseal plate"
<http://purl.obolibrary.org/obo/UBERON_0002517>	"basicranium"
<http://purl.obolibrary.org/obo/UBERON_0002819>	"apex of cochlea"
<http://purl.obolibrary.org/obo/UBERON_0003106>	"urostyle"
<http://purl.obolibrary.org/obo/UBERON_0003107>	"Meckel's cartilage"
<http://purl.obolibrary.org/obo/UBERON_0003108>	"suspensorium"
<http://purl.obolibrary.org/obo/UBERON_0003109>	"parapophysis"
<http://purl.obolibrary.org/obo/UBERON_0003110>	"otic region"
<http://purl.obolibrary.org/obo/UBERON_0003111>	"sphenoid region"
<http://purl.obolibrary.org/obo/UBERON_0003112>	"olfactory region"
<http://purl.obolibrary.org/obo/UBERON_0003113>	"dermatocranium"
<http://purl.obolibrary.org/obo/UBERON_0003128>	"cranium"
<http://purl.obolibrary.org/obo/UBERON_0003129>	"skull"
<http://purl.obolibrary.org/obo/UBERON_0003221>	"phalanx"
<http://purl.obolibrary.org/obo/UBERON_0003252>	"thoracic rib cage"
<http://purl.obolibrary.org/obo/UBERON_0003253>	"neck of rib"
<http://purl.obolibrary.org/obo/UBERON_0003267>	"tooth of upper jaw"
<http://purl.obolibrary.org/obo/UBERON_0003268>	"tooth of lower jaw"
<http://purl.obolibrary.org/obo/UBERON_0003277>	"skeleton of upper jaw"
<http://purl.obolibrary.org/obo/UBERON_0003278>	"skeleton of lower jaw"
<http://purl.obolibrary.org/obo/UBERON_0003317>	"odontogenic papilla of incisor"
<http://purl.obolibrary.org/obo/UBERON_0003355>	"epithelium of incisor"
<http://purl.obolibrary.org/obo/UBERON_0003356>	"epithelium of nasal septum"
<http://purl.obolibrary.org/obo/UBERON_0003406>	"cartilage of respiratory system"
<http://purl.obolibrary.org/obo/UBERON_0003407>	"cartilage of nasal septum"
<http://purl.obolibrary.org/obo/UBERON_0003414>	"mesenchyme of mandible"
<http://purl.obolibrary.org/obo/UBERON_0003415>	"mesenchyme of nasal septum"
<http://purl.obolibrary.org/obo/UBERON_0003449>	"tail intervertebral disc"
<http://purl.obolibrary.org/obo/UBERON_0003450>	"upper jaw incisor"
<http://purl.obolibrary.org/obo/UBERON_0003451>	"lower jaw incisor"
<http://purl.obolibrary.org/obo/UBERON_0003457>	"head bone"
<http://purl.obolibrary.org/obo/UBERON_0003458>	"neck bone"
<http://purl.obolibrary.org/obo/UBERON_0003459>	"chest bone"
<http://purl.obolibrary.org/obo/UBERON_0003460>	"arm bone"
<http://purl.obolibrary.org/obo/UBERON_0003461>	"shoulder bone"
<http://purl.obolibrary.org/obo/UBERON_0003462>	"facial bone"
<http://purl.obolibrary.org/obo/UBERON_0003463>	"trunk bone"
<http://purl.obolibrary.org/obo/UBERON_0003464>	"hindlimb bone"
<http://purl.obolibrary.org/obo/UBERON_0003466>	"forelimb zeugopod bone"
<http://purl.obolibrary.org/obo/UBERON_0003467>	"sesamoid bone of gastrocnemius"
<http://purl.obolibrary.org/obo/UBERON_0003482>	"vein of trabecular bone"
<http://purl.obolibrary.org/obo/UBERON_0003601>	"neck cartilage"
<http://purl.obolibrary.org/obo/UBERON_0003603>	"lower respiratory tract cartilage"
<http://purl.obolibrary.org/obo/UBERON_0003604>	"trachea cartilage"
<http://purl.obolibrary.org/obo/UBERON_0003606>	"limb long bone"
<http://purl.obolibrary.org/obo/UBERON_0003607>	"forelimb long bone"
<http://purl.obolibrary.org/obo/UBERON_0003608>	"hindlimb long bone"
<http://purl.obolibrary.org/obo/UBERON_0003620>	"manual digit 1 phalanx"
<http://purl.obolibrary.org/obo/UBERON_0003636>	"manual digit 2 phalanx"
<http://purl.obolibrary.org/obo/UBERON_0003637>	"manual digit 3 phalanx"
<http://purl.obolibrary.org/obo/UBERON_0003638>	"manual digit 4 phalanx"
<http://purl.obolibrary.org/obo/UBERON_0003639>	"manual digit 5 phalanx"
<http://purl.obolibrary.org/obo/UBERON_0003640>	"pedal digit 1 phalanx"
<http://purl.obolibrary.org/obo/UBERON_0003641>	"pedal digit 2 phalanx"
<http://purl.obolibrary.org/obo/UBERON_0003642>	"pedal digit 3 phalanx"
<http://purl.obolibrary.org/obo/UBERON_0003645>	"metacarpal bone of digit 1"
<http://purl.obolibrary.org/obo/UBERON_0003646>	"metacarpal bone of digit 2"
<http://purl.obolibrary.org/obo/UBERON_0003647>	"metacarpal bone of digit 3"
<http://purl.obolibrary.org/obo/UBERON_0003648>	"metacarpal bone of digit 4"
<http://purl.obolibrary.org/obo/UBERON_0003649>	"metacarpal bone of digit 5"
<http://purl.obolibrary.org/obo/UBERON_0003650>	"metatarsal bone of digit 1"
<http://purl.obolibrary.org/obo/UBERON_0003651>	"metatarsal bone of digit 2"
<http://purl.obolibrary.org/obo/UBERON_0003652>	"metatarsal bone of digit 3"
<http://purl.obolibrary.org/obo/UBERON_0003653>	"metatarsal bone of digit 4"
<http://purl.obolibrary.org/obo/UBERON_0003654>	"metatarsal bone of digit 5"
<http://purl.obolibrary.org/obo/UBERON_0003655>	"molar tooth"
<http://purl.obolibrary.org/obo/UBERON_0003656>	"mesopodium bone"
<http://purl.obolibrary.org/obo/UBERON_0003657>	"limb joint"
<http://purl.obolibrary.org/obo/UBERON_0003666>	"upper jaw molar"
<http://purl.obolibrary.org/obo/UBERON_0003667>	"lower jaw molar"
<http://purl.obolibrary.org/obo/UBERON_0003669>	"fascia lata"
<http://purl.obolibrary.org/obo/UBERON_0003671>	"anterior cruciate ligament of knee joint"
<http://purl.obolibrary.org/obo/UBERON_0003672>	"dentition"
<http://purl.obolibrary.org/obo/UBERON_0003674>	"cuspid"
<http://purl.obolibrary.org/obo/UBERON_0003675>	"tooth crown"
<http://purl.obolibrary.org/obo/UBERON_0003676>	"patellar ligament"
<http://purl.obolibrary.org/obo/UBERON_0003677>	"tooth root"
<http://purl.obolibrary.org/obo/UBERON_0003678>	"tooth apex"
<http://purl.obolibrary.org/obo/UBERON_0003680>	"posterior cruciate ligament of knee joint"
<http://purl.obolibrary.org/obo/UBERON_0003685>	"cranial suture"
<http://purl.obolibrary.org/obo/UBERON_0003686>	"tooth socket"
<http://purl.obolibrary.org/obo/UBERON_0003687>	"foramen magnum"
<http://purl.obolibrary.org/obo/UBERON_0003689>	"sella turcica"
<http://purl.obolibrary.org/obo/UBERON_0003690>	"fused sacrum"
<http://purl.obolibrary.org/obo/UBERON_0003691>	"epidural space"
<http://purl.obolibrary.org/obo/UBERON_0003692>	"acromioclavicular joint"
<http://purl.obolibrary.org/obo/UBERON_0003694>	"atlanto-axial joint"
<http://purl.obolibrary.org/obo/UBERON_0003695>	"metacarpophalangeal joint"
<http://purl.obolibrary.org/obo/UBERON_0003696>	"metatarsophalangeal joint"
<http://purl.obolibrary.org/obo/UBERON_0003698>	"subtalar joint"
<http://purl.obolibrary.org/obo/UBERON_0003699>	"pubic symphysis"
<http://purl.obolibrary.org/obo/UBERON_0003700>	"temporomandibular joint"
<http://purl.obolibrary.org/obo/UBERON_0003701>	"calcaneal tendon"
<http://purl.obolibrary.org/obo/UBERON_0003720>	"anterior cranial fossa"
<http://purl.obolibrary.org/obo/UBERON_0003722>	"middle cranial fossa"
<http://purl.obolibrary.org/obo/UBERON_0003821>	"metapodium bone"
<http://purl.obolibrary.org/obo/UBERON_0003826>	"upper leg bone"
<http://purl.obolibrary.org/obo/UBERON_0003827>	"thoracic segment bone"
<http://purl.obolibrary.org/obo/UBERON_0003828>	"abdominal segment bone"
<http://purl.obolibrary.org/obo/UBERON_0003839>	"forelimb joint"
<http://purl.obolibrary.org/obo/UBERON_0003840>	"hindlimb joint"
<http://purl.obolibrary.org/obo/UBERON_0003841>	"autopod joint"
<http://purl.obolibrary.org/obo/UBERON_0003861>	"neural arch"
<http://purl.obolibrary.org/obo/UBERON_0003862>	"pedal digit 4 phalanx"
<http://purl.obolibrary.org/obo/UBERON_0003863>	"pedal digit 5 phalanx"
<http://purl.obolibrary.org/obo/UBERON_0003864>	"middle phalanx of manus"
<http://purl.obolibrary.org/obo/UBERON_0003865>	"distal phalanx of manus"
<http://purl.obolibrary.org/obo/UBERON_0003866>	"middle phalanx of pes"
<http://purl.obolibrary.org/obo/UBERON_0003867>	"distal phalanx of pes"
<http://purl.obolibrary.org/obo/UBERON_0003868>	"proximal phalanx of pes"
<http://purl.obolibrary.org/obo/UBERON_0003912>	"chitinous tooth"
<http://purl.obolibrary.org/obo/UBERON_0003913>	"tooth-like structure"
<http://purl.obolibrary.org/obo/UBERON_0003932>	"cartilage element of chondrocranium"
<http://purl.obolibrary.org/obo/UBERON_0003933>	"cranial cartilage"
<http://purl.obolibrary.org/obo/UBERON_0003954>	"squamoparietal suture"
<http://purl.obolibrary.org/obo/UBERON_0003955>	"molar crown"
<http://purl.obolibrary.org/obo/UBERON_0003958>	"long bone epiphyseal ossification zone"
<http://purl.obolibrary.org/obo/UBERON_0003960>	"styloid process of temporal bone"
<http://purl.obolibrary.org/obo/UBERON_0003966>	"gonial bone"
<http://purl.obolibrary.org/obo/UBERON_0003971>	"interfrontal bone"
<http://purl.obolibrary.org/obo/UBERON_0003973>	"nasal concha of ethmoid bone"
<http://purl.obolibrary.org/obo/UBERON_0003995>	"subarcuate fossa"
<http://purl.obolibrary.org/obo/UBERON_0003996>	"cervical vertebra 1 arcus anterior"
<http://purl.obolibrary.org/obo/UBERON_0003997>	"hyoid bone greater horn"
<http://purl.obolibrary.org/obo/UBERON_0003998>	"hyoid bone lesser horn"
<http://purl.obolibrary.org/obo/UBERON_0003999>	"hyoid bone body"
<http://purl.obolibrary.org/obo/UBERON_0004096>	"odontoid process of cervical vertebra 2"
<http://purl.obolibrary.org/obo/UBERON_0004098>	"tibial plateaux"
<http://purl.obolibrary.org/obo/UBERON_0004099>	"joint space of elbow"
<http://purl.obolibrary.org/obo/UBERON_0004103>	"alveolar ridge"
<http://purl.obolibrary.org/obo/UBERON_0004106>	"crus of ear"
<http://purl.obolibrary.org/obo/UBERON_0004108>	"clivus of occipital bone"
<http://purl.obolibrary.org/obo/UBERON_0004109>	"cortex of humerus"
<http://purl.obolibrary.org/obo/UBERON_0004129>	"growth plate cartilage"
<http://purl.obolibrary.org/obo/UBERON_0004247>	"bone of dorsum"
