ID	label	SYNONYMS
CL:0000970	unswitched memory B cell	IgD+ memory B cell|non-class-switched memory B cell|unswitched memory B lymphocyte|unswitched memory B-cell|unswitched memory B-lymphocyte
CL:0000971	IgM memory B cell	IgM memory B lymphocyte|IgM memory B-cell|IgM memory B-lymphocyte|memory IgM B cell|memory IgM B lymphocyte|memory IgM B-cell|memory IgM B-lymphocyte
CL:0000972	class switched memory B cell	class switched memory B lymphocyte|class switched memory B-cell|class switched memory B-lymphocyte
CL:0000973	IgA memory B cell	IgA memory B lymphocyte|IgA memory B-cell|IgA memory B-lymphocyte|memory IgA B cell|memory IgA B lymphocyte|memory IgA B-cell|memory IgA B-lymphocyte
CL:0000974	long lived plasma cell	
CL:0000975	short lived plasma cell	
CL:0000976	IgA short lived plasma cell	
CL:0000977	IgG short lived plasma cell	
CL:0000978	IgM short lived plasma cell	
CL:0000979	IgG memory B cell	IgG memory B lymphocyte|IgG memory B-cell|IgG memory B-lymphocyte|memory IgG B cell|memory IgG B lymphocyte|memory IgG B-cell|memory IgG B-lymphocyte
CL:0000980	plasmablast	CD20-negative B cell|CD27-positive, CD38-positive, CD20-negative B cell
CL:0000981	double negative memory B cell	dn memory B cell|dn memory B lymphocyte|dn memory B-cell|dn memory B-lymphocyte|double negative memory B lymphocyte|double negative memory B-cell|double negative memory B-lymphocyte
CL:0000982	IgG plasmablast	
CL:0000983	IgM plasmablast	
CL:0000984	IgA plasmablast	
CL:0000985	IgG plasma cell	
CL:0000986	IgM plasma cell	
CL:0000987	IgA plasma cell	
CL:0000989	CD11c-low plasmacytoid dendritic cell	
CL:0000990	conventional dendritic cell	DC1|cDC|dendritic reticular cell|interdigitating cell|type 1 DC|veiled cell
CL:0000991	CD11c-negative plasmacytoid dendritic cell	CD303-positive dendritic cell
CL:0000992	immature CD11c-low plasmacytoid dendritic cell	
CL:0000993	mature CD11c-low plasmacytoid dendritic cell	
CL:0000994	immature CD11c-negative plasmacytoid dendritic cell	
CL:0000996	mature CD11c-negative plasmacytoid dendritic cell	
CL:0000997	immature CD8_alpha-negative CD11b-positive dendritic cell	
CL:0000998	CD8_alpha-negative CD11b-negative dendritic cell	DC.8-4-11b-|triple negative dendritic cell
CL:0000999	CD4-positive CD11b-positive dendritic cell	DC.4+
CL:0001000	CD8_alpha-positive CD11b-negative dendritic cell	DC.8+
CL:0001001	immature CD8_alpha-negative CD11b-negative dendritic cell	
CL:0001002	mature CD8_alpha-negative CD11b-negative dendritic cell	
CL:0001003	mature CD8_alpha-negative CD11b-positive dendritic cell	
CL:0001004	immature CD8_alpha-positive CD11b-negative dendritic cell	
CL:0001005	mature CD8_alpha-positive CD11b-negative dendritic cell	
CL:0001006	dermal dendritic cell	
CL:0001007	interstitial dendritic cell	
CL:0001009	immature dermal dendritic cell	
CL:0001010	mature dermal dendritic cell	
CL:0001011	immature interstitial dendritic cell	
CL:0001013	mature interstitial dendritic cell	
CL:0001014	CD1a-positive Langerhans cell	CD1a-LC
CL:0001015	CD8_alpha-low Langerhans cell	
CL:0001016	immature CD1a-positive Langerhans cell	
CL:0001017	mature CD1a-positive Langerhans cell	
CL:0001018	immature CD8_alpha-low Langerhans cell	
CL:0001020	mature CD8_alpha-low Langerhans cell	
CL:0001022	CD115-positive monocyte	
CL:0001041	CD8-positive, CXCR3-positive, alpha-beta regulatory T cell	CD8+CXCR3+ T cell|CD8+CXCR3+ T lymphocyte|CD8+CXCR3+ T(reg)|CD8+CXCR3+ T-cell|CD8+CXCR3+ Treg|CD8-positive, CXCR3-positive, T(reg)|CD8-positive, CXCR3-positive, Treg|CD8-positive, CXCR3-positive, alpha-beta regulatory T lymphocyte|CD8-positive, CXCR3-positive, alpha-beta regulatory T-cell|CD8-positive, CXCR3-positive, alpha-beta regulatory T-lymphocyte
CL:0001042	T-helper 22 cell	T(H)-22 cell|Th22 T cell|Th22 T lymphocyte|Th22 T-cell|Th22 T-lymphocyte|Th22 cell|helper T cell type 22
CL:0001043	activated CD4-positive, alpha-beta T cell, human	activated CD4+ T cell|activated CD4-positive, alpha-beta T lymphocyte, human|activated CD4-positive, alpha-beta T-cell, human|activated CD4-positive, alpha-beta T-lymphocyte, human
CL:0001044	effector CD4-positive, alpha-beta T cell	effector CD4+ T cell|effector CD4-positive, alpha-beta T lymphocyte|effector CD4-positive, alpha-beta T-cell|effector CD4-positive, alpha-beta T-lymphocyte
CL:0001045	naive CCR4-positive regulatory T cell	naive CCR4+ Treg|naive CCR4-positive regulatory T lymphocyte|naive CCR4-positive regulatory T-cell|naive CCR4-positive regulatory T-lymphocyte
CL:0001046	memory CCR4-positive regulatory T cell	memory CCR4+ Treg|memory CCR4-positive regulatory T lymphocyte|memory CCR4-positive regulatory T-cell|memory CCR4-positive regulatory T-lymphocyte
CL:0001047	CD4-positive, CD25-positive, CCR4-positive, alpha-beta regulatory T cell	CCR+ Treg|CD4-positive, CD25-positive, CCR4-positive, alpha-beta regulatory T lymphocyte|CD4-positive, CD25-positive, CCR4-positive, alpha-beta regulatory T-cell|CD4-positive, CD25-positive, CCR4-positive, alpha-beta regulatory T-lymphocyte
CL:0001048	activated CD4-positive, CD25-positive, CCR4-positive, alpha-beta regulatory T cell, human	activated CCR4+ Treg|activated CD4-positive, CD25-positive, CCR4-positive, alpha-beta regulatory T lymphocyte|activated CD4-positive, CD25-positive, CCR4-positive, alpha-beta regulatory T-cell|activated CD4-positive, CD25-positive, CCR4-positive, alpha-beta regulatory T-lymphocyte
CL:0001049	activated CD8-positive, alpha-beta T cell, human	activated CD8+ T cell|activated CD8-positive, alpha-beta T lymphocyte, human|activated CD8-positive, alpha-beta T-cell, human|activated CD8-positive, alpha-beta T-lymphocyte, human
CL:0001050	effector CD8-positive, alpha-beta T cell	effector CD8+ T cell|effector CD8-positive, alpha-beta T lymphocyte|effector CD8-positive, alpha-beta T-cell|effector CD8-positive, alpha-beta T-lymphocyte
CL:0001051	CD4-positive, CXCR3-negative, CCR6-negative, alpha-beta T cell	CD4-positive, CXCR3-negative, CCR6-negative, alpha-beta T lymphocyte|CD4-positive, CXCR3-negative, CCR6-negative, alpha-beta T-cell|CD4-positive, CXCR3-negative, CCR6-negative, alpha-beta T-lymphocyte|non-Th1/Th17 CD4+ T cell
CL:0001052	CD8-positive, CXCR3-negative, CCR6-negative, alpha-beta T cell	CD8-positive, CXCR3-negative, CCR6-negative, alpha-beta T lymphocyte|CD8-positive, CXCR3-negative, CCR6-negative, alpha-beta T-cell|CD8-positive, CXCR3-negative, CCR6-negative, alpha-beta T-lymphocyte|non-Tc1/Tc17 CD8+ T cell
CL:0001053	IgD-negative memory B cell	IgD- memory B cell
CL:0001054	CD14-positive monocyte	monocyte
CL:0001055	CD14-positive, CD16-low monocyte	intermediate monocyte, human
CL:0001056	dendritic cell, human	dendritic cell
CL:0001057	myeloid dendritic cell, human	myeloid dendritic cell
CL:0001058	plasmacytoid dendritic cell, human	plasmacytoid dendritic cell
CL:0001062	effector memory CD8-positive, alpha-beta T cell, terminally differentiated	CD8+ TEMRA|CD8-positive TEMRA|TEMRA
CL:0001065	innate lymphoid cell	
CL:0001067	group 1 innate lymphoid cell	
CL:0001068	ILC1	
CL:0001069	group 2 innate lymphoid cell	ILC2|natural helper cell|nuocyte
CL:0001071	group 3 innate lymphoid cell	ILC3
CL:0001072	CD34-negative, CD117-positive innate lymphoid cell, human	CD34-negative, CD117-positive ILC|CD34-negative, CD117-positive ILCP|CD34-negative, CD117-positive innate lymphoid cell precusor
CL:0001073	CD34-negative, CD56-positive, CD117-positive innate lymphoid cell, human	CD34-negative, CD56-positive, CD117-positive ILC|CD34-negative, CD56-positive, CD117-positive ILCP|CD34-negative, CD56-positive, CD117-positive innate lymphoid cell precursor
CL:0001074	CD34-positive, CD56-positive, CD117-positive common innate lymphoid precursor, human	CD34-positive, CD56-positive, CD117-positive CILP
CL:0001075	KLRG1-positive innate lymphoid cell, human	KLRG1-positive ILC
CL:0001076	NKp46-positive innate lymphoid cell, human	NKp46-positive ILC
CL:0001077	ILC1, human	innate lymphoid cell 1, human
CL:0001078	group 3 innate lymphoid cell, human	ILC3, human
CL:0001079	NKp44-positive group 3 innate lymphoid cell, human	
CL:0001080	NKp44-negative group 3 innate lymphoid cell, human	
CL:0001081	group 2 innate lymphoid cell, human	ILC2, human
CL:0001082	immature innate lymphoid cell	immature ILC
CL:0001087	effector memory CD4-positive, alpha-beta T cell, terminally differentiated	CD4+ TEMRA|CD4-positive TEMRA|TEMRA
CL:0001200	lymphocyte of B lineage, CD19-positive	
CL:0001201	B cell, CD19-positive	B lymphocyte, CD19-positive|B-cell, CD19-positive|B-lymphocyte, CD19-positive|CD19+ B cell|CD19-positive B cell
CL:0001202	CD86-positive plasmablast	CD86+ plasmablast|CD86-positive, CD20-negative plasmablast
CL:0001203	CD8-positive, alpha-beta memory T cell, CD45RO-positive	CD8-positive, alpha-beta memory T lymphocyte, CD45RO-positive|CD8-positive, alpha-beta memory T-cell, CD45RO-positive|CD8-positive, alpha-beta memory T-lymphocyte, CD45RO-positive
CL:0001204	CD4-positive, alpha-beta memory T cell, CD45RO-positive	CD4-positive, alpha-beta memory T lymphocyte, CD45RO-positive|CD4-positive, alpha-beta memory T-cell, CD45RO-positive|CD4-positive, alpha-beta memory T-lymphocyte, CD45RO-positive
CL:0002001	CD34-positive, CD38-positive granulocyte monocyte progenitor	
CL:0002002	Kit-positive granulocyte monocyte progenitor	
CL:0002026	CD34-negative, CD41-positive, CD42-positive megakaryocyte cell	
CL:0002027	CD9-positive, CD41-positive megakaryocyte cell	
CL:0002037	CD2-positive, CD5-positive, CD44-positive alpha-beta intraepithelial T cell	memory alpha beta IEL
CL:0002038	T follicular helper cell	T(FH)|Tfh|follicular B helper T cell|follicular T cell|follicular T-cell|follicular T-helper cell|follicular helper T cell|follicular helper T-cell
CL:0002039	immature NK T cell stage I	
CL:0002040	immature NK T cell stage II	NKT.44-NK1.1-.Th
CL:0002041	immature NK T cell stage III	NKT.44+.NK1.1-.Th
CL:0002042	immature NK T cell stage IV	NKT.44+.NK1.1-.Th
CL:0002047	Fraction B precursor B cell	Fr. B|Fraction B
CL:0002048	late pro-B cell	
CL:0002049	Fraction C precursor B cell	Fraction C
CL:0002050	Fraction C' precursor B cell	Fr. C'|Fraction C-prime
CL:0002051	CD38-high pre-BCR positive cell	large pre-B cell type I
CL:0002052	Fraction D precursor B cell	Fr. D|Fraction D pre-B cell
CL:0002053	CD22-positive, CD38-low small pre-B cell	small pre-B cell
CL:0002054	Fraction E immature B cell	
CL:0002055	CD38-negative immature B cell	
CL:0002056	Fraction F mature B cell	
CL:0002057	CD14-positive, CD16-negative classical monocyte	CD16- monocyte|CD16-negative monocyte
CL:0002058	Gr1-low non-classical monocyte	
CL:0002059	CD8alpha-positive thymic conventional dendritic cell	CD8alpha-alpha-positive thymic conventional dendritic cell|DC.8+.Th
CL:0002060	melanophage	
CL:0002061	T-helper 9 cell	T helper cells type 9|T(H)-9 cell|Th9
CL:0002087	nongranular leukocyte	agranular leukocyte
CL:0002089	group 2 innate lymphoid cell, mouse	nuocyte
CL:0002092	bone marrow cell	
CL:0002101	CD38-positive naive B cell	CD38+ naive B cell|CD38+ naive B lymphocyte|CD38+ naive B-cell|CD38+ naive B-lymphocyte|CD38-positive naive B lymphocyte|CD38-positive naive B-cell|CD38-positive naive B-lymphocyte
CL:0002102	CD38-negative naive B cell	CD38- naive B cell|CD38- naive B lymphocyte|CD38- naive B-cell|CD38- naive B-lymphocyte|CD38-negative naive B lymphocyte|CD38-negative naive B-cell|CD38-negative naive B-lymphocyte
CL:0002103	IgG-positive double negative memory B cell	IgG+ dn memory B cell|IgG+ dn memory B lymphocyte|IgG+ dn memory B-cell|IgG+ dn memory B-lymphocyte|IgG+ double negative memory B cell|IgG+ double negative memory B lymphocyte|IgG+ double negative memory B-cell|IgG+ double negative memory B-lymphocyte|IgG-positive dn memory B cell|IgG-positive dn memory B lymphocyte|IgG-positive dn memory B-cell|IgG-positive dn memory B-lymphocyte|IgG-positive double negative memory B lymphocyte|IgG-positive double negative memory B-cell|IgG-positive double negative memory B-lymphocyte
CL:0002104	IgG-negative double negative memory B cell	IgG- dn memory B cell|IgG- dn memory B lymphocyte|IgG- dn memory B-cell|IgG- dn memory B-lymphocyte|IgG- double negative memory B cell|IgG- double negative memory B lymphocyte|IgG- double negative memory B-cell|IgG- double negative memory B-lymphocyte|IgG-negative dn memory B cell|IgG-negative dn memory B lymphocyte|IgG-negative dn memory B-cell|IgG-negative dn memory B-lymphocyte|IgG-negative double negative memory B lymphocyte|IgG-negative double negative memory B-cell|IgG-negative double negative memory B-lymphocyte
CL:0002105	CD38-positive IgG memory B cell	CD38+ IgG memory B cell|CD38+ IgG memory B lymphocyte|CD38+ IgG memory B-cell|CD38+ IgG memory B-lymphocyte|CD38-positive IgG memory B lymphocyte|CD38-positive IgG memory B-cell|CD38-positive IgG memory B-lymphocyte
CL:0002106	IgD-positive CD38-positive IgG memory B cell	
CL:0002107	IgD-negative CD38-positive IgG memory B cell	
CL:0002108	CD38-negative IgG memory B cell	
CL:0002109	B220-positive CD38-positive naive B cell	B220+CD38+ naive B cell|B220+CD38+ naive B lymphocyte|B220+CD38+ naive B-cell|B220+CD38+ naive B-lymphocyte|B220-positive CD38-positive naive B lymphocyte|B220-positive CD38-positive naive B-cell|B220-positive CD38-positive naive B-lymphocyte|CD38+B220+ naive B cell|CD38+B220+ naive B lymphocyte|CD38+B220+ naive B-cell|CD38+B220+ naive B-lymphocyte
CL:0002110	B220-low CD38-positive naive B cell	
CL:0002111	CD38-negative unswitched memory B cell	CD38- unswitched memory B cell|CD38- unswitched memory B lymphocyte|CD38- unswitched memory B-cell|CD38- unswitched memory B-lymphocyte|CD38-negative unswitched memory B lymphocyte|CD38-negative unswitched memory B-cell|CD38-negative unswitched memory B-lymphocyte
CL:0002112	B220-positive CD38-negative unswitched memory B cell	
CL:0002113	B220-low CD38-negative unswitched memory B cell	
CL:0002114	CD38-positive unswitched memory B cell	CD38+ unswitched memory B cell|CD38+ unswitched memory B lymphocyte|CD38+ unswitched memory B-cell|CD38+ unswitched memory B-lymphocyte|CD38-positive unswitched memory B lymphocyte|CD38-positive unswitched memory B-cell|CD38-positive unswitched memory B-lymphocyte
CL:0002115	B220-positive CD38-positive unswitched memory B cell	
CL:0002116	B220-low CD38-positive unswitched memory B cell	
CL:0002117	IgG-negative class switched memory B cell	IgG- class switched memory B cell|IgG- class switched memory B lymphocyte|IgG- class switched memory B-cell|IgG- class switched memory B-lymphocyte|IgG-negative class switched memory B lymphocyte|IgG-negative class switched memory B-cell|IgG-negative class switched memory B-lymphocyte
CL:0002118	CD38-negative IgG-negative class switched memory B cell	
CL:0002119	CD38-positive IgG-negative class switched memory B cell	
CL:0002120	CD24-positive CD38-negative IgG-negative class switched memory B cell	
CL:0002121	CD24-negative CD38-negative IgG-negative class switched memory B cell	
CL:0002122	B220-positive CD38-positive IgG-negative class switched memory B cell	
CL:0002123	B220-low CD38-positive IgG-negative class switched memory B cell	
CL:0002124	CD27-positive gamma-delta T cell	gammadelta27-positive|gd27-positive
CL:0002125	CD27-negative gamma-delta T cell	gammadelta-17 cells
CL:0002126	CD25-positive, CD27-positive immature gamma-delta T cell	
CL:0002127	innate effector T cell	
CL:0002128	Tc17 cell	CD8-positive Th17 cell|Tc17 CD8+ T cell|Tc17 T cell|Tc17 T lymphocyte|Tc17 T-cell|Tc17 T-lymphocyte|Th17 CD8-positive T cell|Th17 non-TFH CD8-positive T cell
CL:0002138	endothelial cell of lymphatic vessel	LEC|lymphatic endothelial cell
CL:0002150	epithelioid macrophage	epithelioid cell|epithelioid histocyte|epitheloid macrophage
CL:0002218	immature dendritic epithelial T cell precursor	immature DEC precursor|immature DETC precursor
CL:0002240	marrow fibroblast	
CL:0002247	pleural macrophage	
CL:0002293	epithelial cell of thymus	epithelial cell of thymus gland|epithelial reticular cell|epithelial reticular cell of thymus|thymic epithelial cell
CL:0002294	type-1 epithelial cell of thymus	subcapsular thymic epithelial cell
CL:0002295	type-6 epithelial cell of thymus	cystic thymic epithelial cells|large mTEC|large medullary thymic epithelial cells
CL:0002296	type-4 epithelial cell of thymus	dark thymic epithelial cell
CL:0002297	type-3 epithelial cell of thymus	intermediate thymic epithelial cell
CL:0002298	type-5 epithelial cell of thymus	undifferentiated mTEC|undifferentiated medullary thymic epithelial cell|undifferentiated thymic epithelial cell
CL:0002299	type-2 epithelial cell of thymus	pale thymic epithelial cell
CL:0002300	type-7 epithelial cell of thymus	spindle shaped mTEC|spindle shaped medullary thymic epithelial cell
CL:0002338	CD56-positive, CD161-positive immature natural killer cell, human	p-NK
CL:0002343	decidual natural killer cell, human	dNK cell|decidual NK cell
CL:0002344	CD56-negative, CD161-positive immature natural killer cell, human	p-NK
CL:0002345	CD27-low, CD11b-low immature natural killer cell, mouse	preNK.BM
CL:0002346	Dx5-negative, NK1.1-positive immature natural killer cell, mouse	
CL:0002347	CD27-high, CD11b-high natural killer cell, mouse	
CL:0002348	CD27-low, CD11b-high natural killer cell, mouse	
CL:0002349	CD27-high, CD11b-low natural killer cell, mouse	
CL:0002364	cortical thymic epithelial cell	cTEC
CL:0002365	medullary thymic epithelial cell	mTEC
CL:0002378	immature Vgamma2-positive fetal thymocyte	fetal Vgamma2+ thymocyte
CL:0002393	intermediate monocyte	
CL:0002394	CD141-positive myeloid dendritic cell	
CL:0002395	Gr1-high classical monocyte	
CL:0002396	CD14-low, CD16-positive monocyte	non-classical monocyte, human
CL:0002397	CD14-positive, CD16-positive monocyte	CD16+ monocyte
CL:0002398	Gr1-positive, CD43-positive monocyte	
CL:0002399	CD1c-positive myeloid dendritic cell	
CL:0002400	Fraction B/C precursor B cell	
CL:0002401	mature dendritic epithelial T cell precursor	mature DEC precursor|mature DETC precursor
CL:0002402	Peyer's patch B cell	Peyers patch B cell
CL:0002403	mature Vgamma2-positive fetal thymocyte	fetal Vgamma2-positive
CL:0002404	fetal thymocyte	
CL:0002405	gamma-delta thymocyte	gammadelta thymocyte|gd thymocyte
CL:0002406	immature Vgamma2-positive thymocyte	Vgamma2-positive thymocyte
CL:0002407	mature Vgamma2-positive thymocyte	Vgamma2-positive
CL:0002408	immature Vgamma2-negative thymocyte	Vgamma2-negative thymocyte
CL:0002409	mature Vgamma2-negative thymocyte	Vgamma2-negative
CL:0002411	Vgamma1.1-positive, Vdelta6.3-negative thymocyte	Vg1.1-positive, Vd6.3-negative T cell
CL:0002412	Vgamma1.1-positive, Vdelta6.3-positive thymocyte	Vg1.1+Vd6.3+ T cell
CL:0002413	mature Vgamma1.1-positive, Vdelta6.3-negative thymocyte	mature Vg1.1-positive, Vd6.3-negative T cell
CL:0002414	immature Vgamma1.1-positive, Vdelta6.3-negative thymocyte	immature Vg1.1-positive, Vd6.3-negative T cell
CL:0002415	immature Vgamma1.1-positive, Vdelta6.3-positive thymocyte	immature Vg1.1+Vd6.3+ T cell
CL:0002416	mature Vgamma1.1-positive, Vdelta6.3-positive thymocyte	mature Vg1.1+Vd6.3+ T cell
CL:0002419	mature T cell	CD3e-positive T cell|CD3epsilon T cell|mature T-cell
CL:0002420	immature T cell	immature T-cell
CL:0002423	DN2a thymocyte	
CL:0002424	DN2b thymocyte	
CL:0002426	CD11b-positive, CD27-positive natural killer cell, mouse	
CL:0002427	resting double-positive thymocyte	T.DP.sm.Th
CL:0002428	double-positive blast	T.DPb.Th|activated double-positive thymocyte
CL:0002429	CD69-positive double-positive thymocyte	T.DP69+.Th
CL:0002430	CD4-intermediate, CD8-positive double-positive thymocyte	T.4int8+.Th
CL:0002431	CD4-positive, CD8-intermediate double-positive thymocyte	T.4int8+.th
CL:0002432	CD24-positive, CD4 single-positive thymocyte	CD24-positive, CD4 single-positive semimature thymocyte|T.4SP24int.Th
CL:0002433	CD69-positive, CD4-positive single-positive thymocyte	T.4SP69+.Th|intermediate CD4-single-positive
CL:0002434	CD24-positive, CD8 single-positive thymocyte	CD24-positive, CD8 single-positive semimature thymocyte|T.8SP24int.Th
CL:0002435	CD69-positive, CD8-positive single-positive thymocyte	T.8SP69+.Th|intermediate CD8-single-positive
CL:0002436	mature CD4 single-positive thymocyte	T.4SP24-.Th
CL:0002437	mature CD8 single-positive thymocyte	T.8SP24-.Th
CL:0002438	NK1.1-positive natural killer cell, mouse	NK.sp|NK1.1-positive NK cell
CL:0002439	NKGA2-positive natural killer cell, mouse	NK.G2A+.SP
CL:0002440	Ly49D-positive natural killer cell, mouse	NK.49D+.Sp
CL:0002441	CD94-positive natural killer cell, mouse	NK.94+.Sp
CL:0002442	CD94-negative, Ly49CI-negative natural killer cell, mouse	CD94- Ly49I-negative NK cell|NK.49Cl-94-.Sp
CL:0002443	Ly49CI-positive natural killer cell, mouse	Ly49I-positive NK cell|NK.49Cl+.Sp
CL:0002444	Ly49H-positive natural killer cell, mouse	LyH49H-positive
CL:0002445	Ly49D-negative natural killer cell, mouse	NK.49D-.Sp
CL:0002446	Ly49CI-negative natural killer cell, mouse	Ly49I-negative NK cell|NK.49Cl-.Sp
CL:0002447	CD94-negative natural killer cell, mouse	NK.94-.Sp
CL:0002448	Ly49H-negative natural killer cell, mouse	LyH49H-negative
CL:0002449	CD94-positive Ly49CI-positive natural killer cell, mouse	NK.49Cl+94+.Sp
CL:0002454	Cd4-negative, CD8_alpha-negative, CD11b-positive dendritic cell	DC.8-4-11b+|spleen double-negative dendritic cell
CL:0002455	CD8_alpha-negative plasmactyoid dendritic cell	DC.pDC.8-
CL:0002456	CD8_alpha-positive plasmactyoid dendritic cell	DC.pDC.8+
CL:0002457	epidermal Langerhans cell	
CL:0002458	langerin-positive dermal dendritic cell	
CL:0002459	langerin-negative dermal dendritic cell	
CL:0002460	CD8alpha-negative thymic conventional dendritic cell	DC.8-.Th
CL:0002461	CD103-positive dendritic cell	
CL:0002462	adipose dendritic cell	
CL:0002463	SIRPa-positive adipose dendritic cell	DC.SIRPa+.Ad
CL:0002464	SIRPa-negative adipose dendritic cell	DC.SIRPa-.Ad
CL:0002465	CD11b-positive dendritic cell	
CL:0002466	small intestine serosal dendritic cell	DC.11cloSer.SI
CL:0002467	Gr1-high myeloid suppressor cell	MDS.Gr1hi
CL:0002468	Gr1-low myeloid suppressor cell	MDS.Gr1lo
CL:0002469	MHC-II-negative classical monocyte	Mo.6C+II-
CL:0002470	MHC-II-positive classical monocyte	Mo.6c+II
CL:0002471	MHC-II-negative non-classical monocyte	Mo.6C-II-
CL:0002472	MHC-II-low non-classical monocyte	Mo.6C-IIint
CL:0002473	MHC-II-high non-classical monocyte	Mo.6C-II+
CL:0002474	lymphoid MHC-II-negative classical monocyte	
CL:0002475	lymphoid MHC-II-negative non-classical monocyte	
CL:0002476	bone marrow macrophage	MF.BM
CL:0002477	adipose macrophage	
CL:0002478	F4/80-negative adipose macrophage	MF.Autofl.Ad
CL:0002479	F4/80-positive adipose macrophage	MF.F480+.Ad
CL:0002489	double negative thymocyte	CD4-CD8- T cell|double negative T cell
CL:0002496	intraepithelial lymphocyte	IEL|intraepithelial T cell|intraepithelial T-cell
CL:0002505	liver CD103-negative dendritic cell	DC.103-11b+.Lv
CL:0002506	liver CD103-positive dendritic cell	DC.103+11b-.Lv
CL:0002507	langerin-positive lymph node dendritic cell	
CL:0002508	langerin-negative, CD103-negative lymph node dendritic cell	
CL:0002509	CD103-positive, langerin-positive lymph node dendritic cell	
CL:0002510	CD103-negative, langerin-positive lymph node dendritic cell	
CL:0002511	CD11b-low, CD103-negative, langerin-negative lymph node dendritic cell	
CL:0002512	CD11b-high, CD103-negative, langerin-negative lymph node dendritic cell	
CL:0002513	Vgamma5-positive CD8alpha alpha positive gamma-delta intraepithelial T cell	tgd.vg5+.IEL
CL:0002514	Vgamma5-negative CD8alpha alpha positive gamma-delta intraepithelial T cell	tgd.vg5-.IEL
CL:0002526	CD14-positive dermal dendritic cell	CD14+ dermal DC
CL:0002527	immature CD14-positive dermal dendritic cell	
CL:0002528	mature CD14-positive dermal dendritic cell	
CL:0002529	CD1a-positive dermal dendritic cell	CD1a+ dermal DC
CL:0002530	immature CD1a-positive dermal dendritic cell	
CL:0002531	mature CD1a-positive dermal dendritic cell	
CL:0002532	CD16-positive myeloid dendritic cell	CD16+ mDC|CD16-mDC
CL:0002533	immature CD16-positive myeloid dendritic cell	
CL:0002534	mature CD16-positive myeloid dendritic cell	
CL:0002540	mesenchymal stem cell of the bone marrow	
CL:0002554	fibroblast of lymphatic vessel	
CL:0002628	immature microglial cell	immature microglia|quiescent microglia|resting microglia
CL:0002629	mature microglial cell	activated microglia|mature microglia|reactive microglia
CL:0002677	naive regulatory T cell	naive regulatory T lymphocyte|naive regulatory T-cell|naive regulatory T-lymphocyte
CL:0002678	memory regulatory T cell	
CL:0002679	natural helper lymphocyte	
CL:0009014	Peyer's patch lymphocyte	Peyer's patch resident lymphocyte|small intestine Peyer's patch lymphocyte
CL:0009015	Peyer's patch follicular dendritic cell	
CL:0009018	lymphocyte of large intestine lamina propria	lamina propria lymphocyte of large intestine
CL:0010001	stromal cell of bone marrow	bone marrow stromal cell
CL:0010004	mononuclear cell of bone marrow	bone marrow mononuclear cell
CL:0011024	double negative T regulatory cell	CD4-negative, CD8-negative, alpha-beta regulatory T cells|DN Treg|double-negative alpha-beta regulatory T cell
CL:0011025	exhausted T cell	An effector T cell that displays impaired effector functions (e.g., rapid production of effector cytokines, cytotoxicity) and has limited proliferative potential.|Tex cell
CL:0011114	segmented neutrophil of bone marrow	
CL:0019015	lung parenchyma resident eosinophil	lung-resident eosinophil|rEos
CL:0019017	lymphatic vessel smooth muscle cell	smooth muscle cell of lymphatic vessel
CL:1000397	endothelial cell of venous sinus of red pulp of spleen	
CL:1000411	endothelial cell of Peyer's patch	
CL:1000489	reticular cell of splenic cord	
CL:1000695	kidney interstitial alternatively activated macrophage	
CL:1000696	kidney interstitial inflammatory macrophage	
CL:1000697	kidney interstitial suppressor macrophage	
CL:1000698	kidney resident macrophage	
CL:1000699	kidney resident dendritic cell	
CL:1001577	tonsil squamous cell	tonsil squamous epithelial cell|tonsil squamous epithelial cells|tonsillar squamous cell|tonsillar squamous epithelial cell
CL:1001603	lung macrophage	lung macrophages
CL:1001610	bone marrow hematopoietic cell	bone marrow hematopoietic cells|bone marrow poietic cells
CL:2000001	peripheral blood mononuclear cell	
CL:2000006	tonsil germinal center B cell	
CL:2000011	dermis lymphatic vessel endothelial cell	
CL:2000041	dermis microvascular lymphatic vessel endothelial cell	
CL:2000051	splenic fibroblast	
CL:2000053	splenic endothelial cell	
CL:2000054	hepatic pit cell	
CL:2000055	liver dendritic cell	hepatic dendritic cell
CL:2000074	splenocyte	
CL:2000079	mesenchymal stem cell of femoral bone marrow	
CL:2000085	mononuclear cell of umbilical cord	
CL:3000001	Hofbauer cell	
UBERON:0000029	lymph node	lymph gland|nodus lymphaticus
UBERON:0000040	Leydig's organ	
UBERON:0000061	anatomical structure	biological structure|connected biological structure
UBERON:0000332	yellow bone marrow	fat marrow|medulla ossium flava|yellow marrow
UBERON:0000361	red bone marrow	medulla ossium rubra|parenchyma of none marrow marrow|parenchymal red marrow|red marrow
UBERON:0000363	reticuloendothelial system	RES|lymphoreticular|lymphoreticular system|mononuclear phagocyte system|reticuloendothelial system
UBERON:0000444	lymphoid follicle	folliculus lymphaticus|lymphatic follicle|lymphatic nodule|lymphoid nodule|nodular lymphoid tissue|nodulus lymphaticus|nodulus lymphoideus
UBERON:0000465	material anatomical entity	
UBERON:0000467	anatomical system	anatomical systems|body system|connected anatomical system|organ system|system
UBERON:0001062	anatomical entity	
UBERON:0001097	axillary lymph node	axillary node|nodi lymphoidei axillares
