ID	label	SYNONYMS
UBERON:0001440	forelimb skeleton	bones of upper limb|fore limb skeleton|forelimb skeleton|free upper limb skeleton|ossa membri superioris|pectoral limb skeleton|set of bones of upper limb|skeleton of forelimb|skeleton of free upper limb|skeleton of pectoral limb|skeleton of upper limb|upper limb skeleton|wing skeleton
UBERON:0001441	hindlimb skeleton	bones of lower limb|free lower limb skeleton|hind limb skeleton|hind-limb skeleton|hindlimb skeleton|lower limb skeleton|ossa membri inferioris|set of bones of lower limb|skeleton of free lower limb|skeleton of lower limb
UBERON:0001442	skeleton of manus	anterior autopodium|anterior autopodium skeleton|bones of hand|fore autopod skeleton|forelimb autopod skeleton|hand region skeleton|hand skeleton|manual skeleton|manus|manus skeleton|ossa manus|set of bones of hand|skeleton of hand
UBERON:0001445	skeleton of pes	foot region skeleton|foot skeleton|pedal skeleton|pes|pes skeleton|posterior autopodium|posterior autopodium skeleton|set of bones of foot|skeleton of foot
UBERON:0001446	fibula	
UBERON:0001447	tarsal bone	ankle bone|bone of ankle|bone of tarsal skeleton|bone of tarsus|bony tarsus|hind mesopodium|ossa tarsalia|ossa tarsi|tarsal|tarsus osseus
UBERON:0001448	metatarsal bone	metatarsal|ossa metatarsalia|ossa metatarsi
UBERON:0001449	phalanx of pes	bone of toe|digital bone of pes|digitus pedis phalanx|foot digit phalanx|foot phalanx|pedal phalanx|phalanges of hind digit|phalanx of digit of foot|phalanx of digitus pedis|phalanx of foot digit|phalanx of hind digit|phalanx of pes|phalanx of toe|toe phalanx
UBERON:0001450	calcaneus	calcaneal bone|calcanei|calcaneum|calcaneus bone|fibulare|heel bone|os calcis|os tarsi fibulare
UBERON:0001451	navicular bone of pes	central tarsal bone|centrale|centrale (hind)|navicular|navicular bone of foot|navicular of foot|navicular of pes|os naviculare|os naviculare|os naviculare pedis|os tarsi centrale
UBERON:0001452	distal tarsal bone 1	1st cuneiform|cuneiforme 1|distal tarsal 1|distal tarsal 1 bone|entocuneiforme|first cuneiform|first cuneiform bone|foot distal carpal bone 1|medial cuneiform|medial cuneiform bone|os cuneiform primum|os cuneiforme mediale|os cuneiforme mediale|os cuneiforme mediale|os cuneiforme primum|os tarsale I|ossa cuneiforme mediale|tarsal 1
UBERON:0001453	distal tarsal bone 2	2nd cuneiform|cuneiforme 2|distal tarsal 2|distal tarsal 2 bone|foot distal carpal bone 2|intermediate cuneiform|intermediate cuneiform bone|mesocuneiforme|middle cuneiform|middle cuneiform bone of foot|os cuneiforme intermedium|os cuneiforme intermedium|os cuneiforme intermedium|os cuneiforme secundum|os cuneiforme secundum|os tarsale II|second cuneiform bone|second cuneiform bone of foot|tarsal 2
UBERON:0001454	distal tarsal bone 3	3rd cuneiform|cuneiforme 3|distal tarsal 3|distal tarsal 3 bone|ectocuneiforme|external cuneiform|external cuneiform bone of foot|foor distal carpal bone 3|lateral cuneiform|lateral cuneiform bone|os cuneiforme laterale|os cuneiforme laterale|os cuneiforme tertium|os tarsale III|ossa cuneiforme laterale|tarsal 3|third cuneiform bone
UBERON:0001455	cuboid bone	cuboid|cuboideum|distal tarsal bones 4 and 5|foot distal tarsal bone 4 and 5|os cuboideum|os tarsale IV et V
UBERON:0001470	glenohumeral joint	articulatio humeri|humeral joint|humeroscapular joint|joint of shoulder|shoulder joint
UBERON:0001480	proximal carpal bone	
UBERON:0001481	distal carpal bone	distal carpal
UBERON:0002091	appendicular skeleton	appendicular skeleton|entire appendicular skeleton|paired fin skeleton|skeleton appendiculare
UBERON:0002225	costal arch	arcus costae|arcus costalis|costal margin|subcostal arch
UBERON:0002228	rib	dorsal rib|pleural rib|ribs
UBERON:0002230	head of rib	caput costae|rib head
UBERON:0002231	body of rib	corpus costae|rib body|rib shaft|shaft of rib
UBERON:0002234	proximal phalanx of manus	hand proximal phalanx|phalanx proximalis manus|proximal manual phalanx|proximal phalanx of finger|proximal phalanx of fore digit|proximal phalanx of hand|proximal phalanx of manual digit
UBERON:0002235	tubercle of rib	rib tubercle|tuberculum costae
UBERON:0002236	costal cartilage	cartilagines costales|cartilago costalis|sternal cartilage
UBERON:0002237	true rib	costa vera|costae verae
UBERON:0002238	false rib	asternal ribs|costa spuria|costae spuriae
UBERON:0002239	floating rib	costa fluitante|costae fluctuantes|costae fluitantes|free rib|vertebral rib
UBERON:0002374	metacarpal bone	metacarpal
UBERON:0002395	talus	astragaloid bone|astragalus|astragalus bone|major ankle bone|os tarsi tibiale|os trigonum
UBERON:0002428	limb bone	bone of extremity|bone of limb|free limb bone
UBERON:0002445	ulnare	cuneiform bone of hand|cuneiform bone of manus|cuneiform of hand|os triquetrum|os ulnare|triangular|triangular bone|triquetral|triquetral bone|triquetrum|ulnar carpal bone
UBERON:0002446	patella	knee bone|knee cap|patella
UBERON:0002495	long bone	os longum
UBERON:0002497	acromion	acromion of scapula|acromion of the scapula|acromion process|scapular acromion
UBERON:0002498	deltopectoral crest	crista ventralis|crista ventralis humeri|deltoid crest|deltoid eminence|deltoid impression|deltoid process|deltoid tuberosity|deltoid tuberosity of humerus|pectoral process|tuberositas deltoidea|tuberositas deltoidea (corpus humeri)|tuberositas deltoidea humeri
UBERON:0002503	greater trochanter	great trochanter|greater trochanter of femur|trochanter major
UBERON:0002504	lesser trochanter	lesser trochanter of femur|trochanter minor
UBERON:0002516	epiphyseal plate	cartilago epiphysialis|epiphyseal cartilage|epiphyseal disk|epiphyseal growth disk|epiphyseal growth plate|epiphyseal growth plate cartilage|epiphysial plate|growth plate|lamina epiphysialis|long bone epiphyseal plate|physis
UBERON:0003221	phalanx	digit long bone|long bone of digit|phalange|phalanges|phalanx bone
UBERON:0003253	neck of rib	collum costae|collum costae|rib neck
UBERON:0003460	arm bone	arm bone organ|bone of arm|bone of upper extremity|bone organ of arm
UBERON:0003461	shoulder bone	bone of shoulder|shoulder-articulating bone
UBERON:0003464	hindlimb bone	bone of hind limb|bone of hindlimb|bone of inferior member|bone of lower extremity|bone organ of hind limb|bone organ of hindlimb|bone organ of lower extremity|hind limb bone|hind limb bone organ|hindlimb bone organ
UBERON:0003466	forelimb zeugopod bone	antebrachial region bone|antebrachial region bone organ|arm zeugopod bone|arm zeugopod bone organ|lower arm bone|wing zeugopod bone|zeugopod bone, forelimb|zeugopod bone, upper
UBERON:0003467	sesamoid bone of gastrocnemius	fabella|gastrocnemius sesamoid bone|m. gastrocnemius sesamoid bone|ossa sessamoidea m. gastrocnemii|sesamoid bone of m. gastrocnemius
UBERON:0003606	limb long bone	long bone of limb
UBERON:0003607	forelimb long bone	anteriormost limb long bone|fore limb long bone|long bone of anteriormost limb|long bone of fore limb|long bone of forelimb|long bone of superior member|long bone of upper extremity|superior member long bone|upper extremity long bone|wing long bone
UBERON:0003608	hindlimb long bone	hind limb long bone|inferior member long bone|long bone of hind limb|long bone of hindlimb|long bone of inferior member|long bone of lower extremity|lower extremity long bone
UBERON:0003620	manual digit 1 phalanx	fore limb digit 1 phalanx|hand digit 1 phalanx|hand digit 1 phalanx|manual digit I phalanx|phalanx of hand digit 1|phalanx of thumb|thumb phalanx
UBERON:0003636	manual digit 2 phalanx	2 nd digit of hand digit long bone|2 nd digit of hand long bone of digit|2 nd digit of hand phalanx|2 nd finger digit long bone|2 nd finger long bone of digit|2 nd finger phalanx|digit long bone of 2 nd digit of hand|digit long bone of 2 nd finger|digit long bone of hand digit 2|digit long bone of second finger|fore limb digit 2 phalanx|hand digit 2 digit long bone|hand digit 2 long bone of digit|hand digit 2 phalanx|hand digit 2 phalanx|index finger phalanx|long bone of digit of 2 nd digit of hand|long bone of digit of 2 nd finger|long bone of digit of hand digit 2|long bone of digit of second finger|manual digit II phalanx|phalanx of 2 nd digit of hand|phalanx of 2 nd finger|phalanx of hand digit 2|phalanx of index finger|phalanx of manual digit 2|phalanx of second finger|second finger digit long bone|second finger long bone of digit|second finger phalanx
UBERON:0003637	manual digit 3 phalanx	3 rd digit of hand digit long bone|3 rd digit of hand long bone of digit|3 rd digit of hand phalanx|3 rd finger digit long bone|3 rd finger long bone of digit|3 rd finger phalanx|digit long bone of 3 rd digit of hand|digit long bone of 3 rd finger|digit long bone of hand digit 3|digit long bone of third finger|fore limb digit 3 phalanx|hand digit 3 digit long bone|hand digit 3 long bone of digit|hand digit 3 phalanx|hand digit 3 phalanx|long bone of digit of 3 rd digit of hand|long bone of digit of 3 rd finger|long bone of digit of hand digit 3|long bone of digit of third finger|manual digit III phalanx|middle finger phalanx|phalanx of 3 rd digit of hand|phalanx of 3 rd finger|phalanx of hand digit 3|phalanx of middle finger|phalanx of third finger|third finger digit long bone|third finger long bone of digit|third finger phalanx
UBERON:0003638	manual digit 4 phalanx	4 th digit of hand digit long bone|4 th digit of hand long bone of digit|4 th digit of hand phalanx|4 th finger digit long bone|4 th finger long bone of digit|4 th finger phalanx|digit long bone of 4 th digit of hand|digit long bone of 4 th finger|digit long bone of fourth finger|digit long bone of hand digit 4|fore limb digit 4 phalanx|fourth finger digit long bone|fourth finger long bone of digit|fourth finger phalanx|hand digit 4 digit long bone|hand digit 4 long bone of digit|hand digit 4 phalanx|hand digit 4 phalanx|long bone of digit of 4 th digit of hand|long bone of digit of 4 th finger|long bone of digit of fourth finger|long bone of digit of hand digit 4|manual digit IV phalanx|phalanx of 4 th digit of hand|phalanx of 4 th finger|phalanx of fourth finger|phalanx of hand digit 4|phalanx of ring finger|ring finger phalanx
UBERON:0003639	manual digit 5 phalanx	5 th digit of hand digit long bone|5 th digit of hand long bone of digit|5 th digit of hand phalanx|5 th finger digit long bone|5 th finger long bone of digit|5 th finger phalanx|digit long bone of 5 th digit of hand|digit long bone of 5 th finger|digit long bone of fifth finger|digit long bone of hand digit 5|fifth finger digit long bone|fifth finger long bone of digit|fifth finger phalanx|fore limb digit 5 phalanx|hand digit 5 digit long bone|hand digit 5 long bone of digit|hand digit 5 phalanx|hand digit 5 phalanx|little finger phalanx|long bone of digit of 5 th digit of hand|long bone of digit of 5 th finger|long bone of digit of fifth finger|long bone of digit of hand digit 5|manual digit V phalanx|phalanx of 5 th digit of hand|phalanx of 5 th finger|phalanx of 5th finger|phalanx of fifth digit of hand|phalanx of fifth finger|phalanx of hand digit 5|phalanx of little finger|phalanx of manual digitus minimus
UBERON:0003640	pedal digit 1 phalanx	big toe phalanx|digit long bone of foot digit 1|digit long bone of hallux|foot digit 1 digit long bone|foot digit 1 long bone of digit|foot digit 1 phalanx|foot digit 1 phalanx|hallux digit long bone|hallux long bone of digit|hallux phalanx|hind limb digit 1 phalanx|long bone of digit of foot digit 1|long bone of digit of hallux|pedal digit I phalanx|phalanx of big toe|phalanx of first digit of foot|phalanx of first toe|phalanx of foot digit 1|phalanx of great toe|phalanx of hallux
UBERON:0003641	pedal digit 2 phalanx	digit long bone of foot digit 2|foot digit 2 digit long bone|foot digit 2 long bone of digit|foot digit 2 phalanx|foot digit 2 phalanx|hind limb digit 2 phalanx|long bone of digit of foot digit 2|pedal digit II phalanx|phalanx of foot digit 2|phalanx of second toe|second toe phalanx
UBERON:0003642	pedal digit 3 phalanx	digit long bone of foot digit 3|foot digit 3 digit long bone|foot digit 3 long bone of digit|foot digit 3 phalanx|foot digit 3 phalanx|hind limb digit 3 phalanx|long bone of digit of foot digit 3|pedal digit III phalanx|phalanx of foot digit 3|phalanx of third toe|third toe phalanx
UBERON:0003645	metacarpal bone of digit 1	finger 1 metacarpus|first digit of hand metacarpal|first digit of hand metacarpal bone|first metacarpal bone|forelimb digit 1 metacarpus|hand digit 1 metacarpal|hand digit 1 metacarpal bone|manual digit 1 metacarpus|metacarpal 1|metacarpal I|metacarpal bone digit 1|metacarpal bone of digit I|metacarpal bone of first digit of hand|metacarpal bone of hand digit 1|metacarpal bone of thumb|metacarpal of first digit of hand|metacarpal of hand digit 1|metacarpal of thumb|thumb metacarpal|thumb metacarpal bone
UBERON:0003646	metacarpal bone of digit 2	2 nd digit of hand metacarpal|2 nd digit of hand metacarpal bone|2 nd finger metacarpal|2 nd finger metacarpal bone|finger 2 metacarpus|forelimb digit 2 metacarpus|hand digit 2 metacarpal|hand digit 2 metacarpal bone|manual digit 2 metacarpus|metacarpal 2|metacarpal II|metacarpal bone digit 2|metacarpal bone of 2 nd digit of hand|metacarpal bone of 2 nd finger|metacarpal bone of digit II|metacarpal bone of hand digit 2|metacarpal bone of second finger|metacarpal of 2 nd digit of hand|metacarpal of 2 nd finger|metacarpal of hand digit 2|metacarpal of second finger|second finger metacarpal|second finger metacarpal bone|second metacarpal bone
UBERON:0003647	metacarpal bone of digit 3	3 rd digit of hand metacarpal|3 rd digit of hand metacarpal bone|3 rd finger metacarpal|3 rd finger metacarpal bone|finger 3 metacarpus|forelimb cannon bone|forelimb digit 3 metacarpus|hand digit 3 metacarpal|hand digit 3 metacarpal bone|manual digit 3 metacarpus|metacarpal 3|metacarpal III|metacarpal bone digit 3|metacarpal bone of 3 rd digit of hand|metacarpal bone of 3 rd finger|metacarpal bone of digit III|metacarpal bone of hand digit 3|metacarpal bone of third finger|metacarpal of 3 rd digit of hand|metacarpal of 3 rd finger|metacarpal of hand digit 3|metacarpal of third finger|third finger metacarpal|third finger metacarpal bone|third metacarpal bone
UBERON:0003648	metacarpal bone of digit 4	4 th digit of hand metacarpal|4 th digit of hand metacarpal bone|4 th finger metacarpal|4 th finger metacarpal bone|finger 4 metacarpus|forelimb digit 4 metacarpus|fourth finger metacarpal|fourth finger metacarpal bone|fourth metacarpal bone|hand digit 4 metacarpal|hand digit 4 metacarpal bone|manual digit 4 metacarpus|metacarpal 4|metacarpal IV|metacarpal bone digit 4|metacarpal bone of 4 th digit of hand|metacarpal bone of 4 th finger|metacarpal bone of digit IV|metacarpal bone of fourth finger|metacarpal bone of hand digit 4|metacarpal of 4 th digit of hand|metacarpal of 4 th finger|metacarpal of fourth finger|metacarpal of hand digit 4
UBERON:0003649	metacarpal bone of digit 5	5 th digit of hand metacarpal|5 th digit of hand metacarpal bone|5 th finger metacarpal|5 th finger metacarpal bone|fifth finger metacarpal|fifth finger metacarpal bone|fifth metacarpal bone|finger 5 metacarpus|forelimb digit 5 metacarpus|hand digit 5 metacarpal|hand digit 5 metacarpal bone|manual digit 5 metacarpus|metacarpal 5|metacarpal V|metacarpal bone digit 5|metacarpal bone of 5 th digit of hand|metacarpal bone of 5 th finger|metacarpal bone of digit V|metacarpal bone of fifth finger|metacarpal bone of hand digit 5|metacarpal of 5 th digit of hand|metacarpal of 5 th finger|metacarpal of fifth finger|metacarpal of hand digit 5
UBERON:0003650	metatarsal bone of digit 1	first metatarsal bone|foot digit 1 metatarsal bone|hallux metatarsal bone|hindlimb digit 1 metatarsus|metatarsal 1|metatarsal I|metatarsal bone digit 1|metatarsal bone of digit I|metatarsal bone of foot digit 1|metatarsal bone of hallux|toe 1 metatarsal|toe 1 metatarsus
UBERON:0003651	metatarsal bone of digit 2	foot digit 2 metatarsal bone|hindlimb digit 2 metatarsus|metatarsal 2|metatarsal II|metatarsal bone digit 2|metatarsal bone of digit II|metatarsal bone of foot digit 2|second metatarsal bone|toe 2 metatarsal|toe 2 metatarsus
UBERON:0003652	metatarsal bone of digit 3	foot digit 3 metatarsal bone|hindlimb cannon bone|hindlimb digit 3 metatarsal|metatarsal 3|metatarsal III|metatarsal bone digit 3|metatarsal bone of digit III|metatarsal bone of foot digit 3|third metatarsal bone|toe 3 metatarsal|toe 3 metatarsus
UBERON:0003653	metatarsal bone of digit 4	foot digit 4 metatarsal bone|fourth metatarsal bone|hindlimb digit 4 metatarsus|metatarsal 4|metatarsal IV|metatarsal bone digit 4|metatarsal bone of digit IV|metatarsal bone of foot digit 4|toe 4 metatarsal|toe 4 metatarsus
UBERON:0003654	metatarsal bone of digit 5	fifth metatarsal bone|foot digit 5 metatarsal bone|hindlimb digit 5 metatarsus|metatarsal 5|metatarsal V|metatarsal bone digit 5|metatarsal bone of digit V|metatarsal bone of foot digit 5|toe 5 metatarsal|toe 5 metatarsus
UBERON:0003656	mesopodium bone	basipodium bone|carpal/tarsal bone|mesopod bone|mesopodial bone
UBERON:0003699	pubic symphysis	interpubic articulation|symphisis pubis|symphysis pubica|symphysis pubis|symphysis pubis|symphysis pubis
UBERON:0003821	metapodium bone	metacarpal or metatarsal bone|metacarpal/metatarsal|metacarpal/metatarsal bone|metapodi bone|metapodial bone|metapodium bone
UBERON:0003826	upper leg bone	femur
UBERON:0003862	pedal digit 4 phalanx	digit long bone of foot digit 4|foot digit 4 digit long bone|foot digit 4 long bone of digit|foot digit 4 phalanx|foot digit 4 phalanx|fourth toe phalanx|hind limb digit 4 phalanx|long bone of digit of foot digit 4|pedal digit IV phalanx|phalanx of foot digit 4|phalanx of fourth toe
UBERON:0003863	pedal digit 5 phalanx	digit long bone of foot digit 5|foot digit 5 digit long bone|foot digit 5 long bone of digit|foot digit 5 phalanx|foot digit 5 phalanx|hind limb digit 5 phalanx|little toe phalanx|long bone of digit of foot digit 5|pedal digit V phalanx|phalanx of fifth digit of foot|phalanx of fifth toe|phalanx of foot digit 5|phalanx of little toe
UBERON:0003864	middle phalanx of manus	hand middle phalanx|middle manual phalanx|middle phalanx of finger|middle phalanx of hand|middle phalanx of manual digit|phalanx media manus
UBERON:0003865	distal phalanx of manus	distal manual phalanx|distal phalanx of finger|distal phalanx of hand|distal phalanx of manual digit|hand distal phalanx|phalanx distalis manus|terminal phalanx of hand|ungual phalanx of hand
UBERON:0003866	middle phalanx of pes	foot middle phalanx|middle pedal phalanx|middle phalanx of foot|middle phalanx of toe|phalanx media pedis
UBERON:0003867	distal phalanx of pes	distal pedal phalanx|distal phalanx of foot|distal phalanx of toe|foot distal phalanx|phalanx distalis pedis|terminal phalanx of foot|terminal phalanx of hindlimb|ungual phalanx of foot|ungual phalanx of hindlimb
UBERON:0003868	proximal phalanx of pes	foot proximal phalanx|phalanx proximalis pedis|proximal pedal phalanx|proximal phalanx of foot|proximal phalanx of foot digit|proximal phalanx of hind digit|proximal phalanx of pes|proximal phalanx of toe
UBERON:0003958	long bone epiphyseal ossification zone	
UBERON:0004098	tibial plateaux	
UBERON:0004109	cortex of humerus	compact bone of humerus|cortex of the humerus|humerus compact bone|humerus cortical bone
UBERON:0004248	pedal digit bone	bone of digit of foot|digit of foot bone|digital bone of foot|digital bone of pes|digitus pedis bone|digitus pedis bone organ|foot digit bone|foot digit bone|foot digit bone organ|hind limb digit bone|toe bone|toe bone organ
UBERON:0004249	manual digit bone	digital bone of hand|digital bone of manus|finger bone|fore limb digit bone|hand digit bone|hand digit bone
UBERON:0004250	upper arm bone	humerus
UBERON:0004251	hindlimb zeugopod bone	bone of hind limb middle limb segment|bone of hind limb zeugopod|bone of hindlimb middle limb segment|bone of hindlimb zeugopod|bone of inferior member middle limb segment|bone of inferior member zeugopod|bone of intermediate segment of free lower limb|bone of lower extremity middle limb segment|bone of lower extremity zeugopod|bone of lower leg|bone of middle limb segment of hind limb|bone of middle limb segment of hindlimb|bone of middle limb segment of inferior member|bone of middle limb segment of lower extremity|bone of zeugopod of hind limb|bone of zeugopod of hindlimb|bone of zeugopod of inferior member|bone of zeugopod of leg|bone of zeugopod of lower extremity|bone organ of hind limb middle limb segment|bone organ of hind limb zeugopod|bone organ of hindlimb middle limb segment|bone organ of hindlimb zeugopod|bone organ of inferior member middle limb segment|bone organ of inferior member zeugopod|bone organ of intermediate segment of free lower limb|bone organ of lower extremity middle limb segment|bone organ of lower extremity zeugopod|bone organ of lower leg|bone organ of middle limb segment of hind limb|bone organ of middle limb segment of hindlimb|bone organ of middle limb segment of inferior member|bone organ of middle limb segment of lower extremity|bone organ of zeugopod of hind limb|bone organ of zeugopod of hindlimb|bone organ of zeugopod of inferior member|bone organ of zeugopod of leg|bone organ of zeugopod of lower extremity|hind limb middle limb segment bone|hind limb middle limb segment bone organ|hind limb zeugopod bone|hind limb zeugopod bone organ|hindlimb middle limb segment bone|hindlimb middle limb segment bone organ|hindlimb zeugopod bone|hindlimb zeugopod bone organ|inferior member middle limb segment bone|inferior member middle limb segment bone organ|inferior member zeugopod bone|inferior member zeugopod bone organ|intermediate segment of free lower limb bone|intermediate segment of free lower limb bone organ|lower extremity middle limb segment bone|lower extremity middle limb segment bone organ|lower extremity zeugopod bone|lower extremity zeugopod bone organ|lower leg bone|middle limb segment of hind limb bone|middle limb segment of hind limb bone organ|middle limb segment of hindlimb bone|middle limb segment of hindlimb bone organ|middle limb segment of inferior member bone|middle limb segment of inferior member bone organ|middle limb segment of lower extremity bone|middle limb segment of lower extremity bone organ|zeugopod of hind limb bone|zeugopod of hind limb bone organ|zeugopod of hindlimb bone|zeugopod of hindlimb bone organ|zeugopod of inferior member bone|zeugopod of inferior member bone organ|zeugopod of leg bone|zeugopod of leg bone organ|zeugopod of lower extremity bone|zeugopod of lower extremity bone organ
UBERON:0004300	distal phalanx	phalanx distalis|phalanx distalis|terminal phalanx|ungual phalanx
UBERON:0004301	middle phalanx	intermediate phalanx|medial phalanx|penultimate phalanx|phalanx 2|phalanx II
UBERON:0004302	proximal phalanx	phalanx 1|phalanx I|proximal-most phalanx
UBERON:0004311	distal phalanx of manual digit 2	2nd digit of hand distal phalanx|2nd finger distal phalanx|distal phalanx of 2nd digit of hand|distal phalanx of 2nd finger|distal phalanx of index finger|distal phalanx of manual digit II|distal phalanx of second digit of hand|distal phalanx of second finger|hand digit 2 distal phalanx|second distal phalanx of hand|second finger distal phalanx
UBERON:0004312	distal phalanx of manual digit 3	3rd digit of hand distal phalanx|3rd finger distal phalanx|distal phalanx of 3rd digit of hand|distal phalanx of 3rd finger|distal phalanx of manual digit III|distal phalanx of middle finger|distal phalanx of third digit of hand|distal phalanx of third finger|equine 3rd phalanx of forelimb digit 3|equine forelimb distal phalanx|forelimb coffin bone|forelimb medial claw of artiodactyl|forelimb medial claw of ruminant hoof|forelimb medial ungual phalanx of artiodactyl|forelimb pedal bone|hand digit 3 distal phalanx|third distal phalanx of hand|third finger distal phalanx
UBERON:0004313	distal phalanx of manual digit 4	4th digit of hand distal phalanx|4th finger distal phalanx|distal phalanx of 4th digit of hand|distal phalanx of 4th finger|distal phalanx of fourth digit of hand|distal phalanx of fourth finger|distal phalanx of manual digit IV|distal phalanx of ring finger|fourth distal phalanx of hand|fourth finger distal phalanx|hand digit 4 distal phalanx
UBERON:0004314	distal phalanx of manual digit 5	5th digit of hand distal phalanx|5th finger distal phalanx|distal phalanx of 5th digit of hand|distal phalanx of 5th finger|distal phalanx of fifth digit of hand|distal phalanx of fifth finger|distal phalanx of little finger|distal phalanx of manual digit V|fifth distal phalanx of hand|fifth finger distal phalanx|hand digit 5 distal phalanx
UBERON:0004315	distal phalanx of pedal digit 1	distal phalanx of big toe|distal phalanx of first digit of foot|distal phalanx of foot digit 1|distal phalanx of great toe|distal phalanx of hallux|distal phalanx of pedal digit I|first distal phalanx of foot|foot digit 1 distal phalanx|hallux distal phalanx
UBERON:0004316	distal phalanx of pedal digit 2	2nd toe distal phalanx|distal phalanx of 2nd toe|distal phalanx of foot digit 2|distal phalanx of pedal digit II|distal phalanx of second digit of foot|distal phalanx of second toe|distal phalanx of the 2nd toe|foot digit 2 distal phalanx|second distal phalanx of foot
UBERON:0004317	distal phalanx of pedal digit 3	3rd toe distal phalanx|distal phalanx of 3rd toe|distal phalanx of foot digit 3|distal phalanx of pedal digit III|distal phalanx of the 3rd toe|distal phalanx of third digit of foot|distal phalanx of third toe|equine 3rd phalanx of hindlimb digit 3|equine hindlimb distal phalanx|foot digit 3 distal phalanx|hindlimb coffin bone|hindlimb medial claw of artiodactyl|hindlimb medial claw of ruminant hoof|hindlimb medial ungual phalanx of artiodactyl|hindlimb pedal bone|third distal phalanx of foot
UBERON:0004318	distal phalanx of pedal digit 4	4th toe distal phalanx|distal phalanx of 4th toe|distal phalanx of foot digit 4|distal phalanx of fourth digit of foot|distal phalanx of fourth toe|distal phalanx of pedal digit IV|distal phalanx of the 4th toe|foot digit 4 distal phalanx|fourth distal phalanx of foot
