ID	label	SYNONYMS
CL:1001109	kidney loop of Henle cortical thick ascending limb epithelial cell	
CL:1001111	kidney loop of Henle thin descending limb epithelial cell	
CL:1001123	kidney outer medulla peritubular capillary cell	
CL:1001124	kidney cortex peritubular capillary cell	
CL:1001126	inner renal medulla vasa recta cell	
CL:1001127	outer renal medulla vasa recta cell	
CL:1001131	vasa recta ascending limb cell	
CL:1001135	arcuate artery cell	
CL:1001138	interlobular artery cell	
CL:1001142	arcuate vein cell	
CL:1001145	interlobular vein cell	
CL:1001209	inner medulla vasa recta ascending limb cell	
CL:1001210	outer medulla vasa recta ascending limb cell	
CL:1001213	arcuate artery endothelial cell	
CL:1001214	arcuate artery smooth muscle cell	
CL:1001216	interlobulary artery endothelial cell	
CL:1001217	interlobulary artery smooth muscle cell	
CL:1001220	arcuate vein endothelial cell	
CL:1001221	arcuate vein smooth muscle cell	
CL:1001223	interlobulary vein endothelial cell	
CL:1001224	interlobulary vein smooth muscle cell	
CL:1001225	kidney collecting duct cell	
CL:1001285	vasa recta descending limb cell	
CL:1001286	inner medulla vasa recta descending limb cell	
CL:1001287	outer medulla vasa recta descending limb cell	
CL:1001318	renal interstitial pericyte	
CL:1001319	bladder cell	
CL:1001320	urethra cell	
CL:1001428	bladder urothelial cell	
CL:1001430	urethra urothelial cell	
CL:1001431	kidney collecting duct principal cell	
CL:1001432	kidney collecting duct intercalated cell	
CL:2000040	bladder microvascular endothelial cell	
CL:2000065	ovarian microvascular endothelial cell	
UBERON:0000056	ureter	metanephric duct
UBERON:0000057	urethra	
UBERON:0000061	anatomical structure	biological structure|connected biological structure
UBERON:0000074	renal glomerulus	Malphigian glomerulus|Malpighian glomerulus|Malpighian tuft|glomerular capillary tuft|glomerular tuft|glomerulus|glomerulus renis|renal corpuscle|renal glomeruli
UBERON:0000080	mesonephros	Wolffian body|amphibian adult kidney|corpus Wolffi|mesonephric kidney|mesonephroi|middle kidney|opisthonephros|opisto nephros|opistonephros
UBERON:0000081	metanephros	definite kidney|definitive kidney|hind kidney|metanephric kidney|metanephron
UBERON:0000082	adult mammalian kidney	
UBERON:0000083	mesonephric tubule	renal tubules|tubuli mesonephrici
UBERON:0000084	ureteric bud	diverticulum|diverticulum metanephricum|gemma ureterica|metanephric bud|metanephric diverticulum|ureteric ampulla|ureteric diverticulum
UBERON:0000163	embryonic cloaca	cloaca
UBERON:0000164	primitive urogenital sinus	UGS|fetal UGS|sinus urogenitalis|urogenital sinus
UBERON:0000362	renal medulla	kidney medulla|medulla of kidney|medulla renalis|medullary pyramids|pyramides renales|renal marrow|renal medullae|renal medullae set|renal pyramids|renal pyramids set
UBERON:0000365	urothelium	epithelium transitionale|transitional epithelium|transitional epithelium|uroepithelium
UBERON:0000381	urinary bladder detrusor smooth muscle	detrusor|detrusor muscle|detrusor muscle of bladder|detrusor smooth muscle|detrusor urinae muscle|muscularis propria|muscularis propria of the urinary bladder|musculus detrusor vesicae|musculus detrusor vesicae urinariae|urinary bladder detrusor muscle|urinary bladder detrussor smooth muscle
UBERON:0000461	minor vestibular gland	Guerin's gland|Guérin's gland|Schueller's gland|Skene gland|Skene's gland|glandula vestibular minor|glandula vestibulares minor|lesser vestibular gland|paraurethral gland|periurethral gland|urethral gland of female urethra
UBERON:0000465	material anatomical entity	
UBERON:0000467	anatomical system	anatomical systems|body system|connected anatomical system|organ system|system
UBERON:0001008	renal system	excretory system|renal or urinary system|renal system|renal/urinary system|systema urinaria|systema urinarium|urinary system|urinary tract
UBERON:0001054	Malpighian tubule	Malphigian tube|Malpighian tube|tuba Malpighii
UBERON:0001062	anatomical entity	
UBERON:0001222	right ureter	
UBERON:0001223	left ureter	
UBERON:0001224	renal pelvis	kidney pelvis|p. renallis|pelvis of ureter|pyelum
UBERON:0001225	cortex of kidney	cortex renalis|kidney cortex|renal cortex
UBERON:0001226	major calyx	calices renales majores|calices renales majores|major calix
UBERON:0001227	minor calyx	calices renales minores|calices renales minores|minor calix
UBERON:0001228	renal papilla	kidney papilla
UBERON:0001229	renal corpuscle	Malphigian corpuscle|Malpighian corpuscle|corpusculum renale|corpusculum renis|cortical renal corpuscle|kidney corpuscle
UBERON:0001230	glomerular capsule	Bowman's capsule|Bowman's capsule|Bowmans capsule|Malphigian capsule|Malpighian capsule|Mueller capsule|Muellerian capsule|capsula glomerularis|capsula glomeruli|pronephric glomerular capsule|renal glomerular capsule
UBERON:0001231	nephron tubule	kidney tubule|renal tubule|tubulus renalis|uriniferous tubule
UBERON:0001232	collecting duct of renal tubule	arcuate renal tubule|collecting duct|collecting duct system|collecting tubule|junctional tube|kidney collecting duct|kidney collecting tubule|renal collecting tubule|tubulus renalis arcuatus|tubulus renalis colligens|ureteric tree
UBERON:0001252	adventitia of ureter	external adventitia of ureter|tunica adventitia (ureter)|tunica adventitia ureteris|ureter adventitia|ureteral adventitia
UBERON:0001253	lamina propria of ureter	lamina propria mucosa of ureter|lamina propria mucosae of ureter|ureter lamina propria|ureter lamina propria mucosa|ureter lamina propria mucosae
UBERON:0001254	urothelium of ureter	transitional epithelium of ureter|ureter luminal urothelium|ureter transitional epithelium|ureter urothelium
UBERON:0001255	urinary bladder	bladder|urocyst|vesica|vesica urinaria
UBERON:0001256	wall of urinary bladder	anatomical wall of bladder|anatomical wall of urinary bladder|bladder anatomical wall|bladder wall|urinary bladder anatomical wall|urinary bladder wall|wall of bladder
UBERON:0001257	trigone of urinary bladder	Lieutaud's trigone|bladder trigone|deep trigone|dorsal bladder neck|musculus trigoni vesicae profundus|trigone of bladder|trigonum vesicae|trigonum vesicae urinariae|urinary bladder trigone|vesical trigone
UBERON:0001258	neck of urinary bladder	bladder neck|cervix vesicae|cervix vesicae urinariae|collum vesicae|neck of bladder|urinary bladder neck|vesical neck
UBERON:0001259	mucosa of urinary bladder	bladder mucosa|bladder mucous membrane|bladder organ mucosa|mucosa of bladder|mucous membrane of bladder|mucous membrane of urinary bladder|tunica mucosa (vesica urinaria)|tunica mucosa vesicae|tunica mucosa vesicae urinariae|urinary bladder mucosa|urinary bladder mucous membrane
UBERON:0001260	serosa of urinary bladder	bladder serosa|bladder serous membrane|serosa of bladder|serous coat of bladder|serous coat of urinary bladder|serous membrane of bladder|serous membrane of urinary bladder|tunica serosa (vesica urinaria)|tunica serosa vesicae|urinary bladder serosa|urinary bladder serous membrane|visceral peritoneum of urinary bladder
UBERON:0001261	lamina propria of urinary bladder	bladder lamina propria|bladder lamina propria mucosa|bladder lamina propria mucosae|lamina propria mucosa of bladder|lamina propria mucosa of urinary bladder|lamina propria mucosae of bladder|lamina propria mucosae of urinary bladder|lamina propria of bladder|urinary bladder lamina propria|urinary bladder lamina propria mucosa|urinary bladder lamina propria mucosae
UBERON:0001284	renal column	Bertin's column|column of Bertin|column of Bertini|columna Bertini|columnae renales|cortical column|kidney column|renal column of Bertini|renal cortical column
UBERON:0001285	nephron	mature nephron|nephroneum|tubulus renalis
UBERON:0001286	Bowman's space	Bowman's space|Bowmanb%s space|capsular space|glomerular capsule space|glomerular urinary space|inter-glomerular space|inter-glomerular space|pronephric capsular space|renal capsular space|urinary space|urinary space of renal corpuscle
UBERON:0001287	proximal convoluted tubule	1st convoluted tubule|PCT|first convoluted tubule|kidney proximal convoluted tubule|proximal convoluted renal tubule|renal proximal convoluted tubule|tubulus contortus proximalis|tubulus contortus proximalis|tubulus convolutus proximalis
UBERON:0001288	loop of Henle	Henle loop|Henle's loop|ansa nephroni
UBERON:0001289	descending limb of loop of Henle	descending limb|descending limb of Henle's loop|loop of Henle descending limb
UBERON:0001290	proximal straight tubule	S3|pars recta|pars recta tubuli renalis|proximal tubule segment 3|segment 3 of proximal tubule|thick descending limb of proximal tubule|tubulus rectus proximalis
UBERON:0001291	thick ascending limb of loop of Henle	ascending thick limb|distal straight tubule|loop of Henle ascending limb thick segment|straight portion of distal convoluted renal tubule|straight portion of distal convoluted tubule|thick ascending limb|thick ascending limb of Henle's loop|thick ascending limb of distal tubule|tubulus rectus distalis|tubulus rectus distalis
UBERON:0001292	distal convoluted tubule	distal convoluted renal tubule|second convoluted tubule|tubulus contortus distalis|tubulus contortus distalis|tubulus convolutus distalis
UBERON:0001293	outer medulla of kidney	kidney outer medulla|outer renal medulla|outer zone of medulla of kidney|outer zone of renal medulla|renal outer medulla|set of outer region of renal pyramids|zona externa (medullaris renalis)|zona externa medullae renalis
UBERON:0001294	inner medulla of kidney	inner renal medulla|inner zone of medulla of kidney|inner zone of renal medulla|kidney inner medulla|renal inner medulla|set of inner region of renal pyramids|zona interna (medullaris renalis)|zona interna medullae renalis
UBERON:0001333	male urethra	
UBERON:0001334	female urethra	urethra feminina|urethra muliebris
UBERON:0001335	prostatic urethra	male prostatic urethra|pars prostatica urethrae|pars prostatica urethrae|pars prostatica urethrae|prostatic part of male urethra|prostatic part of urethra
UBERON:0001336	membranous urethra of male or female	intermediate part of urethra|intermediate urethra|membranous part of urethra|membranous urethra|pars intermedia urethrae|pars membranacea (urethrae)
UBERON:0001337	spongiose part of urethra	cavernous portion of male urethra|male spongiose urethra|male spongy urethra|pars cavernosa urethrae|pars spongiosa|pars spongiosa (urethra masculina)|pars spongiosa urethrae masculinae|penile urethra|spongiose urethra|spongy urethra (male)
UBERON:0001338	urethral gland	gland of urethra|urethra gland|urethra gland (male or female)|urethral mucuous gland
UBERON:0001552	kidney arcuate artery	arcuate artery|renal arcuate artery
UBERON:0001556	lower urinary tract	
UBERON:0002015	kidney capsule	capsula fibrosa renis|capsule of kidney|fibrous capsule of kidney|renal capsule
UBERON:0002068	urachus	
UBERON:0002113	kidney	reniculate kidney
UBERON:0002120	pronephros	archinephron|embryonic kidney|pronephric kidney|pronephron
UBERON:0002189	outer cortex of kidney	kidney outer cortex|outer renal cortex
UBERON:0002303	juxtaglomerular apparatus	complexus juxtaglomerularis|juxtaglomerular complex
UBERON:0002319	mesangium	
UBERON:0002320	glomerular mesangium	
UBERON:0002321	extraglomerular mesangium	
UBERON:0002325	epithelium of urethra	epithelial tissue of urethra|urethra epithelial tissue|urethra epithelium|urethral epithelium|urethral plate|urethral seam
UBERON:0002326	lamina propria of urethra	lamina propria mucosa of urethra|lamina propria mucosae of urethra|urethra lamina propria|urethra lamina propria mucosa|urethra lamina propria mucosae|urethral lamina propria
UBERON:0002335	macula densa	
UBERON:0002366	bulbo-urethral gland	Cowper's gland|Cowper's gland of male|Cowper's glands|Mery's gland|Méry gland|bulbourethral gland|glandula bulbourethralis
UBERON:0003060	pronephric duct	archinephric duct|ductus pronephricus|pronephric ducts
UBERON:0003074	mesonephric duct	Leydig's duct|Wolffian duct|archinephric duct|ductus mesonephricus; ductus Wolffi|renal duct
UBERON:0003393	mesentery of urinary system	excretory system mesentery|mesentery of excretory system|mesentery of renal system|mesentery of systema urinaria|renal system mesentery|systema urinaria mesentery|urinary system mesentery
UBERON:0003455	inner renal medulla loop of Henle	kidney inner medulla loop of Henle|loop of Henle, inner medullary portion
UBERON:0003475	ureteric vein	ureter vein|vein of ureter
UBERON:0003517	kidney blood vessel	blood vessel of kidney|renal blood vessel
UBERON:0003527	kidney capillary	blood capillary of kidney|capillary of kidney|capillary vessel of kidney|kidney blood capillary|kidney capillary vessel|renal capillary
UBERON:0003546	distal convoluted tubule macula densa	
UBERON:0003644	kidney arterial blood vessel	kidney arterial system
UBERON:0003820	prostate bud	prostate ductal progenitor|prostate gland bud|prostate primordium|prostatic bud
UBERON:0003829	urethra muscle tissue	urethral muscle layer
UBERON:0004032	podocyte slit diaphragm	
UBERON:0004033	podocyte slit junction	
UBERON:0004100	renal collecting system	collecting duct system|kidney collecting duct system|tubulus renalis colligens
UBERON:0004134	proximal tubule	kidney proximal tubule|proximal kidney tubule|renal proximal tubule
UBERON:0004135	distal tubule	kidney distal tubule|renal distal tubule
UBERON:0004136	intermediate tubule	renal intermediate tubule|tubulus attenuatus
UBERON:0004188	glomerular epithelium	epithelium of glomerulus|epithelium of kidney glomerulus|epithelium of renal glomerulus|glomerular epithelial cell|kidney glomerular epithelium
UBERON:0004189	glomerular endothelium	endothelium of renal glomerulus|renal glomerulus endothelium
UBERON:0004190	renal glomerulus vasculature	glomerulus vasculature|renal glomerulus vascular network|renal glomerulus vasculature|vascular network of renal glomerulus|vasculature of renal glomerulus
UBERON:0004193	loop of Henle ascending limb thin segment	ascending limb thin segment of loop of Henle|ascending thin limb|pars ascendens (tubulus attenuatus)|thin ascending limb|thin ascending limb of loop of Henle
UBERON:0004194	long nephron	juxtamedullary nephron
UBERON:0004195	short nephron	
UBERON:0004196	proximal convoluted tubule segment 1	S1|S1 portion of renal tubule|S1 portion of tubule|proximal tubule segment 1|segment 1 of proximal tubule
UBERON:0004197	proximal convoluted tubule segment 2	S2|S2 portion of renal tubule|S2 portion of tubule|proximal tubule segment 2|segment 2 of proximal tubule
UBERON:0004198	comma-shaped body	CSB
UBERON:0004199	S-shaped body	SSB|stage II nephron
UBERON:0004200	kidney pyramid	Malphigian pyramid|Malpighian pyramid|Malpighian pyramid|medullary pyramid|pyramid|pyramid of Malphigi|pyramid of Malpighi|pyramides renales|pyramis renalis|renal medullary region|renal pyramid
UBERON:0004201	kidney outer medulla inner stripe	inner stripe|inner stripe of medulla of kidney|inner stripe of outer medulla|inner stripe of renal medulla|outer medulla inner stripe|stria interna medullae renalis
UBERON:0004202	kidney outer medulla outer stripe	outer medulla outer stripe|outer stripe|outer stripe of medulla of kidney|outer stripe of outer medulla|outer stripe of renal medulla|stria externa medullae renalis
UBERON:0004203	cortical collecting duct	kidney cortex collecting duct|renal cortex collecting duct
UBERON:0004204	outer medullary collecting duct	kidney outer medulla collecting duct|outer renal medulla collecting duct
UBERON:0004205	inner medullary collecting duct	inner renal medulla collecting duct|kidney inner medulla collecting duct|papillary collecting duct
UBERON:0004206	long descending thin limb bend	
UBERON:0004207	prebend segment of loop of Henle	prebend segment
UBERON:0004211	nephron epithelium	epithelial tissue of nephron|epithelium of nephron|nephron epithelial tissue
UBERON:0004212	glomerular capillary	blood capillary of renal glomerulus|capillary of renal glomerulus|capillary vessel of renal glomerulus|glomerular capillaries|glomerular capillary system|renal glomerulus blood capillary|renal glomerulus capillary|renal glomerulus capillary vessel
UBERON:0004219	urethra smooth muscle layer	muscle layer of urethra|muscular coat of urethra|muscular layer of urethra|smooth muscle of urethra|smooth muscle tissue of urethra|tunica muscularis urethrae|urethra smooth muscle tissue|urethral smooth muscle
UBERON:0004227	kidney pelvis smooth muscle	kidney pelvis smooth muscle|pelvic smooth muscle|renal pelvis smooth muscle|smooth muscle tissue of renal pelvis
UBERON:0004228	urinary bladder smooth muscle	bladder involuntary muscle|bladder non-striated muscle|bladder smooth muscle|bladder smooth muscle tissue|involuntary muscle of bladder|involuntary muscle of urinary bladder|non-striated muscle of bladder|non-striated muscle of urinary bladder|smooth muscle layer of bladder|smooth muscle of bladder|smooth muscle of urinary bladder|smooth muscle tissue of bladder|smooth muscle tissue of urinary bladder|urinary bladder involuntary muscle|urinary bladder muscle|urinary bladder non-striated muscle|urinary bladder smooth muscle tissue
UBERON:0004229	urinary bladder trigone smooth muscle	Lieutaud's trigone involuntary muscle|Lieutaud's trigone non-striated muscle|Lieutaud's trigone smooth muscle|Lieutaud's trigone smooth muscle tissue|deep trigone involuntary muscle|deep trigone non-striated muscle|deep trigone smooth muscle|deep trigone smooth muscle tissue|involuntary muscle of Lieutaud's trigone|involuntary muscle of deep trigone|involuntary muscle of trigone of bladder|involuntary muscle of trigone of urinary bladder|involuntary muscle of urinary bladder trigone|involuntary muscle of vesical trigone|non-striated muscle of Lieutaud's trigone|non-striated muscle of deep trigone|non-striated muscle of trigone of bladder|non-striated muscle of trigone of urinary bladder|non-striated muscle of urinary bladder trigone|non-striated muscle of vesical trigone|smooth muscle of Lieutaud's trigone|smooth muscle of deep trigone|smooth muscle of trigone of bladder|smooth muscle of trigone of urinary bladder|smooth muscle of urinary bladder trigone|smooth muscle of vesical trigone|smooth muscle tissue of Lieutaud's trigone|smooth muscle tissue of deep trigone|smooth muscle tissue of trigone of bladder|smooth muscle tissue of trigone of urinary bladder|smooth muscle tissue of urinary bladder trigone|smooth muscle tissue of vesical trigone|trigone of bladder involuntary muscle|trigone of bladder non-striated muscle|trigone of bladder smooth muscle|trigone of bladder smooth muscle tissue|trigone of urinary bladder involuntary muscle|trigone of urinary bladder non-striated muscle|trigone of urinary bladder smooth muscle|trigone of urinary bladder smooth muscle tissue|urinary bladder trigone involuntary muscle|urinary bladder trigone muscle|urinary bladder trigone non-striated muscle|urinary bladder trigone smooth muscle tissue|vesical trigone involuntary muscle|vesical trigone non-striated muscle|vesical trigone smooth muscle|vesical trigone smooth muscle tissue
UBERON:0004230	urinary bladder neck smooth muscle	bladder neck involuntary muscle|bladder neck non-striated muscle|bladder neck smooth muscle|bladder neck smooth muscle tissue|involuntary muscle of bladder neck|involuntary muscle of neck of bladder|involuntary muscle of neck of urinary bladder|involuntary muscle of urinary bladder neck|involuntary muscle of vesical neck|neck of bladder involuntary muscle|neck of bladder non-striated muscle|neck of bladder smooth muscle|neck of bladder smooth muscle tissue|neck of urinary bladder involuntary muscle|neck of urinary bladder non-striated muscle|neck of urinary bladder smooth muscle|neck of urinary bladder smooth muscle tissue|non-striated muscle of bladder neck|non-striated muscle of neck of bladder|non-striated muscle of neck of urinary bladder|non-striated muscle of urinary bladder neck|non-striated muscle of vesical neck|smooth muscle of bladder neck|smooth muscle of neck of bladder|smooth muscle of neck of urinary bladder|smooth muscle of urinary bladder neck|smooth muscle of vesical neck|smooth muscle tissue of bladder neck|smooth muscle tissue of neck of bladder|smooth muscle tissue of neck of urinary bladder|smooth muscle tissue of urinary bladder neck|smooth muscle tissue of vesical neck|trigonal muscle|trigonal muscle of urinary bladder|urinary bladder neck involuntary muscle|urinary bladder neck muscle|urinary bladder neck non-striated muscle|urinary bladder neck smooth muscle tissue|vesical neck involuntary muscle|vesical neck non-striated muscle|vesical neck smooth muscle|vesical neck smooth muscle tissue
UBERON:0004294	glomerular capillary endothelium	renal glomerulus capillary endothelium
UBERON:0004538	left kidney	
UBERON:0004539	right kidney	
UBERON:0004639	renal afferent arteriole	afferent arteriole|afferent glomerular arteriole|afferent glomerular arteriole of kidney|arteriola glomerularis afferens|arteriola glomerularis afferens renis|kidney afferent arteriole
UBERON:0004640	renal efferent arteriole	arteriola glomerularis efferens capsulae renalis|arteriola glomerularis efferens renis|efferent arteriole|efferent glomerular arteriole|efferent glomerular arteriole of kidney|kidney efferent arteriole
UBERON:0004645	urinary bladder urothelium	bladder transitional cell epithelium|epithelium of bladder|transitional epithelium|transitional epithelium of urinary bladder|urinary bladder transitional epithelium|urothelium|urothelium of urinary bladder
UBERON:0004719	kidney arcuate vein	arciform vein of kidney|arcuate vein|arcuate vein of kidney|arcuate veins|renal arcuate vein|venae arcuatae renis
UBERON:0004723	interlobular artery	arteriae corticales radiatae|arteriae interlobulares renis|cortical radial arteries|interlobular|interlobular renal artery|kidney interlobular artery|renal interlobular artery
UBERON:0004736	metanephric glomerulus	glomerulus of metanephros
UBERON:0004737	metanephric collecting duct	collecting duct of metanephros|metanephric collecting tubule
UBERON:0004738	metanephric juxtaglomerular apparatus	juxtaglomerular apparatus of metanephros
UBERON:0004739	pronephric glomerulus	corpuscle|glomera|glomerulus of pronephros|glomus|pronephric glomera|pronephric glomeruli|pronephric glomus
UBERON:0004775	outer renal medulla vasa recta	kidney outer medulla vasa recta|kidney outer renal medulla vasa recta|outer medulla of kidney vasa recta|outer zone of medulla of kidney vasa recta|outer zone of renal medulla vasa recta|vasa recta of outer medulla of kidney|vasa recta of outer renal medulla|vasa recta of outer zone of medulla of kidney|vasa recta of outer zone of renal medulla
UBERON:0004776	inner renal medulla vasa recta	inner medulla of kidney vasa recta|inner zone of medulla of kidney vasa recta|inner zone of renal medulla vasa recta|set of inner region of renal pyramids vasa recta|vasa recta of inner medulla of kidney|vasa recta of inner renal medulla|vasa recta of inner zone of medulla of kidney|vasa recta of inner zone of renal medulla|vasa recta of set of inner region of renal pyramids
UBERON:0004787	urethra urothelium	urethra uroepithelium|uroepithelium of urethra|urothelium of urethra
UBERON:0004788	kidney pelvis urothelium	kidney pelvis transitional epithelium|kidney pelvis uroepithelium|pelvic urothelium|pelvis of ureter uroepithelium|pelvis of ureter urothelium|renal pelvis transitional epithelium|renal pelvis uroepithelium|renal pelvis urothelium|transitional epithelium of kidney pelvis|transitional epithelium of renal pelvis|uroepithelium of kidney pelvis|uroepithelium of pelvis of ureter|uroepithelium of renal pelvis|urothelium of kidney pelvis|urothelium of pelvis of ureter|urothelium of renal pelvis
UBERON:0004810	nephron tubule epithelium	kidney tubule epithelium
UBERON:0004819	kidney epithelium	epithelial tissue of kidney|epithelium of kidney|kidney epithelial tissue|renal epithelium
UBERON:0004829	urethra skeletal muscle tissue	skeletal muscle of urethra|skeletal muscle tissue of urethra|urethra skeletal muscle|urethra skeletal muscle tissue|urethral skeletal muscle
UBERON:0004902	urogenital sinus epithelium	UGE|epithelium of urogenital sinus
UBERON:0004917	urethral sphincter	sphincter muscle of urethra|sphincter of urethra|sphincter urethrae|urethral sphincter muscle
UBERON:0004918	internal urethral sphincter	internal sphincter muscle of urethra|internal sphincter of urethra|internal urethral sphincter muscle|musculus sphincter supracollicularis|musculus sphincter urethrae internus|musculus sphincter urethrae internus|preprostatic sphincter|sphincter urethrae internus|supracollicular sphincter
UBERON:0004919	external urethral sphincter	annulus urethralis|external sphincter muscle of urethra|external sphincter of urethra|external urethral sphincter muscle|m. urethralis|musculus sphincter urethrae membranaceae|urethralis|urethralis muscle
UBERON:0004943	submucosa of urinary bladder	bladder submucosa|submucosa of bladder|submucous layer of urinary bladder|tela submucosa (vesica urinaria)|tela submucosa vesicae|tela submucosa vesicae urinariae|urinary bladder submucosa
